Town,VName,Vendor,VAddrs,VType,VGrp,Spons,CCode,Payment,PayDate,GrantName,InvoiceNum,InvDate,Date2,CCode_A,TTYpe,CCode_B,Qtr,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2008-170002-,80000.0000,10/29/2007,Priority School Districts,CM_NOV2007_01941,2007/10/29 #: CM_NOV2007_01941,10/29/2007,11000-17043-82052-2008,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2008-170002-,80000.0000,11/28/2007,Priority School Districts,CM_DEC2007_02007,2007/11/28 #: CM_DEC2007_02007,11/28/2007,11000-17043-82052-2008,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2008-170002-,200000.0000,2/28/2008,Priority School Districts,CM_MAR2008_02316,2008/02/28 #: CM_MAR2008_02316,02/28/2008,11000-17043-82052-2008,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2008-170002-,150000.0000,4/26/2008,Priority School Districts,CM_MAY2008_02463,2008/04/26 #: CM_MAY2008_02463,04/26/2008,11000-17043-82052-2008,2,11000-17043-82052-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2008-170002-,125000.0000,1/29/2008,Priority School Districts,CM_FEB2008_02234,2008/01/29 #: CM_FEB2008_02234,01/29/2008,11000-17043-82052-2008,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2008-170002-,190000.0000,9/27/2007,Priority School Districts,CM_OCT2007_01864,2007/09/27 #: CM_OCT2007_01864,09/27/2007,11000-17043-82052-2008,2,11000-17043-82052-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2008-170002-,100000.0000,12/22/2007,Priority School Districts,CM_JAN2008_02082,2007/12/22 #: CM_JAN2008_02082,12/22/2007,11000-17043-82052-2008,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2008-170002-,216709.0000,5/29/2008,Priority School Districts,CM_JUN2008_02551,2008/05/29 #: CM_JUN2008_02551,05/29/2008,11000-17043-82052-2008,2,11000-17043-82052-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82053-2008-170002-,25000.0000,3/26/2008,Early Reading Success,CM_APR2008_02404,2008/03/26 #: CM_APR2008_02404,03/26/2008,11000-17043-82053-2008,2,11000-17043-82053-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82053-2008-170002-,60000.0000,10/29/2007,Early Reading Success,CM_NOV2007_01942,2007/10/29 #: CM_NOV2007_01942,10/29/2007,11000-17043-82053-2008,2,11000-17043-82053-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82053-2008-170002-,30000.0000,11/28/2007,Early Reading Success,CM_DEC2007_02008,2007/11/28 #: CM_DEC2007_02008,11/28/2007,11000-17043-82053-2008,2,11000-17043-82053-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82053-2008-170002-,20000.0000,2/28/2008,Early Reading Success,CM_MAR2008_02317,2008/02/28 #: CM_MAR2008_02317,02/28/2008,11000-17043-82053-2008,2,11000-17043-82053-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82053-2008-170002-,35000.0000,4/26/2008,Early Reading Success,CM_MAY2008_02464,2008/04/26 #: CM_MAY2008_02464,04/26/2008,11000-17043-82053-2008,2,11000-17043-82053-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82053-2008-170002-,15000.0000,1/29/2008,Early Reading Success,CM_FEB2008_02235,2008/01/29 #: CM_FEB2008_02235,01/29/2008,11000-17043-82053-2008,2,11000-17043-82053-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82053-2008-170002-,25000.0000,12/22/2007,Early Reading Success,CM_JAN2008_02083,2007/12/22 #: CM_JAN2008_02083,12/22/2007,11000-17043-82053-2008,2,11000-17043-82053-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82053-2008-170002-,55872.0000,5/29/2008,Early Reading Success,CM_JUN2008_02552,2008/05/29 #: CM_JUN2008_02552,05/29/2008,11000-17043-82053-2008,2,11000-17043-82053-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2008-170002-,838.0000,10/29/2007,Extended School Hours,CM_NOV2007_01943,2007/10/29 #: CM_NOV2007_01943,10/29/2007,11000-17043-82054-2008,2,11000-17043-82054-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2008-170002-,3162.0000,11/28/2007,Extended School Hours,CM_DEC2007_02009,2007/11/28 #: CM_DEC2007_02009,11/28/2007,11000-17043-82054-2008,2,11000-17043-82054-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2008-170002-,3000.0000,2/28/2008,Extended School Hours,CM_MAR2008_02318,2008/02/28 #: CM_MAR2008_02318,02/28/2008,11000-17043-82054-2008,2,11000-17043-82054-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2008-170002-,7000.0000,4/26/2008,Extended School Hours,CM_MAY2008_02465,2008/04/26 #: CM_MAY2008_02465,04/26/2008,11000-17043-82054-2008,2,11000-17043-82054-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2008-170002-,10000.0000,1/29/2008,Extended School Hours,CM_FEB2008_02236,2008/01/29 #: CM_FEB2008_02236,01/29/2008,11000-17043-82054-2008,2,11000-17043-82054-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2008-170002-,5500.0000,12/22/2007,Extended School Hours,CM_JAN2008_02084,2007/12/22 #: CM_JAN2008_02084,12/22/2007,11000-17043-82054-2008,2,11000-17043-82054-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2008-170002-,19048.0000,5/29/2008,Extended School Hours,CM_JUN2008_02553,2008/05/29 #: CM_JUN2008_02553,05/29/2008,11000-17043-82054-2008,2,11000-17043-82054-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82055-2008-170002-,1000.0000,11/28/2007,School Accountability - Summer School,CM_DEC2007_02010,2007/11/28 #: CM_DEC2007_02010,11/28/2007,11000-17043-82055-2008,2,11000-17043-82055-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82055-2008-170002-,2600.0000,9/27/2007,School Accountability - Summer School,CM_OCT2007_01865,2007/09/27 #: CM_OCT2007_01865,09/27/2007,11000-17043-82055-2008,2,11000-17043-82055-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82055-2008-170002-,54629.0000,5/29/2008,School Accountability - Summer School,CM_JUN2008_02554,2008/05/29 #: CM_JUN2008_02554,05/29/2008,11000-17043-82055-2008,2,11000-17043-82055-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,39456.0000,9/24/2007,School Readiness,SCHLREAD_01856,2007/09/24 #: SCHLREAD_01856,09/24/2007,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,61019.0000,11/19/2007,School Readiness,SCHLREAD_01979,2007/11/19 #: SCHLREAD_01979,11/19/2007,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,61019.0000,2/14/2008,School Readiness,SCHLREAD_02284,2008/02/14 #: SCHLREAD_02284,02/14/2008,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,69832.0000,10/19/2007,School Readiness,SCHLREAD_01903,2007/10/19 #: SCHLREAD_01903,10/19/2007,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,70282.0000,1/24/2008,School Readiness,SCHLREAD_02227,2008/01/24 #: SCHLREAD_02227,01/24/2008,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,65038.0000,7/19/2007,School Readiness,SCHLREAD_01640,2007/07/19 #: SCHLREAD_01640,07/19/2007,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,70284.0000,4/23/2008,School Readiness,SCHLREAD_02459,2008/04/23 #: SCHLREAD_02459,04/23/2008,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,38900.0000,8/21/2007,School Readiness,SCHLREAD_01792,2007/08/21 #: SCHLREAD_01792,08/21/2007,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,61019.0000,3/19/2008,School Readiness,SCHLREAD_02373,2008/03/19 #: SCHLREAD_02373,03/19/2008,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,61019.0000,12/21/2007,School Readiness,SCHLREAD_02078,2007/12/21 #: SCHLREAD_02078,12/21/2007,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,61019.0000,6/17/2008,School Readiness,SCHLREAD_02613,2008/06/17 #: SCHLREAD_02613,06/17/2008,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2008-170002-,61019.0000,5/23/2008,School Readiness,SCHLREAD_02547,2008/05/23 #: SCHLREAD_02547,05/23/2008,11000-17043-82056-2008,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,000,00,1,,11000-17046-82057-2008-      -,12000.0000,10/22/2007,State School Breakfast,SCHBREAK_OCT07,2007/10/22 #: SCHBREAK_OCT07,10/22/2007,11000-17046-82057-2008,2,11000-17046-82057-      ,QE-2 12/31,
2,Ansonia,0000000002,000,00,1,,11000-17046-82058-2008-      -,3872.0000,1/25/2008,State School Breakfast,SCHBREAK_JAN08,2008/01/25 #: SCHBREAK_JAN08,01/25/2008,11000-17046-82058-2008,2,11000-17046-82058-      ,QE-3 03/31,
2,Ansonia,0000000002,000,00,1,,11000-17046-82058-2008-      -,3858.0000,5/27/2008,State School Breakfast,SCHBREAK_MAY08,2008/05/27 #: SCHBREAK_MAY08,05/27/2008,11000-17046-82058-2008,2,11000-17046-82058-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17047-82016-2008-      -,377033.0000,2/22/2008,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI_FEB_2008,2008/02/22 #: SPEDAPI_FEB_2008,02/22/2008,11000-17047-82016-2008,2,11000-17047-82016-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17047-82016-2008-      -,18181.0000,6/17/2008,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI_JUN_2008,2008/06/17 #: SPEDAPI_JUN_2008,06/17/2008,11000-17047-82016-2008,2,11000-17047-82016-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17047-82016-2008-      -,103026.0000,5/24/2008,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI_MAY_2008,2008/05/24 #: SPEDAPI_MAY_2008,05/24/2008,11000-17047-82016-2008,2,11000-17047-82016-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17047-82018-2008-      -,397861.0000,2/22/2008,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_FEB_2008,2008/02/22 #: SPEDEXCS_FEB_2008,02/22/2008,11000-17047-82018-2008,2,11000-17047-82018-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17047-82018-2008-      -,16529.0000,6/17/2008,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_JUN_2008,2008/06/17 #: SPEDEXCS_JUN_2008,06/17/2008,11000-17047-82018-2008,2,11000-17047-82018-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17047-82018-2008-      -,93664.0000,5/24/2008,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_MAY_2008,2008/05/24 #: SPEDEXCS_MAY_2008,05/24/2008,11000-17047-82018-2008,2,11000-17047-82018-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17049-82010-2008-170006-,19418.0000,5/5/2008,Transportation-Nonpublic,TRANNPUB_2008,2008/05/05 #: TRANNPUB_2008,05/05/2008,11000-17049-82010-2008,2,11000-17049-82010-170006,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2008-170002-,1864.0000,4/1/2008,Youth Service Bureau,CM_APR2008_02450,2008/04/01 #: CM_APR2008_02450,04/01/2008,11000-17052-82079-2008,2,11000-17052-82079-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2008-170002-,1982.0000,1/2/2008,Youth Service Bureau,CM_JAN2008_02160,2008/01/02 #: CM_JAN2008_02160,01/02/2008,11000-17052-82079-2008,2,11000-17052-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2008-170002-,2796.0000,3/4/2008,Youth Service Bureau,CM_MAR2008_02352,2008/03/04 #: CM_MAR2008_02352,03/04/2008,11000-17052-82079-2008,2,11000-17052-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2008-170002-,4805.0000,11/2/2007,Youth Service Bureau,CM_NOV2007_01967,2007/11/02 #: CM_NOV2007_01967,11/02/2007,11000-17052-82079-2008,2,11000-17052-82079-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2008-170002-,2746.0000,12/11/2007,Youth Service Bureau,CM_DEC2007_02044,2007/12/11 #: CM_DEC2007_02044,12/11/2007,11000-17052-82079-2008,2,11000-17052-82079-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2008-170002-,1398.0000,4/29/2008,Youth Service Bureau,CM_MAY2008_02508,2008/04/29 #: CM_MAY2008_02508,04/29/2008,11000-17052-82079-2008,2,11000-17052-82079-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2008-170002-,847.0000,5/29/2008,Youth Service Bureau,CM_JUN2008_02555,2008/05/29 #: CM_JUN2008_02555,05/29/2008,11000-17052-82079-2008,2,11000-17052-82079-170002,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2007-170005-,25034.7300,11/20/2007,School Breakfast Program,BFST_01987,2007/11/20 #: BFST_01987,11/20/2007,12060-20508-82079-2007,2,12060-20508-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2007-170005-,27793.6800,7/17/2007,School Breakfast Program,BFST_01599,2007/07/17 #: BFST_01599,07/17/2007,12060-20508-82079-2007,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2007-170005-,14370.4800,8/20/2007,School Breakfast Program,BFST_01715,2007/08/20 #: BFST_01715,08/20/2007,12060-20508-82079-2007,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2008-170005-,17118.0400,2/19/2008,School Breakfast Program,BFST_02293,2008/02/19 #: BFST_02293,02/19/2008,12060-20508-82079-2008,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2008-170005-,21567.7800,1/19/2008,School Breakfast Program,BFST_02209,2008/01/19 #: BFST_02209,01/19/2008,12060-20508-82079-2008,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2008-170005-,20363.4300,4/21/2008,School Breakfast Program,BFST_02480,2008/04/21 #: BFST_02480,04/21/2008,12060-20508-82079-2008,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2008-170005-,23979.1700,3/20/2008,School Breakfast Program,BFST_02395,2008/03/20 #: BFST_02395,03/20/2008,12060-20508-82079-2008,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2008-170005-,25363.6500,12/18/2007,School Breakfast Program,BFST_02048,2007/12/18 #: BFST_02048,12/18/2007,12060-20508-82079-2008,2,12060-20508-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2008-170005-,22092.7800,6/18/2008,School Breakfast Program,BFST_02648,2008/06/18 #: BFST_02648,06/18/2008,12060-20508-82079-2008,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2008-170005-,23413.5300,5/20/2008,School Breakfast Program,BFST_02544,2008/05/20 #: BFST_02544,05/20/2008,12060-20508-82079-2008,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,005,06,1,00251S,12060-20540-82079-2007-170005-SDE00003,13350.0000,12/19/2007,Summer Food Service Program - Opr,SFSP_AUG07_02056,2007/12/19 #: SFSP_AUG07_02056,12/19/2007,12060-20540-82079-2007,2,12060-20540-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,005,06,1,00251S,12060-20540-82079-2007-170005-SDE00004,19553.0000,7/18/2007,Summer Food Service Program - Opr,Aug07_SFSPADV_01636,2007/07/18 #: Aug07_SFSPADV_01636,07/18/2007,12060-20540-82079-2007,2,12060-20540-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,005,06,1,00251S,12060-20548-82079-2007-170005-SDE00003,4483.0000,12/19/2007,Summer Food Service Prog - Admin,SFSP_AUG07_02055,2007/12/19 #: SFSP_AUG07_02055,12/19/2007,12060-20548-82079-2007,2,12060-20548-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2007-170005-,71017.7400,11/20/2007,National School Lunch,LNCH_01991,2007/11/20 #: LNCH_01991,11/20/2007,12060-20560-82079-2007,2,12060-20560-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2007-170005-,66224.3500,7/17/2007,National School Lunch,LNCH_01603,2007/07/17 #: LNCH_01603,07/17/2007,12060-20560-82079-2007,2,12060-20560-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2007-170005-,32567.7900,8/20/2007,National School Lunch,LNCH_01717,2007/08/20 #: LNCH_01717,08/20/2007,12060-20560-82079-2007,2,12060-20560-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2008-170005-,45448.6000,2/19/2008,National School Lunch,LNCH_02295,2008/02/19 #: LNCH_02295,02/19/2008,12060-20560-82079-2008,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2008-170005-,59379.9500,1/19/2008,National School Lunch,LNCH_02211,2008/01/19 #: LNCH_02211,01/19/2008,12060-20560-82079-2008,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2008-170005-,3096.0400,1/19/2008,National School Lunch,LNCH_02210,2008/01/19 #: LNCH_02210,01/19/2008,12060-20560-82079-2008,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2008-170005-,49820.3700,4/21/2008,National School Lunch,LNCH_02483,2008/04/21 #: LNCH_02483,04/21/2008,12060-20560-82079-2008,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2008-170005-,64104.9700,3/20/2008,National School Lunch,LNCH_02398,2008/03/20 #: LNCH_02398,03/20/2008,12060-20560-82079-2008,2,12060-20560-82079-170005,QE-3 03/31,
