Town,VName,Vendor,VAddrs,VType,VGrp,Spons,CCode,Payment,PayDate,GrantName,InvoiceNum,InvDate,Date2,CCode_A,TTYpe,CCode_B,Qtr,
2,Ansonia,0000000002,001,00,1,,11000-17030-84003-2014-170013-,37368.0000,5/27/2014,Adult Education - Cooperative,ADEDCOOP_EFT01_MAY2014_2014147,2014/05/27 #: ADEDCOOP_EFT01_MAY2014_2014147,05/27/2014,11000-17030-84003-2014,2,11000-17030-84003-170013,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17034-82010-2014-170006-,11461.0000,1/10/2014,Nonpublic Health Services,HLTHSRVC_EFT01_JAN2014_2014010,2014/01/10 #: HLTHSRVC_EFT01_JAN2014_2014010,01/10/2014,11000-17034-82010-2014,2,11000-17034-82010-170006,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82010-2014-170002-,3757917.0000,10/24/2013,Education Equalization,ECS_EFT01_OCT2013_2013297,2013/10/24 #: ECS_EFT01_OCT2013_2013297,10/24/2013,11000-17041-82010-2014,2,11000-17041-82010-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82010-2014-170002-,3757917.0000,1/24/2014,Education Equalization,ECS_EFT01_JAN2014_2014024,2014/01/24 #: ECS_EFT01_JAN2014_2014024,01/24/2014,11000-17041-82010-2014,2,11000-17041-82010-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82010-2014-170002-,7508599.0000,4/25/2014,Education Equalization,ECS_EFT01_APR2014_2014115,2014/04/25 #: ECS_EFT01_APR2014_2014115,04/25/2014,11000-17041-82010-2014,2,11000-17041-82010-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17041-82164-2014-170002-SDE00005,150000.0000,9/25/2013,ECS Alliance District,CM_SDE_OCT2013_00035_2013268,2013/09/25 #: CM_SDE_OCT2013_00035_2013268,09/25/2013,11000-17041-82164-2014,2,11000-17041-82164-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17041-82164-2014-170002-SDE00005,125000.0000,10/25/2013,ECS Alliance District,CM_SDE_NOV2013_00002_2013298,2013/10/25 #: CM_SDE_NOV2013_00002_2013298,10/25/2013,11000-17041-82164-2014,2,11000-17041-82164-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82164-2014-170002-SDE00005,125000.0000,11/25/2013,ECS Alliance District,CM_SDE_DEC2013_00038_2013329,2013/11/25 #: CM_SDE_DEC2013_00038_2013329,11/25/2013,11000-17041-82164-2014,2,11000-17041-82164-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82164-2014-170002-SDE00005,100000.0000,12/23/2013,ECS Alliance District,CM_SDE_JAN2014_00003_2013357,2013/12/23 #: CM_SDE_JAN2014_00003_2013357,12/23/2013,11000-17041-82164-2014,2,11000-17041-82164-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82164-2014-170002-SDE00005,50000.0000,2/26/2014,ECS Alliance District,CM_SDE_MAR2014_00003_2014057,2014/02/26 #: CM_SDE_MAR2014_00003_2014057,02/26/2014,11000-17041-82164-2014,2,11000-17041-82164-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82164-2014-170002-SDE00005,150000.0000,3/26/2014,ECS Alliance District,CM_SDE_APR2014_00002_2014085,2014/03/26 #: CM_SDE_APR2014_00002_2014085,03/26/2014,11000-17041-82164-2014,2,11000-17041-82164-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82164-2014-170002-SDE00005,100000.0000,5/23/2014,ECS Alliance District,CM_SDE_JUN2014_00046_2014143,2014/05/23 #: CM_SDE_JUN2014_00046_2014143,05/23/2014,11000-17041-82164-2014,2,11000-17041-82164-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2014-170002-,100000.0000,10/25/2013,Priority School Districts,CM_SDE_NOV2013_00003_2013298,2013/10/25 #: CM_SDE_NOV2013_00003_2013298,10/25/2013,11000-17043-82052-2014,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2014-170002-,80000.0000,11/25/2013,Priority School Districts,CM_SDE_DEC2013_00002_2013329,2013/11/25 #: CM_SDE_DEC2013_00002_2013329,11/25/2013,11000-17043-82052-2014,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2014-170002-,80000.0000,12/23/2013,Priority School Districts,CM_SDE_JAN2014_00004_2013357,2013/12/23 #: CM_SDE_JAN2014_00004_2013357,12/23/2013,11000-17043-82052-2014,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2014-170002-,60000.0000,1/23/2014,Priority School Districts,CM_SDE_JAN2014_00002_2014023,2014/01/23 #: CM_SDE_JAN2014_00002_2014023,01/23/2014,11000-17043-82052-2014,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2014-170002-,40000.0000,3/26/2014,Priority School Districts,CM_SDE_APR2014_00003_2014085,2014/03/26 #: CM_SDE_APR2014_00003_2014085,03/26/2014,11000-17043-82052-2014,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2014-170002-,50000.0000,4/24/2014,Priority School Districts,CM_SDE_MAY2014_00003_2014114,2014/04/24 #: CM_SDE_MAY2014_00003_2014114,04/24/2014,11000-17043-82052-2014,2,11000-17043-82052-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2014-170002-,70184.0000,5/23/2014,Priority School Districts,CM_SDE_JUN2014_00002_2014143,2014/05/23 #: CM_SDE_JUN2014_00002_2014143,05/23/2014,11000-17043-82052-2014,2,11000-17043-82052-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82055-2014-170002-,5000.0000,3/26/2014,School Accountability - Summer School,CM_SDE_APR2014_00004_2014085,2014/03/26 #: CM_SDE_APR2014_00004_2014085,03/26/2014,11000-17043-82055-2014,2,11000-17043-82055-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82055-2014-170002-,15000.0000,4/24/2014,School Accountability - Summer School,CM_SDE_MAY2014_00004_2014114,2014/04/24 #: CM_SDE_MAY2014_00004_2014114,04/24/2014,11000-17043-82055-2014,2,11000-17043-82055-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82055-2014-170002-,24771.0000,5/23/2014,School Accountability - Summer School,CM_SDE_JUN2014_00003_2014143,2014/05/23 #: CM_SDE_JUN2014_00003_2014143,05/23/2014,11000-17043-82055-2014,2,11000-17043-82055-170002,QE-4 06/30,
2,Ansonia,0000000002,000,00,1,,11000-17046-82057-2014-      -,12000.0000,10/28/2013,State School Breakfast,SCHBREAK_EFT_Oct2013_2013301,2013/10/28 #: SCHBREAK_EFT_Oct2013_2013301,10/28/2013,11000-17046-82057-2014,2,11000-17046-82057-      ,QE-2 12/31,
2,Ansonia,0000000002,000,00,1,,11000-17046-82057-2014-      -,1702.0000,1/27/2014,State School Breakfast,SCHBREAK_EFT_Jan2014_2014027,2014/01/27 #: SCHBREAK_EFT_Jan2014_2014027,01/27/2014,11000-17046-82057-2014,2,11000-17046-82057-      ,QE-3 03/31,
2,Ansonia,0000000002,000,00,1,,11000-17046-82057-2014-      -,-1702.0000,5/23/2014,State School Breakfast,SCHBREAK_EFT_Jan2014_2014027J,2014/05/23 #: SCHBREAK_EFT_Jan2014_2014027J,05/23/2014,11000-17046-82057-2014,2,11000-17046-82057-      ,QE-4 06/30,
2,Ansonia,0000000002,000,00,1,,11000-17046-82058-2014-      -,1682.0000,5/21/2014,State School Breakfast,SCHBREAK_EFT_May2014_2014140,2014/05/21 #: SCHBREAK_EFT_May2014_2014140,05/21/2014,11000-17046-82058-2014,2,11000-17046-82058-      ,QE-4 06/30,
2,Ansonia,0000000002,000,00,1,,11000-17046-82058-2014-      -,1702.0000,5/23/2014,State School Breakfast,SCHBREAK_EFT_Jan2014_2014027J,2014/05/23 #: SCHBREAK_EFT_Jan2014_2014027J,05/23/2014,11000-17046-82058-2014,2,11000-17046-82058-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17047-82016-2014-      -,12395.0000,2/24/2014,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI_EFT01_FEB2014_2014055,2014/02/24 #: SPEDAPI_EFT01_FEB2014_2014055,02/24/2014,11000-17047-82016-2014,2,11000-17047-82016-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17047-82016-2014-      -,6982.0000,5/22/2014,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI_EFT01_MAY2014_2014142,2014/05/22 #: SPEDAPI_EFT01_MAY2014_2014142,05/22/2014,11000-17047-82016-2014,2,11000-17047-82016-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17047-82018-2014-      -,799479.0000,2/24/2014,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_EFT01_FEB2014_2014055,2014/02/24 #: SPEDEXCS_EFT01_FEB2014_2014055,02/24/2014,11000-17047-82018-2014,2,11000-17047-82018-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17047-82019-2014-      -,30893.0000,5/22/2014,Spec Ed-Ag Placements & Excess Cost,SPEDREG_EFT01_MAY2014_2014142,2014/05/22 #: SPEDREG_EFT01_MAY2014_2014142,05/22/2014,11000-17047-82019-2014,2,11000-17047-82019-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17049-82010-2014-170006-,29152.0000,5/2/2014,Transportation-Nonpublic,TRANNPUB_EFT01_MAY2014_2014122,2014/05/02 #: TRANNPUB_EFT01_MAY2014_2014122,05/02/2014,11000-17049-82010-2014,2,11000-17049-82010-170006,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2014-170002-,3000.0000,9/25/2013,Youth Service Bureau,CM_SDE_OCT2013_00002_2013268,2013/09/25 #: CM_SDE_OCT2013_00002_2013268,09/25/2013,11000-17052-82079-2014,2,11000-17052-82079-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2014-170002-,3000.0000,10/25/2013,Youth Service Bureau,CM_SDE_NOV2013_00004_2013298,2013/10/25 #: CM_SDE_NOV2013_00004_2013298,10/25/2013,11000-17052-82079-2014,2,11000-17052-82079-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2014-170002-,3000.0000,12/23/2013,Youth Service Bureau,CM_SDE_JAN2014_00005_2013357,2013/12/23 #: CM_SDE_JAN2014_00005_2013357,12/23/2013,11000-17052-82079-2014,2,11000-17052-82079-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2014-170002-,3000.0000,2/26/2014,Youth Service Bureau,CM_SDE_MAR2014_00004_2014057,2014/02/26 #: CM_SDE_MAR2014_00004_2014057,02/26/2014,11000-17052-82079-2014,2,11000-17052-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2014-170002-,4484.0000,4/24/2014,Youth Service Bureau,CM_SDE_MAY2014_00005_2014114,2014/04/24 #: CM_SDE_MAY2014_00005_2014114,04/24/2014,11000-17052-82079-2014,2,11000-17052-82079-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17053-82060-2014-      -SDE00005,712.0000,5/9/2014,Op.Ch Supplemental For Increased Enrollment,OPINENRL_EFT01_May2014_2014129,2014/05/09 #: OPINENRL_EFT01_May2014_2014129,05/09/2014,11000-17053-82060-2014,2,11000-17053-82060-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17053-82060-2014-170002-,12000.0000,4/9/2014,Open Choice Program-Receiving Dist.,OPATTEND_EFT01_Apr2014_2014099,2014/04/09 #: OPATTEND_EFT01_Apr2014_2014099,04/09/2014,11000-17053-82060-2014,2,11000-17053-82060-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17057-82061-2014-      -,450.0000,10/28/2013,Magnet School-Transportation,MAGSCTRN_EFT01_OCT2013_2013301,2013/10/28 #: MAGSCTRN_EFT01_OCT2013_2013301,10/28/2013,11000-17057-82061-2014,2,11000-17057-82061-      ,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17097-82079-2014-170018-,1000.0000,8/28/2013,School Readiness QE,CM_OEC_SEP2013_00001_2013240,2013/08/28 #: CM_OEC_SEP2013_00001_2013240,08/28/2013,11000-17097-82079-2014,2,11000-17097-82079-170018,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17097-82079-2014-170018-,1000.0000,9/25/2013,School Readiness QE,CM_OEC_OCT2013_00003_2013268,2013/09/25 #: CM_OEC_OCT2013_00003_2013268,09/25/2013,11000-17097-82079-2014,2,11000-17097-82079-170018,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17097-82079-2014-170018-,1224.0000,10/25/2013,School Readiness QE,CM_OEC_NOV2013_00005_2013298,2013/10/25 #: CM_OEC_NOV2013_00005_2013298,10/25/2013,11000-17097-82079-2014,2,11000-17097-82079-170018,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17097-82079-2014-170018-,1176.0000,12/23/2013,School Readiness QE,CM_OEC_JAN2014_00006_2013357,2013/12/23 #: CM_OEC_JAN2014_00006_2013357,12/23/2013,11000-17097-82079-2014,2,11000-17097-82079-170018,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17097-82079-2014-170018-,2047.0000,1/23/2014,School Readiness QE,CM_OEC_JAN2014_00003_2014023,2014/01/23 #: CM_OEC_JAN2014_00003_2014023,01/23/2014,11000-17097-82079-2014,2,11000-17097-82079-170018,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,100672.0000,7/15/2013,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Jul2013_2013192,2013/07/15 #: SCHLREAD_EFT01_Jul2013_2013192,07/15/2013,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,74419.0000,8/14/2013,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Aug2013_2013225,2013/08/14 #: SCHLREAD_EFT01_Aug2013_2013225,08/14/2013,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,73723.0000,9/11/2013,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Sep2013_2013254,2013/09/11 #: SCHLREAD_EFT01_Sep2013_2013254,09/11/2013,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,104942.0000,10/9/2013,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Oct2013_2013282,2013/10/09 #: SCHLREAD_EFT01_Oct2013_2013282,10/09/2013,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,90619.0000,11/12/2013,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Nov2013_2013316,2013/11/12 #: SCHLREAD_EFT01_Nov2013_2013316,11/12/2013,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,91314.0000,12/12/2013,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Dec2013_2013345,2013/12/12 #: SCHLREAD_EFT01_Dec2013_2013345,12/12/2013,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,104042.0000,1/9/2014,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Jan2014_2014009,2014/01/09 #: SCHLREAD_EFT01_Jan2014_2014009,01/09/2014,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,89514.0000,2/10/2014,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Feb2014_2014041,2014/02/10 #: SCHLREAD_EFT01_Feb2014_2014041,02/10/2014,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,88614.0000,3/11/2014,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Mar2014_2014070,2014/03/11 #: SCHLREAD_EFT01_Mar2014_2014070,03/11/2014,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,102693.0000,4/7/2014,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Apr2014_2014097,2014/04/07 #: SCHLREAD_EFT01_Apr2014_2014097,04/07/2014,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,90864.0000,5/12/2014,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_May2014_2014132,2014/05/12 #: SCHLREAD_EFT01_May2014_2014132,05/12/2014,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-,91314.0000,6/11/2014,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Jun2014_2014162,2014/06/11 #: SCHLREAD_EFT01_Jun2014_2014162,06/11/2014,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17101-82056-2014-170002-SDE00014,5948.0000,12/19/2013,School Readiness And Child Day Care Grant Pgm-PYA,SCHL READ_ANSONIA_FY14,2013/12/19 #: SCHL READ_ANSONIA_FY14,12/19/2013,11000-17101-82056-2014,2,11000-17101-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,12052-43538-82166-2014-170003-,300000.0000,2/6/2014,High Quality Schls & Common Core Implem,CM_SDE_FEB2014_00001_2014037,2014/02/06 #: CM_SDE_FEB2014_00001_2014037,02/06/2014,12052-43538-82166-2014,2,12052-43538-82166-170003,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,12052-43538-82166-2014-170003-,5000.0000,2/26/2014,High Quality Schls & Common Core Implem,CM_SDE_MAR2014_00005_2014057,2014/02/26 #: CM_SDE_MAR2014_00005_2014057,02/26/2014,12052-43538-82166-2014,2,12052-43538-82166-170003,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,12052-43538-82166-2014-170003-,6646.0000,3/26/2014,High Quality Schls & Common Core Implem,CM_SDE_APR2014_00005_2014085,2014/03/26 #: CM_SDE_APR2014_00005_2014085,03/26/2014,12052-43538-82166-2014,2,12052-43538-82166-170003,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2013-170005-,38163.5400,7/18/2013,School Breakfast Program,BFST_0051-MAY2013-2013199,2013/07/18 #: BFST_0051-MAY2013-2013199,07/18/2013,12060-20508-82079-2013,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2013-170005-,32554.3500,8/15/2013,School Breakfast Program,BFST_0061-JUN2013-2013227,2013/08/15 #: BFST_0061-JUN2013-2013227,08/15/2013,12060-20508-82079-2013,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2013-170005-,36732.8300,11/19/2013,School Breakfast Program,BFST_0091-SEP2013-2013323,2013/11/19 #: BFST_0091-SEP2013-2013323,11/19/2013,12060-20508-82079-2013,2,12060-20508-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2014-170005-,39822.9900,12/19/2013,School Breakfast Program,BFST_0101-OCT2013-2013351,2013/12/19 #: BFST_0101-OCT2013-2013351,12/19/2013,12060-20508-82079-2014,2,12060-20508-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2014-170005-,28857.5300,1/17/2014,School Breakfast Program,BFST_0111-NOV2013-2014017,2014/01/17 #: BFST_0111-NOV2013-2014017,01/17/2014,12060-20508-82079-2014,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2014-170005-,18004.1900,2/20/2014,School Breakfast Program,BFST_0121-DEC2013-2014051,2014/02/20 #: BFST_0121-DEC2013-2014051,02/20/2014,12060-20508-82079-2014,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2014-170005-,32283.7100,3/19/2014,School Breakfast Program,BFST_0011-JAN2014-2014078,2014/03/19 #: BFST_0011-JAN2014-2014078,03/19/2014,12060-20508-82079-2014,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2014-170005-,21442.8500,4/21/2014,School Breakfast Program,BFST_0021-FEB2014-2014106,2014/04/21 #: BFST_0021-FEB2014-2014106,04/21/2014,12060-20508-82079-2014,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2014-170005-,37955.4100,5/19/2014,School Breakfast Program,BFST_0031-MAR2014-2014139,2014/05/19 #: BFST_0031-MAR2014-2014139,05/19/2014,12060-20508-82079-2014,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2014-170005-,30822.5200,6/19/2014,School Breakfast Program,BFST_0041-APR2014-2014170,2014/06/19 #: BFST_0041-APR2014-2014170,06/19/2014,12060-20508-82079-2014,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2014-170005-SDE00003,3650.7800,4/21/2014,Child & Adult Food Program - Pgm,CCFPROG_0142-FEB14-2014111,2014/04/21 #: CCFPROG_0142-FEB14-2014111,04/21/2014,12060-20518-82079-2014,2,12060-20518-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2014-170005-SDE00003,7978.3900,5/19/2014,Child & Adult Food Program - Pgm,CCFPROG_0152-MAR14-2014139,2014/05/19 #: CCFPROG_0152-MAR14-2014139,05/19/2014,12060-20518-82079-2014,2,12060-20518-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2014-170005-SDE00003,6510.4600,6/19/2014,Child & Adult Food Program - Pgm,CCFPROG_0162-APR14-2014170,2014/06/19 #: CCFPROG_0162-APR14-2014170,06/19/2014,12060-20518-82079-2014,2,12060-20518-82079-170005,QE-4 06/30,
