Town,VName,Vendor,VAddrs,VType,VGrp,Spons,CCode,Payment,PayDate,GrantName,InvoiceNum,InvDate,Date2,CCode_A,TTYpe,CCode_B,Project,Acct,Qtr,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,102522.0000,7/13/2017,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Jul2017_2017193,2017/07/13 #: SCHLREAD_EFT01_Jul2017_2017193,07/13/2017,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,81059.0000,8/9/2017,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Aug2017_2017221,2017/08/09 #: SCHLREAD_EFT01_Aug2017_2017221,08/09/2017,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,79572.0000,9/18/2017,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Sep2017_2017261,2017/09/18 #: SCHLREAD_EFT01_Sep2017_2017261,09/18/2017,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,102522.0000,10/16/2017,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Oct2017_2017289,2017/10/16 #: SCHLREAD_EFT01_Oct2017_2017289,10/16/2017,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,88553.0000,11/14/2017,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Nov2017_2017318,2017/11/14 #: SCHLREAD_EFT01_Nov2017_2017318,11/14/2017,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,89296.0000,12/11/2017,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Dec2017_2017345,2017/12/11 #: SCHLREAD_EFT01_Dec2017_2017345,12/11/2017,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,102522.0000,1/16/2018,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Jan2018_2018016,2018/01/16 #: SCHLREAD_EFT01_Jan2018_2018016,01/16/2018,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,88846.0000,2/15/2018,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Feb2018_2018045,2018/02/15 #: SCHLREAD_EFT01_Feb2018_2018045,02/15/2018,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,88553.0000,3/14/2018,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Mar2018_2018073,2018/03/14 #: SCHLREAD_EFT01_Mar2018_2018073,03/14/2018,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,102521.0000,4/17/2018,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Apr2018_2018107,2018/04/17 #: SCHLREAD_EFT01_Apr2018_2018107,04/17/2018,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,89296.0000,5/15/2018,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_May2018_2018134,2018/05/15 #: SCHLREAD_EFT01_May2018_2018134,05/15/2018,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-16274-83014-2018-170002-,89296.0000,6/7/2018,School Readiness And Child Day Care Grant Program,SCHLREAD_EFT01_Jun2018_2018158,2018/06/07 #: SCHLREAD_EFT01_Jun2018_2018158,06/07/2018,11000-16274-83014-2018,2,11000-16274-83014-170002,OEC000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17030-84003-2018-170013-,71534.0000,8/25/2017,Adult Education - Cooperative,ADEDCOOP_EFT01_AUG2017_2017237,2017/08/25 #: ADEDCOOP_EFT01_AUG2017_2017237,08/25/2017,11000-17030-84003-2018,2,11000-17030-84003-170013,SDE000000000002,55070,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17030-84003-2018-170013-,37109.0000,5/21/2018,Adult Education - Cooperative,ADEDCOOP_EFT01_MAY2018_2018141,2018/05/21 #: ADEDCOOP_EFT01_MAY2018_2018141,05/21/2018,11000-17030-84003-2018,2,11000-17030-84003-170013,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17034-82010-2018-170006-,8887.0000,1/10/2018,Nonpublic Health Services,HLTHSRVC_EFT01_JAN2018_2018010,2018/01/10 #: HLTHSRVC_EFT01_JAN2018_2018010,01/10/2018,11000-17034-82010-2018,2,11000-17034-82010-170006,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82010-2018-170002-,4118386.0000,9/29/2017,Education Equalization,ECS_EFT01_OCT2017_2017270,2017/09/29 #: ECS_EFT01_OCT2017_2017270,09/29/2017,11000-17041-82010-2018,2,11000-17041-82010-170002,SDE000000000002,55070,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17041-82010-2018-170002-,3564695.0000,1/25/2018,Education Equalization,ECS_EFT01_JAN2018_2018025,2018/01/25 #: ECS_EFT01_JAN2018_2018025,01/25/2018,11000-17041-82010-2018,2,11000-17041-82010-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82010-2018-170002-,7325417.0000,4/24/2018,Education Equalization,ECS_EFT01_APR2018_2018114,2018/04/24 #: ECS_EFT01_APR2018_2018114,04/24/2018,11000-17041-82010-2018,2,11000-17041-82010-170002,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17041-82164-2018-170002-SDE00005,350000.0000,3/19/2018,ECS Alliance District,CM_SDE_APR2018_00003_2018078,2018/03/19 #: CM_SDE_APR2018_00003_2018078,03/19/2018,11000-17041-82164-2018,2,11000-17041-82164-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82164-2018-170002-SDE00005,250000.0000,4/23/2018,ECS Alliance District,CM_SDE_MAY2018_00040_2018113,2018/04/23 #: CM_SDE_MAY2018_00040_2018113,04/23/2018,11000-17041-82164-2018,2,11000-17041-82164-170002,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17041-82164-2018-170002-SDE00005,841875.0000,5/18/2018,ECS Alliance District,CM_SDE_JUN2018_00003_2018138,2018/05/18 #: CM_SDE_JUN2018_00003_2018138,05/18/2018,11000-17041-82164-2018,2,11000-17041-82164-170002,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17042-82079-2018-170002-,600.0000,1/23/2018,Bilingual Education,CM_SDE_FEB2018_00003_2018023,2018/01/23 #: CM_SDE_FEB2018_00003_2018023,01/23/2018,11000-17042-82079-2018,2,11000-17042-82079-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17042-82079-2018-170002-,624.0000,3/19/2018,Bilingual Education,CM_SDE_APR2018_00004_2018078,2018/03/19 #: CM_SDE_APR2018_00004_2018078,03/19/2018,11000-17042-82079-2018,2,11000-17042-82079-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17042-82079-2018-170002-,600.0000,2/21/2018,Bilingual Education,CM_SDE_MAR2018_00034_2018052,2018/02/21 #: CM_SDE_MAR2018_00034_2018052,02/21/2018,11000-17042-82079-2018,2,11000-17042-82079-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2018-170002-SDE00005,100000.0000,4/23/2018,Priority School Districts,CM_SDE_MAY2018_00002_2018113,2018/04/23 #: CM_SDE_MAY2018_00002_2018113,04/23/2018,11000-17043-82052-2018,2,11000-17043-82052-170002,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2018-170002-SDE00005,240188.0000,5/18/2018,Priority School Districts,CM_SDE_JUN2018_00004_2018138,2018/05/18 #: CM_SDE_JUN2018_00004_2018138,05/18/2018,11000-17043-82052-2018,2,11000-17043-82052-170002,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2018-170002-SDE00005,75000.0000,3/19/2018,Priority School Districts,CM_SDE_APR2018_00005_2018078,2018/03/19 #: CM_SDE_APR2018_00005_2018078,03/19/2018,11000-17043-82052-2018,2,11000-17043-82052-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2018-170002-,10000.0000,2/21/2018,Extended School Hours,CM_SDE_MAR2018_00002_2018052,2018/02/21 #: CM_SDE_MAR2018_00002_2018052,02/21/2018,11000-17043-82054-2018,2,11000-17043-82054-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2018-170002-,23425.0000,5/18/2018,Extended School Hours,CM_SDE_JUN2018_00005_2018138,2018/05/18 #: CM_SDE_JUN2018_00005_2018138,05/18/2018,11000-17043-82054-2018,2,11000-17043-82054-170002,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2018-170002-,10000.0000,3/19/2018,Extended School Hours,CM_SDE_APR2018_00006_2018078,2018/03/19 #: CM_SDE_APR2018_00006_2018078,03/19/2018,11000-17043-82054-2018,2,11000-17043-82054-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82055-2018-170002-,45429.0000,5/18/2018,School Accountability - Summer School,CM_SDE_JUN2018_00006_2018138,2018/05/18 #: CM_SDE_JUN2018_00006_2018138,05/18/2018,11000-17043-82055-2018,2,11000-17043-82055-170002,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82055-2018-170002-,5000.0000,3/19/2018,School Accountability - Summer School,CM_SDE_APR2018_00007_2018078,2018/03/19 #: CM_SDE_APR2018_00007_2018078,03/19/2018,11000-17043-82055-2018,2,11000-17043-82055-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,000,00,1,,11000-17046-82057-2018-      -,11576.0000,10/25/2017,State School Breakfast,SCHBREAK_EFT_Oct2017_2017298,2017/10/25 #: SCHBREAK_EFT_Oct2017_2017298,10/25/2017,11000-17046-82057-2018,2,11000-17046-82057-      ,SDE000000000002,55070,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17047-82016-2018-      -,72842.0000,2/23/2018,Spec Ed-Ag Placements & Excess Cost,SPEDAPI_EFT01_FEB2018_2018054,2018/02/23 #: SPEDAPI_EFT01_FEB2018_2018054,02/23/2018,11000-17047-82016-2018,2,11000-17047-82016-      ,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17047-82016-2018-      -,40983.0000,5/22/2018,Spec Ed-Ag Placements & Excess Cost,SPEDAPI_EFT01_MAY2018_2018142,2018/05/22 #: SPEDAPI_EFT01_MAY2018_2018142,05/22/2018,11000-17047-82016-2018,2,11000-17047-82016-      ,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17047-82018-2018-      -,858450.0000,2/23/2018,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_EFT01_FEB2018_2018054,2018/02/23 #: SPEDEXCS_EFT01_FEB2018_2018054,02/23/2018,11000-17047-82018-2018,2,11000-17047-82018-      ,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17047-82018-2018-      -,244608.0000,5/22/2018,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_EFT01_MAY2018_2018142,2018/05/22 #: SPEDEXCS_EFT01_MAY2018_2018142,05/22/2018,11000-17047-82018-2018,2,11000-17047-82018-      ,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2018-170002-,7876.0000,1/23/2018,Youth Service Bureau,CM_SDE_FEB2018_00004_2018023,2018/01/23 #: CM_SDE_FEB2018_00004_2018023,01/23/2018,11000-17052-82079-2018,2,11000-17052-82079-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2018-170002-,3938.0000,3/19/2018,Youth Service Bureau,CM_SDE_APR2018_00008_2018078,2018/03/19 #: CM_SDE_APR2018_00008_2018078,03/19/2018,11000-17052-82079-2018,2,11000-17052-82079-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2018-170002-,3938.0000,5/18/2018,Youth Service Bureau,CM_SDE_JUN2018_00007_2018138,2018/05/18 #: CM_SDE_JUN2018_00007_2018138,05/18/2018,11000-17052-82079-2018,2,11000-17052-82079-170002,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17053-82060-2018-      -SDE00005,4202.0000,4/20/2018,Op.Ch Supplemental For Increased Enrollment,OPINENRL_EFT01_Apr2018_2018110,2018/04/20 #: OPINENRL_EFT01_Apr2018_2018110,04/20/2018,11000-17053-82060-2018,2,11000-17053-82060-      ,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17053-82060-2018-170002-,34948.0000,3/12/2018,Open Choice Program-Receiving Dist.,OPATTEND_EFT01_Mar2018_2018068,2018/03/12 #: OPATTEND_EFT01_Mar2018_2018068,03/12/2018,11000-17053-82060-2018,2,11000-17053-82060-170002,SDE000000000002,55070,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17057-82061-2018-      -,1350.0000,10/26/2017,Magnet School-Transportation,MAGSCTRN_EFT01_OCT2017_2017299,2017/10/26 #: MAGSCTRN_EFT01_OCT2017_2017299,10/26/2017,11000-17057-82061-2018,2,11000-17057-82061-      ,SDE000000000002,55070,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17057-82061-2018-      -,1350.0000,5/25/2018,Magnet School-Transportation,MAGSCTRN_EFT01_MAY2018_2018145,2018/05/25 #: MAGSCTRN_EFT01_MAY2018_2018145,05/25/2018,11000-17057-82061-2018,2,11000-17057-82061-      ,SDE000000000002,55070,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,12052-43594-82010-2017-170003-,31000.0000,10/23/2017,Low Performing Schools,CM_SDE_NOV2017_00001_2017296,2017/10/23 #: CM_SDE_NOV2017_00001_2017296,10/23/2017,12052-43594-82010-2017,2,12052-43594-82010-170003,SDE000000000002,55050,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,12052-43594-82010-2017-170003-,47783.0000,1/23/2018,Low Performing Schools,CM_SDE_FEB2018_00005_2018023,2018/01/23 #: CM_SDE_FEB2018_00005_2018023,01/23/2018,12052-43594-82010-2017,2,12052-43594-82010-170003,SDE000000000002,55050,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,12052-43594-82010-2017-170003-,2217.0000,5/18/2018,Low Performing Schools,CM_SDE_JUN2018_00008_2018138,2018/05/18 #: CM_SDE_JUN2018_00008_2018138,05/18/2018,12052-43594-82010-2017,2,12052-43594-82010-170003,SDE000000000002,55050,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2017-170005-,46210.2400,7/24/2017,School Breakfast Program,BFST_0051-MAY2017-2017205,2017/07/24 #: BFST_0051-MAY2017-2017205,07/24/2017,12060-20508-82079-2017,2,12060-20508-82079-170005,SDE000000000002,55050,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2017-170005-,15139.4100,8/30/2017,School Breakfast Program,BFST_0061-JUN2017-2017242,2017/08/30 #: BFST_0061-JUN2017-2017242,08/30/2017,12060-20508-82079-2017,2,12060-20508-82079-170005,SDE000000000002,55050,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2017-170005-,42040.8300,11/20/2017,School Breakfast Program,BFST_0091-SEP2017-2017305,2017/11/20 #: BFST_0091-SEP2017-2017305,11/20/2017,12060-20508-82079-2017,2,12060-20508-82079-170005,SDE000000000002,55050,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2018-170005-,40966.4800,12/14/2017,School Breakfast Program,BFST_0101-OCT2017-2017341,2017/12/14 #: BFST_0101-OCT2017-2017341,12/14/2017,12060-20508-82079-2018,2,12060-20508-82079-170005,SDE000000000002,55050,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2018-170005-,38623.0500,1/17/2018,School Breakfast Program,BFST_0111-NOV2017-2018003,2018/01/17 #: BFST_0111-NOV2017-2018003,01/17/2018,12060-20508-82079-2018,2,12060-20508-82079-170005,SDE000000000002,55050,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2018-170005-,28383.4200,2/14/2018,School Breakfast Program,BFST_0121-DEC2017-2018031,2018/02/14 #: BFST_0121-DEC2017-2018031,02/14/2018,12060-20508-82079-2018,2,12060-20508-82079-170005,SDE000000000002,55050,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2018-170005-,33855.0600,3/14/2018,School Breakfast Program,BFST_0011-JAN2018-2018058,2018/03/14 #: BFST_0011-JAN2018-2018058,03/14/2018,12060-20508-82079-2018,2,12060-20508-82079-170005,SDE000000000002,55050,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2018-170005-,29966.2100,4/18/2018,School Breakfast Program,BFST_0021-FEB2018-2018086,2018/04/18 #: BFST_0021-FEB2018-2018086,04/18/2018,12060-20508-82079-2018,2,12060-20508-82079-170005,SDE000000000002,55050,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2018-170005-,33213.0000,5/16/2018,School Breakfast Program,BFST_0031-MAR2018-2018122,2018/05/16 #: BFST_0031-MAR2018-2018122,05/16/2018,12060-20508-82079-2018,2,12060-20508-82079-170005,SDE000000000002,55050,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2018-170005-,29261.1600,6/11/2018,School Breakfast Program,BFST_0041-APR2018-2018156,2018/06/11 #: BFST_0041-APR2018-2018156,06/11/2018,12060-20508-82079-2018,2,12060-20508-82079-170005,SDE000000000002,55050,QE-4 06/30,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2017-170005-SDE00003,10067.7600,7/19/2017,Child & Adult Food Program - Pgm,CCFPROG_0300-MAY17-2017200,2017/07/19 #: CCFPROG_0300-MAY17-2017200,07/19/2017,12060-20518-82079-2017,2,12060-20518-82079-170005,SDE000000000002,55050,QE-1 09/30,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2017-170005-SDE00003,2396.6600,12/18/2017,Child & Adult Food Program - Pgm,CCFPROG_0340-SEP17-2017342,2017/12/18 #: CCFPROG_0340-SEP17-2017342,12/18/2017,12060-20518-82079-2017,2,12060-20518-82079-170005,SDE000000000002,55050,QE-2 12/31,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2018-170005-SDE00003,9748.1400,12/18/2017,Child & Adult Food Program - Pgm,CCFPROG_0350-OCT17-2017352,2017/12/18 #: CCFPROG_0350-OCT17-2017352,12/18/2017,12060-20518-82079-2018,2,12060-20518-82079-170005,SDE000000000002,55050,QE-2 12/31,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2018-170005-SDE00003,8879.2700,1/18/2018,Child & Adult Food Program - Pgm,CCFPROG_0360-NOV17-2018010,2018/01/18 #: CCFPROG_0360-NOV17-2018010,01/18/2018,12060-20518-82079-2018,2,12060-20518-82079-170005,SDE000000000002,55050,QE-3 03/31,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2018-170005-SDE00003,6401.8600,2/16/2018,Child & Adult Food Program - Pgm,CCFPROG_0370-DEC17-2018044,2018/02/16 #: CCFPROG_0370-DEC17-2018044,02/16/2018,12060-20518-82079-2018,2,12060-20518-82079-170005,SDE000000000002,55050,QE-3 03/31,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2018-170005-SDE00003,7826.2900,3/14/2018,Child & Adult Food Program - Pgm,CCFPROG_0510-JAN18-2018073,2018/03/14 #: CCFPROG_0510-JAN18-2018073,03/14/2018,12060-20518-82079-2018,2,12060-20518-82079-170005,SDE000000000002,55050,QE-3 03/31,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2018-170005-SDE00003,7929.6500,4/19/2018,Child & Adult Food Program - Pgm,CCFPROG_0020-FEB18-2018107,2018/04/19 #: CCFPROG_0020-FEB18-2018107,04/19/2018,12060-20518-82079-2018,2,12060-20518-82079-170005,SDE000000000002,55050,QE-4 06/30,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2018-170005-SDE00003,7713.2400,5/15/2018,Child & Adult Food Program - Pgm,CCFPROG_0030-MAR18-2018134,2018/05/15 #: CCFPROG_0030-MAR18-2018134,05/15/2018,12060-20518-82079-2018,2,12060-20518-82079-170005,SDE000000000002,55050,QE-4 06/30,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20518-82079-2018-170005-SDE00003,6908.9700,6/12/2018,Child & Adult Food Program - Pgm,CCFPROG_0040-APR18-2018163,2018/06/12 #: CCFPROG_0040-APR18-2018163,06/12/2018,12060-20518-82079-2018,2,12060-20518-82079-170005,SDE000000000002,55050,QE-4 06/30,
2,Ansonia,0000000002,005,06,1,00251S,12060-20540-82079-2017-170005-SDE00003,37099.3200,8/2/2017,Summer Food Service Program - Opr,SFSPOPER_0061-JUN2017-2017213,2017/08/02 #: SFSPOPER_0061-JUN2017-2017213,08/02/2017,12060-20540-82079-2017,2,12060-20540-82079-170005,SDE000000000002,55050,QE-1 09/30,
2,Ansonia,0000000002,005,06,1,00251S,12060-20540-82079-2017-170005-SDE00003,84900.1600,8/31/2017,Summer Food Service Program - Opr,SFSPOPER_0071-JUL2017-2017243,2017/08/31 #: SFSPOPER_0071-JUL2017-2017243,08/31/2017,12060-20540-82079-2017,2,12060-20540-82079-170005,SDE000000000002,55050,QE-1 09/30,
2,Ansonia,0000000002,005,06,1,00251S,12060-20540-82079-2017-170005-SDE00003,52803.9000,10/11/2017,Summer Food Service Program - Opr,SFSPOPER_0081-AUG2017-2017284,2017/10/11 #: SFSPOPER_0081-AUG2017-2017284,10/11/2017,12060-20540-82079-2017,2,12060-20540-82079-170005,SDE000000000002,55050,QE-2 12/31,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20544-82079-2017-170005-SDE00003,732.7800,7/19/2017,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0300-MAY17-2017200,2017/07/19 #: CCFCCIL_0300-MAY17-2017200,07/19/2017,12060-20544-82079-2017,2,12060-20544-82079-170005,SDE000000000002,55050,QE-1 09/30,
2,Ansonia,0000000002,035,01,1,002AIR,12060-20544-82079-2017-170005-SDE00003,172.5200,12/18/2017,Child & Adult Care - Cash In Lieu Commod,CCFCCIL_0340-SEP17-2017342,2017/12/18 #: CCFCCIL_0340-SEP17-2017342,12/18/2017,12060-20544-82079-2017,2,12060-20544-82079-170005,SDE000000000002,55050,QE-2 12/31,
