Town,VName,Vendor,VAddrs,VType,VGrp,Spons,CCode,Payment,PayDate,GrantName,InvoiceNum,InvDate,Date2,CCode_A,TTYpe,CCode_B,Qtr,
2,Ansonia,0000000002,002,02,1,00200,11000-16072-82051-2009-170005-,12285.0000,10/10/2008,Child Nutrition State Matching Grant,PUB_STMCH_OCT2008,2008/10/10 #: PUB_STMCH_OCT2008,10/10/2008,11000-16072-82051-2009,2,11000-16072-82051-170005,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-16201-82079-2009-170002-,1042.0000,4/14/2009,Youth Service Bureau-Enhancement,CM_APR2009_00050,2009/04/14 #: CM_APR2009_00050,04/14/2009,11000-16201-82079-2009,2,11000-16201-82079-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-16201-82079-2009-170002-,1046.0000,2/12/2009,Youth Service Bureau-Enhancement,CM_FEB2009_00042,2009/02/12 #: CM_FEB2009_00042,02/12/2009,11000-16201-82079-2009,2,11000-16201-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-16201-82079-2009-170002-,518.0000,1/12/2009,Youth Service Bureau-Enhancement,CM_JAN2009_00039,2009/01/12 #: CM_JAN2009_00039,01/12/2009,11000-16201-82079-2009,2,11000-16201-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-16201-82079-2009-170002-,1042.0000,3/20/2009,Youth Service Bureau-Enhancement,CM_MAR2009_00049,2009/03/20 #: CM_MAR2009_00049,03/20/2009,11000-16201-82079-2009,2,11000-16201-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-16201-82079-2009-170002-,1563.0000,10/20/2008,Youth Service Bureau-Enhancement,CM_OCT2008_02310,2008/10/20 #: CM_OCT2008_02310,10/20/2008,11000-16201-82079-2009,2,11000-16201-82079-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-16201-82079-2009-170002-,1039.0000,5/12/2009,Youth Service Bureau-Enhancement,CM_MAY2009_00045,2009/05/12 #: CM_MAY2009_00045,05/12/2009,11000-16201-82079-2009,2,11000-16201-82079-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17027-82010-2009-170005-,181671.0000,6/1/2009,Transportation Of School Children-Public,TRANPUB_2009,2009/06/01 #: TRANPUB_2009,06/01/2009,11000-17027-82010-2009,2,11000-17027-82010-170005,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17030-84003-2009-170013-,65637.0000,8/22/2008,Adult Education - Cooperative,ADED_CO_AUG_2008,2008/08/22 #: ADED_CO_AUG_2008,08/22/2008,11000-17030-84003-2009,2,11000-17030-84003-170013,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17030-84003-2009-170013-,36249.0000,5/21/2009,Adult Education - Cooperative,ADED_CO_MAY_2009,2009/05/21 #: ADED_CO_MAY_2009,05/21/2009,11000-17030-84003-2009,2,11000-17030-84003-170013,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17034-82010-2009-170006-,11405.0000,1/9/2009,Nonpublic Health Services,HLTHSRVC_JAN_2009,2009/01/09 #: HLTHSRVC_JAN_2009,01/09/2009,11000-17034-82010-2009,2,11000-17034-82010-170006,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82010-2009-170002-,7455809.0000,4/22/2009,Education Equalization,ECS_APR_2009,2009/04/22 #: ECS_APR_2009,04/22/2009,11000-17041-82010-2009,2,11000-17041-82010-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17041-82010-2009-170002-,3757917.0000,1/22/2009,Education Equalization,ECS_JAN_2009,2009/01/22 #: ECS_JAN_2009,01/22/2009,11000-17041-82010-2009,2,11000-17041-82010-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82010-2009-170002-,3631213.0000,10/23/2008,Education Equalization,ECS_OCT_2008,2008/10/23 #: ECS_OCT_2008,10/23/2008,11000-17041-82010-2009,2,11000-17041-82010-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82079-2009-170002-,63352.0000,10/9/2008,ECS - Accountability Priorities,ECS_ACCT_02976,2008/10/09 #: ECS_ACCT_02976,10/09/2008,11000-17041-82079-2009,2,11000-17041-82079-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17041-82079-2009-170002-,63352.0000,1/12/2009,ECS - Accountability Priorities,ECS_ACCT_JAN09,2009/01/12 #: ECS_ACCT_JAN09,01/12/2009,11000-17041-82079-2009,2,11000-17041-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2009-170002-,212000.0000,3/27/2009,Priority School Districts,CM_APR2009_00002,2009/03/27 #: CM_APR2009_00002,03/27/2009,11000-17043-82052-2009,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2009-170002-,95000.0000,11/26/2008,Priority School Districts,CM_DEC2008_00002,2008/11/26 #: CM_DEC2008_00002,11/26/2008,11000-17043-82052-2009,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2009-170002-,165000.0000,1/30/2009,Priority School Districts,CM_FEB2009_00002,2009/01/30 #: CM_FEB2009_00002,01/30/2009,11000-17043-82052-2009,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2009-170002-,95000.0000,12/24/2008,Priority School Districts,CM_JAN2009_00002,2008/12/24 #: CM_JAN2009_00002,12/24/2008,11000-17043-82052-2009,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2009-170002-,100000.0000,3/2/2009,Priority School Districts,CM_MAR2009_00002,2009/03/02 #: CM_MAR2009_00002,03/02/2009,11000-17043-82052-2009,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2009-170002-,63000.0000,4/30/2009,Priority School Districts,CM_MAY2009_00002,2009/04/30 #: CM_MAY2009_00002,04/30/2009,11000-17043-82052-2009,2,11000-17043-82052-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2009-170002-,115000.0000,10/30/2008,Priority School Districts,CM_NOV2008_00001,2008/10/30 #: CM_NOV2008_00001,10/30/2008,11000-17043-82052-2009,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2009-170002-,180000.0000,10/2/2008,Priority School Districts,CM_OCT2008_02945,2008/10/02 #: CM_OCT2008_02945,10/02/2008,11000-17043-82052-2009,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82052-2009-170002-,149371.0000,5/28/2009,Priority School Districts,CM_JUN2009_00051,2009/05/28 #: CM_JUN2009_00051,05/28/2009,11000-17043-82052-2009,2,11000-17043-82052-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2009-170002-,9700.0000,12/24/2008,Extended School Hours,CM_JAN2009_00003,2008/12/24 #: CM_JAN2009_00003,12/24/2008,11000-17043-82054-2009,2,11000-17043-82054-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2009-170002-,9720.0000,3/2/2009,Extended School Hours,CM_MAR2009_00003,2009/03/02 #: CM_MAR2009_00003,03/02/2009,11000-17043-82054-2009,2,11000-17043-82054-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82054-2009-170002-,30153.0000,5/28/2009,Extended School Hours,CM_JUN2009_00052,2009/05/28 #: CM_JUN2009_00052,05/28/2009,11000-17043-82054-2009,2,11000-17043-82054-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82055-2009-170002-,516.0000,10/2/2008,School Accountability - Summer School,CM_OCT2008_02946,2008/10/02 #: CM_OCT2008_02946,10/02/2008,11000-17043-82055-2009,2,11000-17043-82055-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82055-2009-170002-,58841.0000,5/28/2009,School Accountability - Summer School,CM_JUN2009_00053,2009/05/28 #: CM_JUN2009_00053,05/28/2009,11000-17043-82055-2009,2,11000-17043-82055-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,69512.0000,8/13/2008,School Readiness,SCHLREAD_02774,2008/08/13 #: SCHLREAD_02774,08/13/2008,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,45208.0000,9/19/2008,School Readiness,SCHLREAD_02936,2008/09/19 #: SCHLREAD_02936,09/19/2008,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,88738.0000,10/16/2008,School Readiness,SCHLREAD_02978,2008/10/16 #: SCHLREAD_02978,10/16/2008,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,89433.0000,4/14/2009,School Readiness,SCHLREAD_APR09,2009/04/14 #: SCHLREAD_APR09,04/14/2009,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,77363.0000,12/16/2008,School Readiness,SCHLREAD_DEC08,2008/12/16 #: SCHLREAD_DEC08,12/16/2008,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,77363.0000,2/19/2009,School Readiness,SCHLREAD_FEB09,2009/02/19 #: SCHLREAD_FEB09,02/19/2009,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,89433.0000,1/16/2009,School Readiness,SCHLREAD_JAN09,2009/01/16 #: SCHLREAD_JAN09,01/16/2009,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,77363.0000,3/19/2009,School Readiness,SCHLREAD_MAR09,2009/03/19 #: SCHLREAD_MAR09,03/19/2009,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,77363.0000,11/21/2008,School Readiness,SCHLREAD_NOV08,2008/11/21 #: SCHLREAD_NOV08,11/21/2008,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,73089.0000,7/21/2008,School Readiness,SCHREAD_02753,2008/07/21 #: SCHREAD_02753,07/21/2008,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,77363.0000,6/17/2009,School Readiness,SCHLREAD_JUN09,2009/06/17 #: SCHLREAD_JUN09,06/17/2009,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17043-82056-2009-170002-,77363.0000,5/18/2009,School Readiness,SCHLREAD_MAY09,2009/05/18 #: SCHLREAD_MAY09,05/18/2009,11000-17043-82056-2009,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,000,00,1,,11000-17046-82057-2009-      -,12000.0000,10/25/2008,State School Breakfast,SCHBREAK_OCT08,2008/10/25 #: SCHBREAK_OCT08,10/25/2008,11000-17046-82057-2009,2,11000-17046-82057-      ,QE-2 12/31,
2,Ansonia,0000000002,000,00,1,,11000-17046-82058-2009-      -,3759.0000,1/26/2009,State School Breakfast,SCHBREAK_JAN09,2009/01/26 #: SCHBREAK_JAN09,01/26/2009,11000-17046-82058-2009,2,11000-17046-82058-      ,QE-3 03/31,
2,Ansonia,0000000002,000,00,1,,11000-17046-82058-2009-      -,3350.0000,5/19/2009,State School Breakfast,SCHBREAK_MAY09,2009/05/19 #: SCHBREAK_MAY09,05/19/2009,11000-17046-82058-2009,2,11000-17046-82058-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17047-82016-2009-      -,245518.0000,2/23/2009,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI_FEB_2009,2009/02/23 #: SPEDAPI_FEB_2009,02/23/2009,11000-17047-82016-2009,2,11000-17047-82016-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17047-82018-2009-      -,378079.0000,2/23/2009,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_FEB_2009,2009/02/23 #: SPEDEXCS_FEB_2009,02/23/2009,11000-17047-82018-2009,2,11000-17047-82018-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17047-82018-2009-      -,33529.0000,5/21/2009,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_MAY_2009,2009/05/21 #: SPEDEXCS_MAY_2009,05/21/2009,11000-17047-82018-2009,2,11000-17047-82018-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17049-82010-2009-170006-,16761.0000,6/1/2009,Transportation-Nonpublic,TRANNPUB_2009,2009/06/01 #: TRANNPUB_2009,06/01/2009,11000-17049-82010-2009,2,11000-17049-82010-170006,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2009-170002-,1746.0000,4/14/2009,Youth Service Bureau,CM_APR2009_00051,2009/04/14 #: CM_APR2009_00051,04/14/2009,11000-17052-82079-2009,2,11000-17052-82079-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2009-170002-,1864.0000,2/12/2009,Youth Service Bureau,CM_FEB2009_00043,2009/02/12 #: CM_FEB2009_00043,02/12/2009,11000-17052-82079-2009,2,11000-17052-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2009-170002-,6625.0000,1/12/2009,Youth Service Bureau,CM_JAN2009_00040,2009/01/12 #: CM_JAN2009_00040,01/12/2009,11000-17052-82079-2009,2,11000-17052-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2009-170002-,1398.0000,3/12/2009,Youth Service Bureau,CM_MAR2009_00044,2009/03/12 #: CM_MAR2009_00044,03/12/2009,11000-17052-82079-2009,2,11000-17052-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,11000-17052-82079-2009-170002-,4805.0000,10/20/2008,Youth Service Bureau,CM_OCT2008_02311,2008/10/20 #: CM_OCT2008_02311,10/20/2008,11000-17052-82079-2009,2,11000-17052-82079-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,11000-17053-82060-2009-      -,7500.0000,2/3/2009,Open Choice Program-Receiving Dist.,OPATTEND_FEB2009,2009/02/03 #: OPATTEND_FEB2009,02/03/2009,11000-17053-82060-2009,2,11000-17053-82060-      ,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2008-170005-,26320.8800,11/19/2008,School Breakfast Program,BFST_00006-NOV2008,2008/11/19 #: BFST_00006-NOV2008,11/19/2008,12060-20508-82079-2008,2,12060-20508-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2008-170005-,27322.2200,7/22/2008,School Breakfast Program,BFST_02702,2008/07/22 #: BFST_02702,07/22/2008,12060-20508-82079-2008,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2008-170005-,15810.7300,8/19/2008,School Breakfast Program,BFST_02779,2008/08/19 #: BFST_02779,08/19/2008,12060-20508-82079-2008,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2009-170005-,17403.5800,1/21/2009,School Breakfast Program,BFST_00004-JAN2009,2009/01/21 #: BFST_00004-JAN2009,01/21/2009,12060-20508-82079-2009,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2009-170005-,21694.7400,3/20/2009,School Breakfast Program,BFST_00004-MAR2009,2009/03/20 #: BFST_00004-MAR2009,03/20/2009,12060-20508-82079-2009,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2009-170005-,20365.4900,4/19/2009,School Breakfast Program,BFST_00006-APR2009,2009/04/19 #: BFST_00006-APR2009,04/19/2009,12060-20508-82079-2009,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2009-170005-,20985.5100,2/19/2009,School Breakfast Program,BFST_00006-FEB2009,2009/02/19 #: BFST_00006-FEB2009,02/19/2009,12060-20508-82079-2009,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2009-170005-,27392.8800,12/17/2008,School Breakfast Program,BFST_00007-DEC2008,2008/12/17 #: BFST_00007-DEC2008,12/17/2008,12060-20508-82079-2009,2,12060-20508-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2009-170005-,29262.6300,5/18/2009,School Breakfast Program,BFST_00006-MAY2009,2009/05/18 #: BFST_00006-MAY2009,05/18/2009,12060-20508-82079-2009,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20508-82079-2009-170005-,21608.3100,6/16/2009,School Breakfast Program,BFST_00006-JUN2009,2009/06/16 #: BFST_00006-JUN2009,06/16/2009,12060-20508-82079-2009,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,005,06,1,00251S,12060-20540-82079-2008-170005-SDE00003,47437.0000,9/24/2008,Summer Food Service Program - Opr,SFSP_02938,2008/09/24 #: SFSP_02938,09/24/2008,12060-20540-82079-2008,2,12060-20540-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,005,06,1,00251S,12060-20540-82079-2008-170005-SDE00003,19058.0000,10/23/2008,Summer Food Service Program - Opr,sfsp_operr_oct08,2008/10/23 #: sfsp_operr_oct08,10/23/2008,12060-20540-82079-2008,2,12060-20540-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,005,06,1,00251S,12060-20548-82079-2008-170005-SDE00003,4902.0000,9/24/2008,Summer Food Service Prog - Admin,SFSP_02939,2008/09/24 #: SFSP_02939,09/24/2008,12060-20548-82079-2008,2,12060-20548-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,005,06,1,00251S,12060-20548-82079-2008-170005-SDE00003,1975.0000,10/23/2008,Summer Food Service Prog - Admin,SFSP_ADMINR_OCT08,2008/10/23 #: SFSP_ADMINR_OCT08,10/23/2008,12060-20548-82079-2008,2,12060-20548-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2008-170005-,80219.4600,11/19/2008,National School Lunch,LNCH_00010-NOV2008,2008/11/19 #: LNCH_00010-NOV2008,11/19/2008,12060-20560-82079-2008,2,12060-20560-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2008-170005-,66242.9300,7/22/2008,National School Lunch,LNCH_02705,2008/07/22 #: LNCH_02705,07/22/2008,12060-20560-82079-2008,2,12060-20560-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2008-170005-,34811.4300,8/19/2008,National School Lunch,LNCH_02782,2008/08/19 #: LNCH_02782,08/19/2008,12060-20560-82079-2008,2,12060-20560-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2009-170005-,44570.7400,1/21/2009,National School Lunch,LNCH_00006-JAN2009,2009/01/21 #: LNCH_00006-JAN2009,01/21/2009,12060-20560-82079-2009,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2009-170005-,58010.9600,3/20/2009,National School Lunch,LNCH_00006-MAR2009,2009/03/20 #: LNCH_00006-MAR2009,03/20/2009,12060-20560-82079-2009,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2009-170005-,78844.1400,12/17/2008,National School Lunch,LNCH_00008-DEC2008,2008/12/17 #: LNCH_00008-DEC2008,12/17/2008,12060-20560-82079-2009,2,12060-20560-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2009-170005-,46957.5200,2/19/2009,National School Lunch,LNCH_00009-FEB2009,2009/02/19 #: LNCH_00009-FEB2009,02/19/2009,12060-20560-82079-2009,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2009-170005-,52305.3100,4/19/2009,National School Lunch,LNCH_00010-APR2009,2009/04/19 #: LNCH_00010-APR2009,04/19/2009,12060-20560-82079-2009,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2009-170005-,57928.2700,6/16/2009,National School Lunch,LNCH_00010-JUN2009,2009/06/16 #: LNCH_00010-JUN2009,06/16/2009,12060-20560-82079-2009,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,1,00200,12060-20560-82079-2009-170005-,74755.1600,5/18/2009,National School Lunch,LNCH_00010-MAY2009,2009/05/18 #: LNCH_00010-MAY2009,05/18/2009,12060-20560-82079-2009,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2008-170002-,4000.0000,7/25/2008,Title I Improving Basic Programs,CM_AUG2008_02756,2008/07/25 #: CM_AUG2008_02756,07/25/2008,12060-20679-82070-2008,2,12060-20679-82070-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2008-170002-,2500.0000,7/18/2008,Title I Improving Basic Programs,CM_JUL2008_02662,2008/07/18 #: CM_JUL2008_02662,07/18/2008,12060-20679-82070-2008,2,12060-20679-82070-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2008-170002-,29254.0000,10/30/2008,Title I Improving Basic Programs,CM_NOV2008_00002,2008/10/30 #: CM_NOV2008_00002,10/30/2008,12060-20679-82070-2008,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2008-170002-,40000.0000,10/2/2008,Title I Improving Basic Programs,CM_OCT2008_02947,2008/10/02 #: CM_OCT2008_02947,10/02/2008,12060-20679-82070-2008,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2008-170002-,40000.0000,8/27/2008,Title I Improving Basic Programs,CM_SEP2008_02871,2008/08/27 #: CM_SEP2008_02871,08/27/2008,12060-20679-82070-2008,2,12060-20679-82070-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2009-170002-,75000.0000,3/27/2009,Title I Improving Basic Programs,CM_APR2009_00003,2009/03/27 #: CM_APR2009_00003,03/27/2009,12060-20679-82070-2009,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2009-170002-,43000.0000,11/26/2008,Title I Improving Basic Programs,CM_DEC2008_00032,2008/11/26 #: CM_DEC2008_00032,11/26/2008,12060-20679-82070-2009,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2009-170002-,75000.0000,1/30/2009,Title I Improving Basic Programs,CM_FEB2009_00003,2009/01/30 #: CM_FEB2009_00003,01/30/2009,12060-20679-82070-2009,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2009-170002-,57000.0000,12/24/2008,Title I Improving Basic Programs,CM_JAN2009_00004,2008/12/24 #: CM_JAN2009_00004,12/24/2008,12060-20679-82070-2009,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2009-170002-,75000.0000,3/2/2009,Title I Improving Basic Programs,CM_MAR2009_00004,2009/03/02 #: CM_MAR2009_00004,03/02/2009,12060-20679-82070-2009,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2009-170002-,50000.0000,4/30/2009,Title I Improving Basic Programs,CM_MAY2009_00003,2009/04/30 #: CM_MAY2009_00003,04/30/2009,12060-20679-82070-2009,2,12060-20679-82070-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,1,,12060-20679-82070-2009-170002-,48000.0000,10/30/2008,Title I Improving Basic Programs,CM_NOV2008_00003,2008/10/30 #: CM_NOV2008_00003,10/30/2008,12060-20679-82070-2009,2,12060-20679-82070-170002,QE-2 12/31,
