Town,VName,Vendor,VAddrs,VType,Spons,CCode,VGrp,Payment,PayDate,GrantName,InvoiceNum,InvDate,Date2,CCode_A,TTYpe,CCode_B,Qtr,
2,Ansonia,0000000002,001,00,,11000-17034-82010-2007-170006-,1,29432.0000,1/10/2007,Nonpublic Health Services,HLTHSRVC_JAN_2007,2007/01/10 #: HLTHSRVC_JAN_2007,01/10/2007,11000-17034-82010-2007,2,11000-17034-82010-170006,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17041-82010-2007-170002-,1,3216766.0000,10/24/2006,Education Equalization,ECS_OCT_2006,2006/10/24 #: ECS_OCT_2006,10/24/2006,11000-17041-82010-2007,2,11000-17041-82010-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17041-82010-2007-170002-,1,3216766.0000,1/23/2007,Education Equalization,ECS_JAN_2007,2007/01/23 #: ECS_JAN_2007,01/23/2007,11000-17041-82010-2007,2,11000-17041-82010-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17041-82010-2007-170002-,1,6408114.0000,4/23/2007,Education Equalization,ECS_APR_2007,2007/04/23 #: ECS_APR_2007,04/23/2007,11000-17041-82010-2007,2,11000-17041-82010-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2007-170002-,1,200000.0000,12/5/2006,Priority School Districts,CM_DEC2006_09402,2006/12/05 #: CM_DEC2006_09402,12/05/2006,11000-17043-82052-2007,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2007-170002-,1,100000.0000,10/30/2006,Priority School Districts,CM_NOV2006_93905,2006/10/30 #: CM_NOV2006_93905,10/30/2006,11000-17043-82052-2007,2,11000-17043-82052-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2007-170002-,1,100000.0000,1/2/2007,Priority School Districts,CM_JAN2007_09511,2007/01/02 #: CM_JAN2007_09511,01/02/2007,11000-17043-82052-2007,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2007-170002-,1,100000.0000,9/28/2006,Priority School Districts,CM_OCT2006_93822,2006/09/28 #: CM_OCT2006_93822,09/28/2006,11000-17043-82052-2007,2,11000-17043-82052-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2007-170002-,1,50000.0000,5/1/2007,Priority School Districts,CM_MAY2007_01362,2007/05/01 #: CM_MAY2007_01362,05/01/2007,11000-17043-82052-2007,2,11000-17043-82052-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2007-170002-,1,200000.0000,2/3/2007,Priority School Districts,CM_FEB2007_09619,2007/02/03 #: CM_FEB2007_09619,02/03/2007,11000-17043-82052-2007,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2007-170002-,1,100000.0000,3/28/2007,Priority School Districts,CM_APR2007_01241,2007/03/28 #: CM_APR2007_01241,03/28/2007,11000-17043-82052-2007,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2007-170002-,1,150000.0000,2/28/2007,Priority School Districts,CM_MAR2007_09727,2007/02/28 #: CM_MAR2007_09727,02/28/2007,11000-17043-82052-2007,2,11000-17043-82052-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82052-2007-170002-,1,228358.0000,5/21/2007,Priority School Districts,CM_JUN2007_01451,2007/05/21 #: CM_JUN2007_01451,05/21/2007,11000-17043-82052-2007,2,11000-17043-82052-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2007-170002-,1,30000.0000,12/5/2006,Early Reading Success,CM_DEC2006_09403,2006/12/05 #: CM_DEC2006_09403,12/05/2006,11000-17043-82053-2007,2,11000-17043-82053-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2007-170002-,1,30000.0000,10/30/2006,Early Reading Success,CM_NOV2006_93906,2006/10/30 #: CM_NOV2006_93906,10/30/2006,11000-17043-82053-2007,2,11000-17043-82053-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2007-170002-,1,40000.0000,1/2/2007,Early Reading Success,CM_JAN2007_09512,2007/01/02 #: CM_JAN2007_09512,01/02/2007,11000-17043-82053-2007,2,11000-17043-82053-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2007-170002-,1,30000.0000,9/28/2006,Early Reading Success,CM_OCT2006_93823,2006/09/28 #: CM_OCT2006_93823,09/28/2006,11000-17043-82053-2007,2,11000-17043-82053-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2007-170002-,1,15000.0000,5/1/2007,Early Reading Success,CM_MAY2007_01363,2007/05/01 #: CM_MAY2007_01363,05/01/2007,11000-17043-82053-2007,2,11000-17043-82053-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2007-170002-,1,20000.0000,2/3/2007,Early Reading Success,CM_FEB2007_09620,2007/02/03 #: CM_FEB2007_09620,02/03/2007,11000-17043-82053-2007,2,11000-17043-82053-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2007-170002-,1,35000.0000,3/28/2007,Early Reading Success,CM_APR2007_01242,2007/03/28 #: CM_APR2007_01242,03/28/2007,11000-17043-82053-2007,2,11000-17043-82053-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2007-170002-,1,30000.0000,2/28/2007,Early Reading Success,CM_MAR2007_09728,2007/02/28 #: CM_MAR2007_09728,02/28/2007,11000-17043-82053-2007,2,11000-17043-82053-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82053-2007-170002-,1,56307.0000,5/21/2007,Early Reading Success,CM_JUN2007_01452,2007/05/21 #: CM_JUN2007_01452,05/21/2007,11000-17043-82053-2007,2,11000-17043-82053-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2007-170002-,1,2000.0000,12/5/2006,Extended School Hours,CM_DEC2006_09404,2006/12/05 #: CM_DEC2006_09404,12/05/2006,11000-17043-82054-2007,2,11000-17043-82054-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2007-170002-,1,1000.0000,10/30/2006,Extended School Hours,CM_NOV2006_93907,2006/10/30 #: CM_NOV2006_93907,10/30/2006,11000-17043-82054-2007,2,11000-17043-82054-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2007-170002-,1,4500.0000,1/2/2007,Extended School Hours,CM_JAN2007_09513,2007/01/02 #: CM_JAN2007_09513,01/02/2007,11000-17043-82054-2007,2,11000-17043-82054-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2007-170002-,1,17500.0000,2/3/2007,Extended School Hours,CM_FEB2007_09621,2007/02/03 #: CM_FEB2007_09621,02/03/2007,11000-17043-82054-2007,2,11000-17043-82054-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82054-2007-170002-,1,23609.0000,5/21/2007,Extended School Hours,CM_JUN2007_01453,2007/05/21 #: CM_JUN2007_01453,05/21/2007,11000-17043-82054-2007,2,11000-17043-82054-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2007-170002-,1,23000.0000,9/28/2006,School Accountability - Summer School,CM_OCT2006_93824,2006/09/28 #: CM_OCT2006_93824,09/28/2006,11000-17043-82055-2007,2,11000-17043-82055-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82055-2007-170002-,1,33743.0000,5/21/2007,School Accountability - Summer School,CM_JUN2007_01454,2007/05/21 #: CM_JUN2007_01454,05/21/2007,11000-17043-82055-2007,2,11000-17043-82055-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,38218.0000,8/21/2006,School Readiness,SCHLREAD_93727,2006/08/21 #: SCHLREAD_93727,08/21/2006,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,39456.0000,9/14/2006,School Readiness,SCHLREAD_93781,2006/09/14 #: SCHLREAD_93781,09/14/2006,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,56556.0000,11/15/2006,School Readiness,SCHLREAD_93940,2006/11/15 #: SCHLREAD_93940,11/15/2006,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,64588.0000,10/17/2006,School Readiness,SCHLREAD_93858,2006/10/17 #: SCHLREAD_93858,10/17/2006,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,56295.0000,7/24/2006,School Readiness,SCHLREAD_93641,2006/07/24 #: SCHLREAD_93641,07/24/2006,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,56556.0000,12/20/2006,School Readiness,SCHLREAD_09476,2006/12/20 #: SCHLREAD_09476,12/20/2006,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,65037.0000,1/22/2007,School Readiness,SCHLREAD_09575,2007/01/22 #: SCHLREAD_09575,01/22/2007,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,56556.0000,2/23/2007,School Readiness,SCHLREAD_09725,2007/02/23 #: SCHLREAD_09725,02/23/2007,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,56556.0000,5/15/2007,School Readiness,SCLREAD_01413,2007/05/15 #: SCLREAD_01413,05/15/2007,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,56106.0000,3/20/2007,School Readiness,SCHLREAD_09780,2007/03/20 #: SCHLREAD_09780,03/20/2007,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,56556.0000,6/18/2007,School Readiness,SCHLREAD_01565,2007/06/18 #: SCHLREAD_01565,06/18/2007,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17043-82056-2007-170002-,1,65037.0000,4/17/2007,School Readiness,SCHLRD_01313,2007/04/17 #: SCHLRD_01313,04/17/2007,11000-17043-82056-2007,2,11000-17043-82056-170002,QE-4 06/30,
2,Ansonia,0000000002,000,00,,11000-17046-82057-2007-      -,1,12000.0000,10/25/2006,State School Breakfast,SCHBREAK_OCT06,2006/10/25 #: SCHBREAK_OCT06,10/25/2006,11000-17046-82057-2007,2,11000-17046-82057-      ,QE-2 12/31,
2,Ansonia,0000000002,000,00,,11000-17046-82058-2007-      -,1,3546.0000,1/25/2007,State School Breakfast,SCHBREAK_JAN07,2007/01/25 #: SCHBREAK_JAN07,01/25/2007,11000-17046-82058-2007,2,11000-17046-82058-      ,QE-3 03/31,
2,Ansonia,0000000002,000,00,,11000-17046-82058-2007-      -,1,4947.0000,5/24/2007,State School Breakfast,SCHBREAK_MAY07,2007/05/24 #: SCHBREAK_MAY07,05/24/2007,11000-17046-82058-2007,2,11000-17046-82058-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17047-82016-2007-      -,1,338867.0000,2/21/2007,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI_FEB_2007,2007/02/21 #: SPEDAPI_FEB_2007,02/21/2007,11000-17047-82016-2007,2,11000-17047-82016-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17047-82016-2007-      -,1,62490.0000,5/23/2007,Spec Ed-Ag. Placements & Excess Cost,SPEDAPI_MAY_2007,2007/05/23 #: SPEDAPI_MAY_2007,05/23/2007,11000-17047-82016-2007,2,11000-17047-82016-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17047-82018-2007-      -,1,234761.0000,2/21/2007,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_FEB_2007,2007/02/21 #: SPEDEXCS_FEB_2007,02/21/2007,11000-17047-82018-2007,2,11000-17047-82018-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17047-82018-2007-      -,1,50343.0000,5/23/2007,Spec Ed-Ag Placements & Excess Cost,SPEDEXCS_MAY_2007,2007/05/23 #: SPEDEXCS_MAY_2007,05/23/2007,11000-17047-82018-2007,2,11000-17047-82018-      ,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17047-82019-2007-      -,1,67944.0000,2/21/2007,Spec Ed-Ag. Placements & Excess Cost,SPEDAPIREG_FEB_2007,2007/02/21 #: SPEDAPIREG_FEB_2007,02/21/2007,11000-17047-82019-2007,2,11000-17047-82019-      ,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17049-82010-2007-170006-,1,23019.0000,5/9/2007,Transportation-Nonpublic,TRANNPUB_2007,2007/05/09 #: TRANNPUB_2007,05/09/2007,11000-17049-82010-2007,2,11000-17049-82010-170006,QE-4 06/30,
2,Ansonia,0000000002,001,00,,11000-17052-82079-2007-170002-,1,4805.0000,10/4/2006,Youth Service Bureau,CM_OCT2006_93850,2006/10/04 #: CM_OCT2006_93850,10/04/2006,11000-17052-82079-2007,2,11000-17052-82079-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17052-82079-2007-170002-,1,2746.0000,12/9/2006,Youth Service Bureau,CM_DEC2006_09451,2006/12/09 #: CM_DEC2006_09451,12/09/2006,11000-17052-82079-2007,2,11000-17052-82079-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,11000-17052-82079-2007-170002-,1,4805.0000,1/9/2007,Youth Service Bureau,CM_JAN2007_09560,2007/01/09 #: CM_JAN2007_09560,01/09/2007,11000-17052-82079-2007,2,11000-17052-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17052-82079-2007-170002-,1,4083.0000,2/8/2007,Youth Service Bureau,CM_FEB2007_09663,2007/02/08 #: CM_FEB2007_09663,02/08/2007,11000-17052-82079-2007,2,11000-17052-82079-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,11000-17053-82060-2007-      -,1,2000.0000,5/16/2007,Open Choice Program-Receiving Dist.,OPATTEND_MAY2007,2007/05/16 #: OPATTEND_MAY2007,05/16/2007,11000-17053-82060-2007,2,11000-17053-82060-      ,QE-4 06/30,
2,Ansonia,0000000002,000,00,,12052-42861-82079-2007-      -,1,96834.0000,3/29/2007,Minor Capital Imprv. & Wiring-Sch. Read.,60319,2007/03/29 #: 60319,03/29/2007,12052-42861-82079-2007,2,12052-42861-82079-      ,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2006-170005-,1,16785.7900,8/17/2006,School Breakfast Program,BFST_93719,2006/08/17 #: BFST_93719,08/17/2006,12060-20508-82079-2006,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2006-170005-,1,20797.2000,11/17/2006,School Breakfast Program,BFST_93968,2006/11/17 #: BFST_93968,11/17/2006,12060-20508-82079-2006,2,12060-20508-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2006-170005-,1,26284.7300,7/25/2006,School Breakfast Program,BFST_93521,2006/07/25 #: BFST_93521,07/25/2006,12060-20508-82079-2006,2,12060-20508-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2007-170005-,1,23018.5200,12/21/2006,School Breakfast Program,BFST_09486,2006/12/21 #: BFST_09486,12/21/2006,12060-20508-82079-2007,2,12060-20508-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2007-170005-,1,21229.0200,1/24/2007,School Breakfast Program,BFST_09579,2007/01/24 #: BFST_09579,01/24/2007,12060-20508-82079-2007,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2007-170005-,1,18940.2000,2/20/2007,School Breakfast Program,BFST_09719,2007/02/20 #: BFST_09719,02/20/2007,12060-20508-82079-2007,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2007-170005-,1,26137.6200,5/18/2007,School Breakfast Program,BFST_01422,2007/05/18 #: BFST_01422,05/18/2007,12060-20508-82079-2007,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2007-170005-,1,25038.1200,3/22/2007,School Breakfast Program,BFST_09890,2007/03/22 #: BFST_09890,03/22/2007,12060-20508-82079-2007,2,12060-20508-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2007-170005-,1,18668.2200,6/18/2007,School Breakfast Program,BFST_01538,2007/06/18 #: BFST_01538,06/18/2007,12060-20508-82079-2007,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20508-82079-2007-170005-,1,16167.2400,4/19/2007,School Breakfast Program,BFST_01327,2007/04/19 #: BFST_01327,04/19/2007,12060-20508-82079-2007,2,12060-20508-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,005,06,00251S,12060-20540-82079-2006-170005-SDE00003,1,63688.0000,12/7/2006,Summer Food Service Program - Opr,SFSP_09443,2006/12/07 #: SFSP_09443,12/07/2006,12060-20540-82079-2006,2,12060-20540-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,005,06,00251S,12060-20540-82079-2007-170005-SDE00004,1,39016.0000,6/21/2007,Summer Food Service Program - Opr,JUL07_SFSPADV_01573,2007/06/21 #: JUL07_SFSPADV_01573,06/21/2007,12060-20540-82079-2007,2,12060-20540-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,005,06,00251S,12060-20548-82079-2006-170005-SDE00003,1,4379.0000,12/7/2006,Summer Food Service Prog - Admin,SFSP_09448,2006/12/07 #: SFSP_09448,12/07/2006,12060-20548-82079-2006,2,12060-20548-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2006-170005-,1,36117.8000,8/17/2006,National School Lunch,LNCH_93721,2006/08/17 #: LNCH_93721,08/17/2006,12060-20560-82079-2006,2,12060-20560-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2006-170005-,1,58722.1800,11/17/2006,National School Lunch,LNCH_93971,2006/11/17 #: LNCH_93971,11/17/2006,12060-20560-82079-2006,2,12060-20560-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2006-170005-,1,61932.0000,7/25/2006,National School Lunch,LNCH_93526,2006/07/25 #: LNCH_93526,07/25/2006,12060-20560-82079-2006,2,12060-20560-82079-170005,QE-1 09/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2007-170005-,1,60045.9900,12/21/2006,National School Lunch,LNCH_09487,2006/12/21 #: LNCH_09487,12/21/2006,12060-20560-82079-2007,2,12060-20560-82079-170005,QE-2 12/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2007-170005-,1,53463.8300,1/24/2007,National School Lunch,LNCH_09581,2007/01/24 #: LNCH_09581,01/24/2007,12060-20560-82079-2007,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2007-170005-,1,46769.5700,2/20/2007,National School Lunch,LNCH_09722,2007/02/20 #: LNCH_09722,02/20/2007,12060-20560-82079-2007,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2007-170005-,1,63775.2500,5/18/2007,National School Lunch,LNCH_01425,2007/05/18 #: LNCH_01425,05/18/2007,12060-20560-82079-2007,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2007-170005-,1,58728.1800,3/22/2007,National School Lunch,LNCH_09892,2007/03/22 #: LNCH_09892,03/22/2007,12060-20560-82079-2007,2,12060-20560-82079-170005,QE-3 03/31,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2007-170005-,1,46318.7400,6/18/2007,National School Lunch,LNCH_01542,2007/06/18 #: LNCH_01542,06/18/2007,12060-20560-82079-2007,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,002,02,00200,12060-20560-82079-2007-170005-,1,39381.3400,4/19/2007,National School Lunch,LNCH_01332,2007/04/19 #: LNCH_01332,04/19/2007,12060-20560-82079-2007,2,12060-20560-82079-170005,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2006-170002-,1,36617.0000,12/5/2006,Title I Improving Basic Programs,CM_DEC2006_09405,2006/12/05 #: CM_DEC2006_09405,12/05/2006,12060-20679-82070-2006,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2006-170002-,1,30000.0000,10/30/2006,Title I Improving Basic Programs,CM_NOV2006_93908,2006/10/30 #: CM_NOV2006_93908,10/30/2006,12060-20679-82070-2006,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2006-170002-,1,20000.0000,9/28/2006,Title I Improving Basic Programs,CM_OCT2006_93825,2006/09/28 #: CM_OCT2006_93825,09/28/2006,12060-20679-82070-2006,2,12060-20679-82070-170002,QE-1 09/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2007-170002-,1,25000.0000,10/30/2006,Title I Improving Basic Programs,CM_NOV2006_93909,2006/10/30 #: CM_NOV2006_93909,10/30/2006,12060-20679-82070-2007,2,12060-20679-82070-170002,QE-2 12/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2007-170002-,1,50000.0000,1/2/2007,Title I Improving Basic Programs,CM_JAN2007_09514,2007/01/02 #: CM_JAN2007_09514,01/02/2007,12060-20679-82070-2007,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2007-170002-,1,25000.0000,5/1/2007,Title I Improving Basic Programs,CM_MAY2007_01364,2007/05/01 #: CM_MAY2007_01364,05/01/2007,12060-20679-82070-2007,2,12060-20679-82070-170002,QE-4 06/30,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2007-170002-,1,25000.0000,2/3/2007,Title I Improving Basic Programs,CM_FEB2007_09622,2007/02/03 #: CM_FEB2007_09622,02/03/2007,12060-20679-82070-2007,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2007-170002-,1,50000.0000,3/28/2007,Title I Improving Basic Programs,CM_APR2007_01243,2007/03/28 #: CM_APR2007_01243,03/28/2007,12060-20679-82070-2007,2,12060-20679-82070-170002,QE-3 03/31,
2,Ansonia,0000000002,001,00,,12060-20679-82070-2007-170002-,1,125000.0000,2/28/2007,Title I Improving Basic Programs,CM_MAR2007_09729,2007/02/28 #: CM_MAR2007_09729,02/28/2007,12060-20679-82070-2007,2,12060-20679-82070-170002,QE-3 03/31,
