FYEAR,VName,GrantName,Payment
2004,Berlin,CHILD NUTRITION STATE MATCHING GRANT,12825.0
2004,Berlin,EDUCATION EQUALIZATION,4107735.0
2004,Berlin,IDEA PART B  SECTION,444363.0
2004,Berlin,NAN,21723.260000000002
2004,Berlin,NATIONAL SCHOOL LUNCH,48838.38
2004,Berlin,NONPUBLIC HEALTH SERVICES,22615.0
2004,Berlin,OPEN CHOICE,16000.0
2004,Berlin,SPEC ED AG  PLACEMENTS   EXCESS COST,292740.0
2004,Berlin,SPECIAL MILK PROGRAM FOR CHILDREN,3736.0
2004,Berlin,TITLE I IMPROVING BASIC PROGRAMS,35513.0
2004,Berlin,TITLE II PART A TEACHERS,53400.0
2004,Berlin,TITLE III PART A ENGLISH LANG  ACQUIS,10000.0
2004,Berlin,TITLE IV   SAFE   DRUG FREE SCHOOLS,9427.0
2004,Berlin,TITLE V INNOVATIVE EDUCATION STRATEGIES,2000.0
2004,Berlin,TRANSPORTATION NONPUBLIC,5992.0
2004,Berlin,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,113271.0
2004,Berlin,YOUTH SERVICE BUREAU,14000.0
2004,Bethel,ADULT EDUCATION   COOPERATIVE,4761.0
2004,Bethel,CARL D PERKINS VOC    TECH  EDUC  ACT,16568.0
2004,Bethel,CHILD NUTRITION STATE MATCHING GRANT,10753.0
2004,Bethel,EDUCATION EQUALIZATION,6875202.0
2004,Bethel,IDEA PART B  SECTION,407343.0
2004,Bethel,NAN,19001.92
2004,Bethel,NATIONAL SCHOOL LUNCH,54179.9
2004,Bethel,NONPUBLIC HEALTH SERVICES,7185.0
2004,Bethel,SPEC ED AG  PLACEMENTS   EXCESS COST,427590.0
2004,Bethel,TITLE II PART A TEACHERS,40000.0
2004,Bethel,TITLE III PART A ENGLISH LANG  ACQUIS,5000.0
2004,Bethel,TITLE IV   SAFE   DRUG FREE SCHOOLS,9607.0
2004,Bethel,TITLE V INNOVATIVE EDUCATION STRATEGIES,10000.0
2004,Bethel,TRANSPORTATION NONPUBLIC,11907.0
2004,Bethel,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,106985.0
2004,Bloomfield,ADULT EDUCATION   PROVIDER,13059.0
2004,Bloomfield,CARL D PERKINS VOC    TECH  EDUC  ACT,36590.0
2004,Bloomfield,CHILD NUTRITION STATE MATCHING GRANT,17922.0
2004,Bloomfield,EARLY READING SUCCESS,131231.0
2004,Bloomfield,EDUCATION EQUALIZATION,2756837.0
2004,Bloomfield,EXTENDED SCHOOL HOURS,48901.0
2004,Bloomfield,FAMILY RESOURCE CENTER PGM,77974.0
2004,Bloomfield,GENERAL IMPROVEMENTS TO SCHOOL BUILDINGS,85549.0
2004,Bloomfield,IDEA PART B  SECTION,531674.0
2004,Bloomfield,INTERDISTRICT COOPERATIVE,44880.0
2004,Bloomfield,MAGNET SCHOOL TRANSPORTATION,69790.0
2004,Bloomfield,NAN,108013.34
2004,Bloomfield,NATIONAL SCHOOL LUNCH,269978.85
2004,Bloomfield,NONPUBLIC HEALTH SERVICES,17009.0
2004,Bloomfield,PRIORITY SCHOOL DISTRICTS,430905.0
2004,Bloomfield,QUALITY ENHANCEMENT GRANT,9983.0
2004,Bloomfield,SCHOOL ACCOUNTABILITY   SUMMER SCHOOL,39014.0
2004,Bloomfield,SCHOOL BREAKFAST PROGRAM,64985.0
2004,Bloomfield,SCHOOL READINESS,318178.0
2004,Bloomfield,SPEC ED AG  PLACEMENTS   EXCESS COST,282440.0
2004,Bloomfield,SPECIAL MILK PROGRAM FOR CHILDREN,179.0
2004,Bloomfield,STATE SCHOOL BREAKFAST,17558.0
2004,Bloomfield,TITLE I,30000.0
2004,Bloomfield,TITLE I IMPROVING BASIC PROGRAMS,350769.0
2004,Bloomfield,TITLE II  D  ENHANC  EDUC  THRU TECH,4000.0
2004,Bloomfield,TITLE II PART A TEACHERS,77175.0
2004,Bloomfield,TITLE II PART D TECHNOLOGY,2405.0
2004,Bloomfield,TITLE IV   SAFE   DRUG FREE SCHOOLS,14232.0
2004,Bloomfield,TITLE V INNOVATIVE EDUCATION STRATEGIES,20903.0
2004,Bloomfield,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,106741.0
2004,Bloomfield,VOCATIONAL AGRICULTURE,45342.0
2004,Bloomfield,YOUTH SERVICE BUREAU,15799.0
2004,Bolton,ADULT EDUCATION   COOPERATIVE,3556.0
2004,Bolton,CARL D  PERKINS VOC    TECH  EDUC  ACT,80144.0
2004,Bolton,CHILD NUTRITION STATE MATCHING GRANT,2432.0
2004,Bolton,EDUCATION EQUALIZATION,2448276.0
2004,Bolton,IDEA PART B  SECTION,134651.0
2004,Bolton,NAN,2333.68
2004,Bolton,NATIONAL SCHOOL LUNCH,11528.71
2004,Bolton,NONPUBLIC HEALTH SERVICES,311.0
2004,Bolton,OPEN CHOICE,29801.0
2004,Bolton,SPEC ED AG  PLACEMENTS   EXCESS COST,98051.0
2004,Bolton,SPECIAL MILK PROGRAM FOR CHILDREN,555.0
2004,Bolton,TITLE I IMPROVING BASIC PROGRAMS,49496.0
2004,Bolton,TITLE II PART A TEACHERS,20297.0
2004,Bolton,TITLE II PART D TECHNOLOGY,1190.0
2004,Bolton,TITLE IV   SAFE   DRUG FREE SCHOOLS,1000.0
2004,Bolton,TITLE V INNOVATIVE EDUCATION STRATEGIES,4607.0
2004,Bolton,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,111240.0
2004,Bozrah,ADULT EDUCATION   COOPERATIVE,4068.0
2004,Bozrah,CHILD NUTRITION STATE MATCHING GRANT,1298.0
2004,Bozrah,EDUCATION EQUALIZATION,960249.0
2004,Bozrah,IDEA PART B  SECTION,60237.0
2004,Bozrah,NAN,3909.65
2004,Bozrah,NATIONAL SCHOOL LUNCH,11892.779999999999
2004,Bozrah,SPEC ED AG  PLACEMENTS   EXCESS COST,54215.0
2004,Bozrah,SPECIAL MILK PROGRAM FOR CHILDREN,213.0
2004,Bozrah,TITLE I IMPROVING BASIC PROGRAMS,41935.0
2004,Bozrah,TITLE II PART A TEACHERS,11888.0
2004,Bozrah,TITLE II PART D TECHNOLOGY,1008.0
2004,Bozrah,TITLE IV   SAFE   DRUG FREE SCHOOLS,1392.0
2004,Bozrah,TITLE V INNOVATIVE EDUCATION STRATEGIES,1180.0
2004,Bozrah,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,48807.0
2004,Branford,ADULT EDUCATION,97850.0
2004,Branford,ADULT EDUCATION   PROVIDER,17108.0
2004,Branford,CARL D PERKINS VOC    TECH  EDUC  ACT,40465.0
2004,Branford,CHILD NUTRITION STATE MATCHING GRANT,9793.0
2004,Branford,EDUCATION EQUALIZATION,1240178.0
2004,Branford,FAMILY RESOURCE CENTER PGM,77975.0
2004,Branford,IDEA PART B  SECTION,559000.0
2004,Branford,INTERDISTRICT COOPERATIVE,132198.0
2004,Branford,MAGNET SCHOOL TRANSPORTATION,6000.0
2004,Branford,NAN,34151.979999999996
2004,Branford,NATIONAL SCHOOL LUNCH,101446.25
2004,Branford,NONPUBLIC HEALTH SERVICES,21827.0
2004,Branford,OPEN CHOICE,34000.0
2004,Branford,PRIMARY MENTAL HEALTH,16090.0
2004,Branford,SCHOOL BREAKFAST PROGRAM,4201.0
2004,Branford,SCHOOL READINESS  SEVERE NEED SCHOOLS,100000.0
2004,Branford,SPEC ED AG  PLACEMENTS   EXCESS COST,296882.0
2004,Branford,TITLE I IMPROVING BASIC PROGRAMS,131754.0
2004,Branford,TITLE II PART A TEACHERS,50798.0
2004,Branford,TITLE II PART D TECHNOLOGY,4525.0
2004,Branford,TITLE III PART A ENGLISH LANG  ACQUIS,15792.0
2004,Branford,TITLE IV   SAFE   DRUG FREE SCHOOLS,8900.0
2004,Branford,TITLE V INNOVATIVE EDUCATION STRATEGIES,14793.0
2004,Branford,TRANSPORTATION NONPUBLIC,8214.0
2004,Branford,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,160920.0
2004,Branford,YOUTH SERVICE BUREAU,37236.0
2004,Bridgeport,ADULT EDUC COOPERATING ELIGIBLE ENTITY,87259.0
2004,Bridgeport,ADULT EDUCATION,95800.0
2004,Bridgeport,ADULT EDUCATION   PROVIDER,1155505.0
2004,Bridgeport,BILINGUAL EDUCATION,303061.0
2004,Bridgeport,CARL D PERKINS VOC    TECH  EDUC  ACT,644079.0
2004,Bridgeport,CHILD NUTRITION STATE MATCHING GRANT,181627.0
2004,Bridgeport,COMPREHENSIVE SCHOOL REFORM,158935.0
2004,Bridgeport,EARLY READING SUCCESS,2889444.0
2004,Bridgeport,EDUCATION EQUALIZATION,140283857.0
2004,Bridgeport,EDUCATION OF HOMELESS CHILDREN AND YOUTH,30230.0
2004,Bridgeport,EXTENDED SCHOOL HOURS,449957.0
2004,Bridgeport,FAMILY RESOURCE CENTER PGM,311900.0
2004,Bridgeport,GENERAL IMPROVEMENTS TO SCHOOL BUILDINGS,990000.0
2004,Bridgeport,IDEA PART B  SECTION,4089321.0
2004,Bridgeport,IDEA PLANNING GRANTS,1500.0
2004,Bridgeport,IDEA SLIVER GRANT,173945.0
2004,Bridgeport,INTERDISTRICT COOPERATIVE,346602.0
2004,Bridgeport,NAN,2490416.0300000003
2004,Bridgeport,NATIONAL SCHOOL LUNCH,4628799.99
2004,Bridgeport,NONPUBLIC HEALTH SERVICES,228463.0
2004,Bridgeport,PRIORITY SCHOOL DISTRICTS,2184851.0
2004,Bridgeport,QUALITY ENHANCEMENT GRANT,171462.0
2004,Bridgeport,READING EXCELLENCE,1359241.0
2004,Bridgeport,SCHOOL ACCOUNTABILITY   SUMMER SCHOOL,344104.0
2004,Bridgeport,SCHOOL BREAKFAST PROGRAM,1685106.0
2004,Bridgeport,SCHOOL READINESS,5688464.0
2004,Bridgeport,SPEC ED AG  PLACEMENTS   EXCESS COST,3137058.0
2004,Bridgeport,ST CENTURY COMMUNITY LEARNING CENTERS,836334.0
2004,Bridgeport,STATE PROGRAM IMPROVEMENT GRANTS,10000.0
2004,Bridgeport,STATE SCHOOL BREAKFAST,195567.0
2004,Bridgeport,TITLE I,181228.0
2004,Bridgeport,TITLE I IMPROVING BASIC PROGRAMS,12778492.0
2004,Bridgeport,TITLE I MIGRANT,464239.0
2004,Bridgeport,TITLE I PART A  SCHOOL IMPROVEMENT,331475.0
2004,Bridgeport,TITLE II PART A TEACHERS,2508825.0
2004,Bridgeport,TITLE II PART D TECHNOLOGY,335588.0
2004,Bridgeport,TITLE III PART A ENGLISH LANG  ACQUIS,517989.0
2004,Bridgeport,TITLE IV   SAFE   DRUG FREE SCHOOLS,357565.0
2004,Bridgeport,TITLE V INNOVATIVE EDUCATION STRATEGIES,248495.0
2004,Bridgeport,TRANSITION TO TEACHING,22000.0
2004,Bridgeport,TRANSPORTATION NONPUBLIC,364718.0
2004,Bridgeport,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,2614222.0
2004,Bridgeport,TWO PERCENT EDUCATION COST SHARE GRANT,1500000.0
2004,Bridgeport,VOCATIONAL AGRICULTURE,328675.0
2004,Bridgeport,YOUNG PARENTS PROGRAM,15822.0
2004,Bridgeport,YOUTH SERVICE BUREAU,132020.0
2004,Bristol,ADULT EDUCATION,72500.0
2004,Bristol,ADULT EDUCATION   PROVIDER,180951.0
2004,Bristol,CARL D PERKINS VOC    TECH  EDUC  ACT,106744.0
2004,Bristol,CHILD NUTRITION STATE MATCHING GRANT,39447.0
2004,Bristol,EARLY READING SUCCESS,539048.0
2004,Bristol,EDUCATION EQUALIZATION,33288798.0
2004,Bristol,EXTENDED SCHOOL HOURS,165867.0
2004,Bristol,FAMILY RESOURCE CENTER PGM,155950.0
2004,Bristol,GENERAL IMPROVEMENTS TO SCHOOL BUILDINGS,379944.0
2004,Bristol,IDEA PART B  SECTION,1283590.0
2004,Bristol,IDEA SLIVER GRANT,50000.0
2004,Bristol,INTERDISTRICT COOPERATIVE,120000.0
2004,Bristol,NAN,209184.78
2004,Bristol,NATIONAL SCHOOL LUNCH,454999.55
2004,Bristol,NONPUBLIC HEALTH SERVICES,176213.0
2004,Bristol,OPEN CHOICE,132152.0
2004,Bristol,PRIORITY SCHOOL DISTRICTS,848971.0
2004,Bristol,QUALITY ENHANCEMENT GRANT,31815.0
2004,Bristol,SCHOOL ACCOUNTABILITY   SUMMER SCHOOL,130851.0
2004,Bristol,SCHOOL BREAKFAST PROGRAM,69480.0
2004,Bristol,SCHOOL READINESS,1100027.0
2004,Bristol,SPEC ED AG  PLACEMENTS   EXCESS COST,973390.0
2004,Bristol,SPECIAL MILK PROGRAM FOR CHILDREN,6370.0
2004,Bristol,STATE SCHOOL BREAKFAST,17797.0
2004,Bristol,TITLE I IMPROVING BASIC PROGRAMS,928562.0
2004,Bristol,TITLE II PART A TEACHERS,333753.0
2004,Bristol,TITLE II PART D TECHNOLOGY,21833.0
2004,Bristol,TITLE III PART A ENGLISH LANG  ACQUIS,34215.0
2004,Bristol,TITLE IV   SAFE   DRUG FREE SCHOOLS,34941.0
2004,Bristol,TITLE V INNOVATIVE EDUCATION STRATEGIES,35000.0
2004,Bristol,TRANSPORTATION NONPUBLIC,150904.0
2004,Bristol,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,791450.0
2004,Bristol,YOUNG PARENTS PROGRAM,15822.0
2004,Bristol,YOUTH SERVICE BUREAU,46173.0
2004,Brookfield,ADULT EDUCATION   COOPERATIVE,1901.0
2004,Brookfield,CHILD NUTRITION STATE MATCHING GRANT,9422.0
2004,Brookfield,EDUCATION EQUALIZATION,1106544.0
2004,Brookfield,IDEA PART B  SECTION,419701.0
2004,Brookfield,NAN,21602.71
2004,Brookfield,NATIONAL SCHOOL LUNCH,42267.03
2004,Brookfield,NONPUBLIC HEALTH SERVICES,4067.0
2004,Brookfield,SPEC ED AG  PLACEMENTS   EXCESS COST,141821.0
2004,Brookfield,TITLE I IMPROVING BASIC PROGRAMS,90614.0
2004,Brookfield,TITLE II PART A TEACHERS,56994.0
2004,Brookfield,TITLE II PART D TECHNOLOGY,1999.0
2004,Brookfield,TITLE IV   SAFE   DRUG FREE SCHOOLS,8903.0
2004,Brookfield,TITLE V INNOVATIVE EDUCATION STRATEGIES,9771.0
2004,Brookfield,TRANSPORTATION NONPUBLIC,3577.0
2004,Brookfield,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,62269.0
2004,Brooklyn,ADULT EDUCATION   COOPERATIVE,20250.0
2004,Brooklyn,CHILD NUTRITION STATE MATCHING GRANT,3949.0
2004,Brooklyn,EDUCATION EQUALIZATION,5657923.0
2004,Brooklyn,IDEA PART B  SECTION,189555.0
2004,Brooklyn,IDEA SLIVER GRANT,11500.0
2004,Brooklyn,NAN,18609.2
2004,Brooklyn,NATIONAL SCHOOL LUNCH,42758.35
2004,Brooklyn,SCHOOL BREAKFAST PROGRAM,14985.0
2004,Brooklyn,SCHOOL READINESS  SEVERE NEED SCHOOLS,100000.0
2004,Brooklyn,SPEC ED AG  PLACEMENTS   EXCESS COST,231004.0
2004,Brooklyn,TITLE I IMPROVING BASIC PROGRAMS,259974.0
2004,Brooklyn,TITLE II  D  ENHANC  EDUC  THRU TECH,22070.0
2004,Brooklyn,TITLE II PART A TEACHERS,48569.0
2004,Brooklyn,TITLE II PART D TECHNOLOGY,6101.0
2004,Brooklyn,TITLE IV   SAFE   DRUG FREE SCHOOLS,7155.0
2004,Brooklyn,TITLE V INNOVATIVE EDUCATION STRATEGIES,10841.0
2004,Brooklyn,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,249950.0
2004,Canterbury,ADULT EDUCATION   COOPERATIVE,9417.0
2004,Canterbury,CHILD NUTRITION STATE MATCHING GRANT,3240.0
2004,Canterbury,EDUCATION EQUALIZATION,4021842.0
2004,Canterbury,IDEA PART B  SECTION,172007.0
2004,Canterbury,NAN,7788.55
2004,Canterbury,NATIONAL SCHOOL LUNCH,21685.8
2004,Canterbury,PRIMARY MENTAL HEALTH,16090.0
2004,Canterbury,SPEC ED AG  PLACEMENTS   EXCESS COST,55257.0
2004,Canterbury,TITLE I IMPROVING BASIC PROGRAMS,67424.0
2004,Canterbury,TITLE II PART A TEACHERS,26792.0
2004,Canterbury,TITLE II PART D TECHNOLOGY,2908.0
2004,Canterbury,TITLE IV   SAFE   DRUG FREE SCHOOLS,4210.0
2004,Canterbury,TITLE V INNOVATIVE EDUCATION STRATEGIES,6483.0
2004,Canterbury,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,160151.0
2004,Canton,ADULT EDUCATION   COOPERATIVE,1578.0
2004,Canton,CHILD NUTRITION STATE MATCHING GRANT,4354.0
2004,Canton,EDUCATION EQUALIZATION,2282972.0
2004,Canton,IDEA PART B  SECTION,207462.0
2004,Canton,NAN,8100.95
2004,Canton,NATIONAL SCHOOL LUNCH,17872.69
2004,Canton,OPEN CHOICE,79668.0
2004,Canton,SCHOOL BREAKFAST PROGRAM,7248.0
2004,Canton,SPEC ED AG  PLACEMENTS   EXCESS COST,32054.0
2004,Canton,TITLE I IMPROVING BASIC PROGRAMS,69536.0
2004,Canton,TITLE II  D  ENHANC  EDUC  THRU TECH,3500.0
2004,Canton,TITLE II PART A TEACHERS,27326.0
2004,Canton,TITLE II PART D TECHNOLOGY,2000.0
2004,Canton,TITLE IV   SAFE   DRUG FREE SCHOOLS,3200.0
2004,Canton,TITLE V INNOVATIVE EDUCATION STRATEGIES,4350.0
2004,Canton,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,115483.0
2004,Canton,YOUTH SERVICE BUREAU,14000.0
2004,Cheshire,ADULT EDUCATION   PROVIDER,18928.0
2004,Cheshire,CARL D PERKINS VOC    TECH  EDUC  ACT,31290.0
2004,Cheshire,CHILD NUTRITION STATE MATCHING GRANT,18189.0
2004,Cheshire,EDUCATION EQUALIZATION,7057649.0
2004,Cheshire,IDEA PART B  SECTION,598121.0
2004,Cheshire,INTERDISTRICT COOPERATIVE,75890.0
2004,Cheshire,MAGNET SCHOOL TRANSPORTATION,11300.0
2004,Cheshire,NAN,31941.25
2004,Cheshire,NATIONAL SCHOOL LUNCH,77404.78
2004,Cheshire,NONPUBLIC HEALTH SERVICES,16762.0
2004,Cheshire,OPEN CHOICE,51318.0
2004,Cheshire,PRIMARY MENTAL HEALTH,15555.0
2004,Cheshire,SPEC ED AG  PLACEMENTS   EXCESS COST,237843.0
2004,Cheshire,TITLE II PART A TEACHERS,58525.0
2004,Cheshire,TITLE IV   SAFE   DRUG FREE SCHOOLS,10342.0
2004,Cheshire,TITLE V INNOVATIVE EDUCATION STRATEGIES,15930.0
2004,Cheshire,TRANSPORTATION NONPUBLIC,22223.0
2004,Cheshire,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,239278.0
2004,Cheshire,YOUTH SERVICE BUREAU,17474.0
2004,Clinton,ADULT EDUCATION   COOPERATIVE,3265.0
2004,Clinton,CARL D PERKINS VOC    TECH  EDUC  ACT,20935.0
2004,Clinton,CHILD NUTRITION STATE MATCHING GRANT,7941.0
2004,Clinton,EDUCATION EQUALIZATION,5519025.0
2004,Clinton,IDEA PART B  SECTION,374906.0
2004,Clinton,NAN,35595.22
2004,Clinton,NATIONAL SCHOOL LUNCH,37801.76
2004,Clinton,SPEC ED AG  PLACEMENTS   EXCESS COST,312377.0
2004,Clinton,TITLE I IMPROVING BASIC PROGRAMS,190359.0
2004,Clinton,TITLE II PART A TEACHERS,54552.0
2004,Clinton,TITLE II PART D TECHNOLOGY,2734.0
2004,Clinton,TITLE IV   SAFE   DRUG FREE SCHOOLS,8377.0
2004,Clinton,TITLE V INNOVATIVE EDUCATION STRATEGIES,8827.0
2004,Clinton,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,168247.0
2004,Clinton,YOUTH SERVICE BUREAU,14000.0
2004,Colchester,ADULT EDUCATION   COOPERATIVE,18844.0
2004,Colchester,CARL D PERKINS VOC    TECH  EDUC  ACT,21153.0
2004,Colchester,CHILD NUTRITION STATE MATCHING GRANT,7077.0
2004,Colchester,EDUCATION EQUALIZATION,10960227.0
2004,Colchester,IDEA PART B  SECTION,286861.0
2004,Colchester,MAGNET SCHOOL TRANSPORTATION,8400.0
2004,Colchester,NAN,18057.87
2004,Colchester,NATIONAL SCHOOL LUNCH,48625.99
2004,Colchester,SCHOOL BREAKFAST PROGRAM,7846.0
2004,Colchester,SPEC ED AG  PLACEMENTS   EXCESS COST,526955.0
2004,Colchester,SPECIAL MILK PROGRAM FOR CHILDREN,7142.0
2004,Colchester,TITLE I IMPROVING BASIC PROGRAMS,97687.0
2004,Colchester,TITLE II  D  ENHANC  EDUC  THRU TECH,10000.0
2004,Colchester,TITLE II PART A TEACHERS,81709.0
2004,Colchester,TITLE II PART D TECHNOLOGY,3682.0
2004,Colchester,TITLE IV   SAFE   DRUG FREE SCHOOLS,4132.0
2004,Colchester,TITLE V INNOVATIVE EDUCATION STRATEGIES,9793.0
2004,Colchester,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,402204.0
2004,Colchester,YOUTH SERVICE BUREAU,18329.0
2004,Columbia,ADULT EDUCATION   COOPERATIVE,1347.0
2004,Columbia,CHILD NUTRITION STATE MATCHING GRANT,2728.0
2004,Columbia,EDUCATION EQUALIZATION,1987407.0
2004,Columbia,IDEA PART B  SECTION,97403.0
2004,Columbia,NAN,5223.05
2004,Columbia,NATIONAL SCHOOL LUNCH,13968.05
2004,Columbia,SPEC ED AG  PLACEMENTS   EXCESS COST,68145.0
2004,Columbia,TITLE I IMPROVING BASIC PROGRAMS,36928.0
2004,Columbia,TITLE II PART A TEACHERS,16249.0
2004,Columbia,TITLE II PART D TECHNOLOGY,722.0
2004,Columbia,TITLE IV   SAFE   DRUG FREE SCHOOLS,1567.0
2004,Columbia,TITLE V INNOVATIVE EDUCATION STRATEGIES,4027.0
2004,Columbia,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,86782.0
2004,Coventry,ADULT EDUCATION   COOPERATIVE,8973.0
2004,Coventry,CARL D  PERKINS VOC    TECH  EDUC  ACT,92696.0
2004,Coventry,CHILD NUTRITION STATE MATCHING GRANT,11191.0
2004,Coventry,EDUCATION EQUALIZATION,7286420.0
2004,Coventry,IDEA PART B  SECTION,256056.0
2004,Coventry,MAGNET SCHOOL TRANSPORTATION,12000.0
2004,Coventry,NAN,27209.35
2004,Coventry,NATIONAL SCHOOL LUNCH,68339.20999999999
2004,Coventry,SCHOOL BREAKFAST PROGRAM,19350.0
2004,Coventry,SPEC ED AG  PLACEMENTS   EXCESS COST,189287.0
2004,Coventry,SPECIAL MILK PROGRAM FOR CHILDREN,2196.0
2004,Coventry,TITLE I IMPROVING BASIC PROGRAMS,94440.0
2004,Coventry,TITLE II PART A TEACHERS,35331.0
2004,Coventry,TITLE II PART D TECHNOLOGY,2270.0
2004,Coventry,TITLE IV   SAFE   DRUG FREE SCHOOLS,5330.0
2004,Coventry,TITLE V INNOVATIVE EDUCATION STRATEGIES,9564.0
2004,Coventry,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,288385.0
2004,Coventry,YOUTH SERVICE BUREAU,14465.0
2004,Cromwell,ADULT EDUCATION   COOPERATIVE,13780.0
2004,Cromwell,CHILD NUTRITION STATE MATCHING GRANT,7130.0
2004,Cromwell,EDUCATION EQUALIZATION,3000865.0
2004,Cromwell,IDEA PART B  SECTION,281220.0
2004,Cromwell,NAN,16811.9
2004,Cromwell,NATIONAL SCHOOL LUNCH,47495.8
2004,Cromwell,OPEN CHOICE,28000.0
2004,Cromwell,SPEC ED AG  PLACEMENTS   EXCESS COST,79895.0
2004,Cromwell,SPECIAL MILK PROGRAM FOR CHILDREN,1391.0
2004,Cromwell,TITLE I IMPROVING BASIC PROGRAMS,237445.0
2004,Cromwell,TITLE II PART A TEACHERS,74107.0
2004,Cromwell,TITLE II PART D TECHNOLOGY,7419.0
2004,Cromwell,TITLE IV   SAFE   DRUG FREE SCHOOLS,8577.0
2004,Cromwell,TITLE V INNOVATIVE EDUCATION STRATEGIES,9567.0
2004,Cromwell,TRANSPORTATION OF SCHOOL CHILDREN PUBLIC,99981.0
2004,Cromwell,YOUTH SERVICE BUREAU,14000.0
2004,Danbury,ADULT EDUC COOPERATING ELIGIBLE ENTITY,14914.0
2004,Danbury,ADULT EDUCATION,157700.0
2004,Danbury,ADULT EDUCATION   PROVIDER,90561.0
