City,report_year,index,Assignment Category,Educator Type,FTE Count,OrganizationCode,OrganizationType,Education spending,Enrollment
ANDOVER,2009,Andover School District,Instructional Specialists Who Support Teachers,Certified,1.4,0010011,Public School Districts,8056856.0,641.76
ANDOVER,2009,Andover School District,Library/Media - Specialists (Certified),Certified,1.0,0010011,Public School Districts,8056856.0,641.76
ANSONIA,2009,Ansonia School District,Administrators  Coordinators and Department Chairs - School Level,Certified,9.0,0020011,Public School Districts,31520992.0,2854.78
ANSONIA,2009,Ansonia School District,General Education - Teachers and Instructors,Certified,152.0,0020011,Public School Districts,31520992.0,2854.78
ANSONIA,2009,Ansonia School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,54.7,0020011,Public School Districts,31520992.0,2854.78
ANSONIA,2009,Ansonia School District,Library/Media - Support Staff,Non-Certified,4.0,0020011,Public School Districts,31520992.0,2854.78
ANSONIA,2009,Ansonia School District,School Nurses,Non-Certified,4.4,0020011,Public School Districts,31520992.0,2854.78
ANSONIA,2009,Ansonia School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,30.0,0020011,Public School Districts,31520992.0,2854.78
ANSONIA,2009,Ansonia School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,97.8,0020011,Public School Districts,31520992.0,2854.78
ANSONIA,2009,Ansonia School District,Special Education - Teachers and Instructors,Certified,24.0,0020011,Public School Districts,31520992.0,2854.78
ANSONIA,2009,Ansonia School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,5.0,0020011,Public School Districts,31520992.0,2854.78
ANSONIA,2009,Ansonia School District,Instructional Specialists Who Support Teachers,Certified,9.0,0020011,Public School Districts,31520992.0,2854.78
ANSONIA,2009,Ansonia School District,Library/Media - Specialists (Certified),Certified,1.0,0020011,Public School Districts,31520992.0,2854.78
ANSONIA,2009,Ansonia School District,Counselors  Social Workers  and School Psychologists,Certified,13.6,0020011,Public School Districts,31520992.0,2854.78
NORTH HAVEN,2009,Area Cooperative Educational Services,Administrators  Coordinators and Department Chairs - School Level,Certified,13.0,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,Area Cooperative Educational Services,General Education - Teachers and Instructors,Certified,136.0,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,Area Cooperative Educational Services,General Education - Paraprofessional Instructional Assistants,Non-Certified,30.1,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,Area Cooperative Educational Services,Library/Media - Support Staff,Non-Certified,0.0,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,Area Cooperative Educational Services,School Nurses,Non-Certified,4.0,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,Area Cooperative Educational Services,Special Education - Paraprofessional Instructional Assistants,Non-Certified,0.0,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,Area Cooperative Educational Services,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,69.2,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,Area Cooperative Educational Services,Special Education - Teachers and Instructors,Certified,88.3,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,Area Cooperative Educational Services,Administrators  Coordinators and Department Chairs - District Central Office,Certified,10.0,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,Area Cooperative Educational Services,Instructional Specialists Who Support Teachers,Certified,14.3,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,Area Cooperative Educational Services,Library/Media - Specialists (Certified),Certified,3.0,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,Area Cooperative Educational Services,Counselors  Social Workers  and School Psychologists,Certified,26.0,2440014,Regional Education Service Center School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,Administrators  Coordinators and Department Chairs - School Level,Certified,15.2,1010011,Public School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,General Education - Teachers and Instructors,Certified,240.6,1010011,Public School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,22.0,1010011,Public School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,Library/Media - Support Staff,Non-Certified,3.0,1010011,Public School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,School Nurses,Non-Certified,6.0,1010011,Public School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,42.5,1010011,Public School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,119.8,1010011,Public School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,Special Education - Teachers and Instructors,Certified,38.0,1010011,Public School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,5.0,1010011,Public School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,Instructional Specialists Who Support Teachers,Certified,9.1,1010011,Public School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,Library/Media - Specialists (Certified),Certified,6.6,1010011,Public School Districts,45468390.0,3846.91
NORTH HAVEN,2009,North Haven School District,Counselors  Social Workers  and School Psychologists,Certified,20.6,1010011,Public School Districts,45468390.0,3846.91
ASHFORD,2009,Ashford School District,Administrators  Coordinators and Department Chairs - School Level,Certified,3.0,0030011,Public School Districts,10816718.0,695.89
ASHFORD,2009,Ashford School District,General Education - Teachers and Instructors,Certified,39.6,0030011,Public School Districts,10816718.0,695.89
ASHFORD,2009,Ashford School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,6.5,0030011,Public School Districts,10816718.0,695.89
ASHFORD,2009,Ashford School District,Library/Media - Support Staff,Non-Certified,1.0,0030011,Public School Districts,10816718.0,695.89
ASHFORD,2009,Ashford School District,School Nurses,Non-Certified,1.2,0030011,Public School Districts,10816718.0,695.89
ASHFORD,2009,Ashford School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,12.0,0030011,Public School Districts,10816718.0,695.89
ASHFORD,2009,Ashford School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,24.2,0030011,Public School Districts,10816718.0,695.89
ASHFORD,2009,Ashford School District,Special Education - Teachers and Instructors,Certified,6.0,0030011,Public School Districts,10816718.0,695.89
ASHFORD,2009,Ashford School District,Instructional Specialists Who Support Teachers,Certified,1.9,0030011,Public School Districts,10816718.0,695.89
ASHFORD,2009,Ashford School District,Counselors  Social Workers  and School Psychologists,Certified,1.6,0030011,Public School Districts,10816718.0,695.89
AVON,2009,Avon School District,Administrators  Coordinators and Department Chairs - School Level,Certified,12.0,0040011,Public School Districts,44212809.0,3573.81
AVON,2009,Avon School District,General Education - Teachers and Instructors,Certified,216.6,0040011,Public School Districts,44212809.0,3573.81
AVON,2009,Avon School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,3.1,0040011,Public School Districts,44212809.0,3573.81
AVON,2009,Avon School District,Library/Media - Support Staff,Non-Certified,2.0,0040011,Public School Districts,44212809.0,3573.81
AVON,2009,Avon School District,School Nurses,Non-Certified,5.0,0040011,Public School Districts,44212809.0,3573.81
AVON,2009,Avon School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,82.5,0040011,Public School Districts,44212809.0,3573.81
AVON,2009,Avon School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,122.5,0040011,Public School Districts,44212809.0,3573.81
AVON,2009,Avon School District,Special Education - Teachers and Instructors,Certified,28.0,0040011,Public School Districts,44212809.0,3573.81
AVON,2009,Avon School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,4.0,0040011,Public School Districts,44212809.0,3573.81
AVON,2009,Avon School District,Instructional Specialists Who Support Teachers,Certified,11.2,0040011,Public School Districts,44212809.0,3573.81
AVON,2009,Avon School District,Library/Media - Specialists (Certified),Certified,4.0,0040011,Public School Districts,44212809.0,3573.81
AVON,2009,Avon School District,Counselors  Social Workers  and School Psychologists,Certified,15.9,0040011,Public School Districts,44212809.0,3573.81
BARKHAMSTED,2009,Barkhamsted School District,Administrators  Coordinators and Department Chairs - School Level,Certified,1.0,0050011,Public School Districts,8371378.0,676.46
BARKHAMSTED,2009,Barkhamsted School District,General Education - Teachers and Instructors,Certified,21.2,0050011,Public School Districts,8371378.0,676.46
BARKHAMSTED,2009,Barkhamsted School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,5.6,0050011,Public School Districts,8371378.0,676.46
BARKHAMSTED,2009,Barkhamsted School District,Library/Media - Support Staff,Non-Certified,0.3,0050011,Public School Districts,8371378.0,676.46
BARKHAMSTED,2009,Barkhamsted School District,School Nurses,Non-Certified,1.0,0050011,Public School Districts,8371378.0,676.46
BARKHAMSTED,2009,Barkhamsted School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,7.1,0050011,Public School Districts,8371378.0,676.46
BARKHAMSTED,2009,Barkhamsted School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,14.4,0050011,Public School Districts,8371378.0,676.46
BARKHAMSTED,2009,Barkhamsted School District,Special Education - Teachers and Instructors,Certified,2.1,0050011,Public School Districts,8371378.0,676.46
BARKHAMSTED,2009,Barkhamsted School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,0.4,0050011,Public School Districts,8371378.0,676.46
BARKHAMSTED,2009,Barkhamsted School District,Instructional Specialists Who Support Teachers,Certified,0.7,0050011,Public School Districts,8371378.0,676.46
BARKHAMSTED,2009,Barkhamsted School District,Library/Media - Specialists (Certified),Certified,1.0,0050011,Public School Districts,8371378.0,676.46
BARKHAMSTED,2009,Barkhamsted School District,Counselors  Social Workers  and School Psychologists,Certified,1.2,0050011,Public School Districts,8371378.0,676.46
BERLIN,2009,Berlin School District,Administrators  Coordinators and Department Chairs - School Level,Certified,12.0,0070011,Public School Districts,41651157.0,3266.73
BERLIN,2009,Berlin School District,General Education - Teachers and Instructors,Certified,203.7,0070011,Public School Districts,41651157.0,3266.73
BERLIN,2009,Berlin School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,20.6,0070011,Public School Districts,41651157.0,3266.73
BERLIN,2009,Berlin School District,Library/Media - Support Staff,Non-Certified,5.1,0070011,Public School Districts,41651157.0,3266.73
BERLIN,2009,Berlin School District,School Nurses,Non-Certified,5.5,0070011,Public School Districts,41651157.0,3266.73
BERLIN,2009,Berlin School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,43.9,0070011,Public School Districts,41651157.0,3266.73
BERLIN,2009,Berlin School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,118.3,0070011,Public School Districts,41651157.0,3266.73
BERLIN,2009,Berlin School District,Special Education - Teachers and Instructors,Certified,36.2,0070011,Public School Districts,41651157.0,3266.73
BERLIN,2009,Berlin School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,6.0,0070011,Public School Districts,41651157.0,3266.73
BERLIN,2009,Berlin School District,Instructional Specialists Who Support Teachers,Certified,11.3,0070011,Public School Districts,41651157.0,3266.73
BERLIN,2009,Berlin School District,Library/Media - Specialists (Certified),Certified,4.8,0070011,Public School Districts,41651157.0,3266.73
BERLIN,2009,Berlin School District,Counselors  Social Workers  and School Psychologists,Certified,17.8,0070011,Public School Districts,41651157.0,3266.73
BETHANY,2009,Bethany School District,Administrators  Coordinators and Department Chairs - School Level,Certified,2.0,0080011,Public School Districts,15045677.0,1074.55
BETHANY,2009,Bethany School District,General Education - Teachers and Instructors,Certified,38.9,0080011,Public School Districts,15045677.0,1074.55
BETHANY,2009,Bethany School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,3.8,0080011,Public School Districts,15045677.0,1074.55
BETHANY,2009,Bethany School District,Library/Media - Support Staff,Non-Certified,1.7,0080011,Public School Districts,15045677.0,1074.55
BETHANY,2009,Bethany School District,School Nurses,Non-Certified,1.0,0080011,Public School Districts,15045677.0,1074.55
BETHANY,2009,Bethany School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,15.7,0080011,Public School Districts,15045677.0,1074.55
BETHANY,2009,Bethany School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,22.5,0080011,Public School Districts,15045677.0,1074.55
BETHANY,2009,Bethany School District,Special Education - Teachers and Instructors,Certified,6.0,0080011,Public School Districts,15045677.0,1074.55
BETHANY,2009,Bethany School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,1.0,0080011,Public School Districts,15045677.0,1074.55
BETHANY,2009,Bethany School District,Instructional Specialists Who Support Teachers,Certified,1.0,0080011,Public School Districts,15045677.0,1074.55
BETHANY,2009,Bethany School District,Counselors  Social Workers  and School Psychologists,Certified,2.4,0080011,Public School Districts,15045677.0,1074.55
BETHEL,2009,Bethel School District,Administrators  Coordinators and Department Chairs - School Level,Certified,11.3,0090011,Public School Districts,39762463.0,3102.17
BETHEL,2009,Bethel School District,General Education - Teachers and Instructors,Certified,207.8,0090011,Public School Districts,39762463.0,3102.17
BETHEL,2009,Bethel School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,20.0,0090011,Public School Districts,39762463.0,3102.17
BETHEL,2009,Bethel School District,Library/Media - Support Staff,Non-Certified,5.0,0090011,Public School Districts,39762463.0,3102.17
BETHEL,2009,Bethel School District,School Nurses,Non-Certified,6.0,0090011,Public School Districts,39762463.0,3102.17
BETHEL,2009,Bethel School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,34.0,0090011,Public School Districts,39762463.0,3102.17
BETHEL,2009,Bethel School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,123.0,0090011,Public School Districts,39762463.0,3102.17
BETHEL,2009,Bethel School District,Special Education - Teachers and Instructors,Certified,34.6,0090011,Public School Districts,39762463.0,3102.17
BETHEL,2009,Bethel School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,5.3,0090011,Public School Districts,39762463.0,3102.17
BETHEL,2009,Bethel School District,Instructional Specialists Who Support Teachers,Certified,6.9,0090011,Public School Districts,39762463.0,3102.17
BETHEL,2009,Bethel School District,Library/Media - Specialists (Certified),Certified,5.0,0090011,Public School Districts,39762463.0,3102.17
BETHEL,2009,Bethel School District,Counselors  Social Workers  and School Psychologists,Certified,16.7,0090011,Public School Districts,39762463.0,3102.17
BLOOMFIELD,2009,Bloomfield School District,Administrators  Coordinators and Department Chairs - School Level,Certified,12.0,0110011,Public School Districts,40453351.0,2556.5
BLOOMFIELD,2009,Bloomfield School District,General Education - Teachers and Instructors,Certified,170.8,0110011,Public School Districts,40453351.0,2556.5
BLOOMFIELD,2009,Bloomfield School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,31.0,0110011,Public School Districts,40453351.0,2556.5
BLOOMFIELD,2009,Bloomfield School District,Library/Media - Support Staff,Non-Certified,5.0,0110011,Public School Districts,40453351.0,2556.5
BLOOMFIELD,2009,Bloomfield School District,School Nurses,Non-Certified,6.0,0110011,Public School Districts,40453351.0,2556.5
BLOOMFIELD,2009,Bloomfield School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,28.0,0110011,Public School Districts,40453351.0,2556.5
BLOOMFIELD,2009,Bloomfield School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,174.0,0110011,Public School Districts,40453351.0,2556.5
BLOOMFIELD,2009,Bloomfield School District,Special Education - Teachers and Instructors,Certified,26.3,0110011,Public School Districts,40453351.0,2556.5
BLOOMFIELD,2009,Bloomfield School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,6.5,0110011,Public School Districts,40453351.0,2556.5
BLOOMFIELD,2009,Bloomfield School District,Instructional Specialists Who Support Teachers,Certified,11.7,0110011,Public School Districts,40453351.0,2556.5
BLOOMFIELD,2009,Bloomfield School District,Library/Media - Specialists (Certified),Certified,2.0,0110011,Public School Districts,40453351.0,2556.5
BLOOMFIELD,2009,Bloomfield School District,Counselors  Social Workers  and School Psychologists,Certified,21.0,0110011,Public School Districts,40453351.0,2556.5
BOLTON,2009,Bolton School District,Administrators  Coordinators and Department Chairs - School Level,Certified,3.0,0120011,Public School Districts,12675559.0,843.82
BOLTON,2009,Bolton School District,General Education - Teachers and Instructors,Certified,67.4,0120011,Public School Districts,12675559.0,843.82
BOLTON,2009,Bolton School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,5.8,0120011,Public School Districts,12675559.0,843.82
BOLTON,2009,Bolton School District,Library/Media - Support Staff,Non-Certified,2.4,0120011,Public School Districts,12675559.0,843.82
BOLTON,2009,Bolton School District,School Nurses,Non-Certified,2.0,0120011,Public School Districts,12675559.0,843.82
BOLTON,2009,Bolton School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,20.9,0120011,Public School Districts,12675559.0,843.82
BOLTON,2009,Bolton School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,41.6,0120011,Public School Districts,12675559.0,843.82
BOLTON,2009,Bolton School District,Special Education - Teachers and Instructors,Certified,6.6,0120011,Public School Districts,12675559.0,843.82
BOLTON,2009,Bolton School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,3.0,0120011,Public School Districts,12675559.0,843.82
BOLTON,2009,Bolton School District,Instructional Specialists Who Support Teachers,Certified,4.0,0120011,Public School Districts,12675559.0,843.82
BOLTON,2009,Bolton School District,Library/Media - Specialists (Certified),Certified,2.0,0120011,Public School Districts,12675559.0,843.82
BOLTON,2009,Bolton School District,Counselors  Social Workers  and School Psychologists,Certified,5.9,0120011,Public School Districts,12675559.0,843.82
BOZRAH,2009,Bozrah School District,Administrators  Coordinators and Department Chairs - School Level,Certified,0.8,0130011,Public School Districts,5320790.0,391.67
BOZRAH,2009,Bozrah School District,General Education - Teachers and Instructors,Certified,18.5,0130011,Public School Districts,5320790.0,391.67
BOZRAH,2009,Bozrah School District,General Education - Paraprofessional Instructional Assistants,Non-Certified,0.0,0130011,Public School Districts,5320790.0,391.67
BOZRAH,2009,Bozrah School District,Library/Media - Support Staff,Non-Certified,1.0,0130011,Public School Districts,5320790.0,391.67
BOZRAH,2009,Bozrah School District,School Nurses,Non-Certified,1.0,0130011,Public School Districts,5320790.0,391.67
BOZRAH,2009,Bozrah School District,Special Education - Paraprofessional Instructional Assistants,Non-Certified,4.0,0130011,Public School Districts,5320790.0,391.67
BOZRAH,2009,Bozrah School District,Other Staff Providing Non-Instructional Services/Support,Certified/Non-Certified,13.4,0130011,Public School Districts,5320790.0,391.67
BOZRAH,2009,Bozrah School District,Special Education - Teachers and Instructors,Certified,4.0,0130011,Public School Districts,5320790.0,391.67
BOZRAH,2009,Bozrah School District,Administrators  Coordinators and Department Chairs - District Central Office,Certified,0.4,0130011,Public School Districts,5320790.0,391.67
BOZRAH,2009,Bozrah School District,Instructional Specialists Who Support Teachers,Certified,1.0,0130011,Public School Districts,5320790.0,391.67
