"FTE Staffing Report for 2001-02"

"District","Assignment Category","Educator Type","FTE Count"
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",39.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",54.1
="Bethany School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0
="Bethel School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
,="Library/Media - Support Staff",="Non-Certified",6.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",52.0
="Bloomfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",51.0
="Bolton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.0
="Bozrah School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.2
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.8
="Branford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.6
,="Library/Media - Support Staff",="Non-Certified",4.1
,="School Nurses",="Non-Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",58.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",157.4
="Bridgeport School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",165.0
,="Library/Media - Support Staff",="Non-Certified",18.2
,="School Nurses",="Non-Certified",29.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",107.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",752.1
="Bristol School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Library/Media - Support Staff",="Non-Certified",15.0
,="School Nurses",="Non-Certified",13.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",104.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",331.0
="Brookfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",5.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",52.5
="Brooklyn School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.7
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.0
="Canaan School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.0
="Canterbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5
="Canton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.2
,="Library/Media - Support Staff",="Non-Certified",2.9
,="School Nurses",="Non-Certified",3.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",32.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",30.6
="Capitol Region Education Council",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",41.4
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",137.3
="Chaplin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.6
="Cheshire School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0
,="Library/Media - Support Staff",="Non-Certified",14.5
,="School Nurses",="Non-Certified",7.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",64.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",124.2
="Chester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0
="Clinton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.9
,="Library/Media - Support Staff",="Non-Certified",2.7
,="School Nurses",="Non-Certified",4.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",47.2
="Colchester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",3.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",38.7
="Colebrook School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.7
,="Library/Media - Support Staff",="Non-Certified",0.6
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.9
="Columbia School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.8
="Common Ground High School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.0
="Connecticut Technical Education and Career System",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",18.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",277.1
="Cooperative Educational Services",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.3
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.4
="Cornwall School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.3
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.5
="Coventry School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",37.3
="Cromwell School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.5
,="Library/Media - Support Staff",="Non-Certified",3.1
,="School Nurses",="Non-Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",40.0
="Danbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",74.8
,="Library/Media - Support Staff",="Non-Certified",10.2
,="School Nurses",="Non-Certified",17.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",50.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",148.2
="Darien School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",37.2
,="Library/Media - Support Staff",="Non-Certified",7.1
,="School Nurses",="Non-Certified",10.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",81.3
="Deep River School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.2
,="Library/Media - Support Staff",="Non-Certified",0.5
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3
="Derby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.8
="East Granby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.9
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.3
="East Haddam School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",3.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",29.9
="East Hampton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.1
,="Library/Media - Support Staff",="Non-Certified",3.8
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",35.3
="East Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",36.0
,="Library/Media - Support Staff",="Non-Certified",13.0
,="School Nurses",="Non-Certified",16.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",87.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",132.5
="East Haven School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.5
,="Library/Media - Support Staff",="Non-Certified",5.5
,="School Nurses",="Non-Certified",9.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",83.4
="East Lyme School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.1
,="Library/Media - Support Staff",="Non-Certified",5.6
,="School Nurses",="Non-Certified",4.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",49.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",119.1
="East Windsor School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Library/Media - Support Staff",="Non-Certified",2.1
,="School Nurses",="Non-Certified",1.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.0
="Eastern Connecticut Regional Educational Service Center (EASTCONN)",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",104.5
="Eastford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.5
="Easton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Library/Media - Support Staff",="Non-Certified",3.2
,="School Nurses",="Non-Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.2
="EdAdvance",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",70.5
="Ellington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.7
,="Library/Media - Support Staff",="Non-Certified",5.4
,="School Nurses",="Non-Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",44.7
="Enfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.8
,="Library/Media - Support Staff",="Non-Certified",13.5
,="School Nurses",="Non-Certified",18.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",173.4
="Essex School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.7
="Explorations District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.1
="Fairfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",53.7
,="Library/Media - Support Staff",="Non-Certified",17.5
,="School Nurses",="Non-Certified",15.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",111.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",258.4
="Farmington School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.2
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",5.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",79.2
="Franklin School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.6
="Glastonbury School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",56.0
,="Library/Media - Support Staff",="Non-Certified",10.5
,="School Nurses",="Non-Certified",11.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",90.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",123.0
="Granby School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",38.0
="Greenwich School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",56.5
,="Library/Media - Support Staff",="Non-Certified",18.5
,="School Nurses",="Non-Certified",16.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",147.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",246.2
="Griswold School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.7
,="Library/Media - Support Staff",="Non-Certified",1.5
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",40.6
="Groton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",35.8
,="Library/Media - Support Staff",="Non-Certified",14.6
,="School Nurses",="Non-Certified",13.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",101.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",132.8
="Guilford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.3
,="Library/Media - Support Staff",="Non-Certified",2.6
,="School Nurses",="Non-Certified",5.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",55.2
="Hamden School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",15.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",47.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",160.0
="Hampton School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.6
="Hartford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",492.5
,="Library/Media - Support Staff",="Non-Certified",16.0
,="School Nurses",="Non-Certified",38.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",166.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",798.5
="Hartland School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.3
="Hebron School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Library/Media - Support Staff",="Non-Certified",2.8
,="School Nurses",="Non-Certified",0.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.4
="Highville Mustard Seed Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.3
="Integrated Day Charter School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.4
,="Library/Media - Support Staff",="Non-Certified",1.6
,="School Nurses",="Non-Certified",1.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.2
="Interdistrict School for Arts and Comm District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",1.9
="Jumoke Academy District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.5
="Kent School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.3
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.8
="Killingly School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",87.6
="Learn",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.3
,="Library/Media - Support Staff",="Non-Certified",4.6
,="School Nurses",="Non-Certified",0.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",83.5
="Lebanon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",28.0
="Ledyard School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.8
,="Library/Media - Support Staff",="Non-Certified",5.1
,="School Nurses",="Non-Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",24.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",39.5
="Lisbon School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5
="Litchfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.6
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.5
="Madison School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",31.2
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",53.5
="Manchester School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",59.1
,="Library/Media - Support Staff",="Non-Certified",11.1
,="School Nurses",="Non-Certified",16.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",102.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",197.4
="Mansfield School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.4
,="Library/Media - Support Staff",="Non-Certified",6.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.5
="Marlborough School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.9
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0
="Meriden School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",99.5
,="Library/Media - Support Staff",="Non-Certified",3.4
,="School Nurses",="Non-Certified",14.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",177.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",163.5
="Middletown School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.0
,="Library/Media - Support Staff",="Non-Certified",8.4
,="School Nurses",="Non-Certified",13.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",84.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",122.0
="Milford School District",="General Education - Paraprofessional Instructional Assistants",="Non-Certified",50.2
,="Library/Media - Support Staff",="Non-Certified",10.9
,="School Nurses",="Non-Certified",18.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",116.5
