"FTE Staffing Report for 2008-09"

"District","Assignment Category","Educator Type","FTE Count"
,="Special Education - Teachers and Instructors",="Certified",88.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",10.0
,="Instructional Specialists Who Support Teachers",="Certified",14.3
,="Library/Media - Specialists (Certified)",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",26.0
="Ashford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",39.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.2
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Instructional Specialists Who Support Teachers",="Certified",1.9
,="Counselors  Social Workers  and School Psychologists",="Certified",1.6
="Avon School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",216.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.1
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",82.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",122.5
,="Special Education - Teachers and Instructors",="Certified",28.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",11.2
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Counselors  Social Workers  and School Psychologists",="Certified",15.9
="Barkhamsted School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",21.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6
,="Library/Media - Support Staff",="Non-Certified",0.3
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.4
,="Special Education - Teachers and Instructors",="Certified",2.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Instructional Specialists Who Support Teachers",="Certified",0.7
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.2
="Berlin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",203.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.6
,="Library/Media - Support Staff",="Non-Certified",5.1
,="School Nurses",="Non-Certified",5.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",118.3
,="Special Education - Teachers and Instructors",="Certified",36.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Instructional Specialists Who Support Teachers",="Certified",11.3
,="Library/Media - Specialists (Certified)",="Certified",4.8
,="Counselors  Social Workers  and School Psychologists",="Certified",17.8
="Bethany School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",38.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
,="Library/Media - Support Staff",="Non-Certified",1.7
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.5
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.4
="Bethel School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.3
,="General Education - Teachers and Instructors",="Certified",207.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",123.0
,="Special Education - Teachers and Instructors",="Certified",34.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.3
,="Instructional Specialists Who Support Teachers",="Certified",6.9
,="Library/Media - Specialists (Certified)",="Certified",5.0
,="Counselors  Social Workers  and School Psychologists",="Certified",16.7
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",170.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",31.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",174.0
,="Special Education - Teachers and Instructors",="Certified",26.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.5
,="Instructional Specialists Who Support Teachers",="Certified",11.7
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",21.0
="Bolton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",67.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.8
,="Library/Media - Support Staff",="Non-Certified",2.4
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",20.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",41.6
,="Special Education - Teachers and Instructors",="Certified",6.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",5.9
="Bozrah School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",0.8
,="General Education - Teachers and Instructors",="Certified",18.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.4
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.4
="Branford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.8
,="General Education - Teachers and Instructors",="Certified",245.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.2
,="Library/Media - Support Staff",="Non-Certified",3.4
,="School Nurses",="Non-Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",56.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",164.3
,="Special Education - Teachers and Instructors",="Certified",31.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",7.9
,="Library/Media - Specialists (Certified)",="Certified",7.0
,="Counselors  Social Workers  and School Psychologists",="Certified",19.0
="Bridgeport Achievement First District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",11.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.6
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",67.0
,="General Education - Teachers and Instructors",="Certified",1204.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",145.0
,="Library/Media - Support Staff",="Non-Certified",18.0
,="School Nurses",="Non-Certified",27.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",186.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",845.5
,="Special Education - Teachers and Instructors",="Certified",222.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",29.0
,="Instructional Specialists Who Support Teachers",="Certified",77.9
,="Library/Media - Specialists (Certified)",="Certified",30.0
,="Counselors  Social Workers  and School Psychologists",="Certified",125.2
="Bristol School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",29.0
,="General Education - Teachers and Instructors",="Certified",521.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.9
,="Library/Media - Support Staff",="Non-Certified",14.0
,="School Nurses",="Non-Certified",16.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",112.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",365.6
,="Special Education - Teachers and Instructors",="Certified",78.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",19.1
,="Instructional Specialists Who Support Teachers",="Certified",35.4
,="Library/Media - Specialists (Certified)",="Certified",5.8
,="Counselors  Social Workers  and School Psychologists",="Certified",36.2
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.2
,="General Education - Teachers and Instructors",="Certified",182.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.6
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",7.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",54.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",120.5
,="Special Education - Teachers and Instructors",="Certified",18.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.6
,="Instructional Specialists Who Support Teachers",="Certified",7.3
,="Library/Media - Specialists (Certified)",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",13.0
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.0
,="General Education - Teachers and Instructors",="Certified",61.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.7
,="Library/Media - Support Staff",="Non-Certified",1.1
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",41.9
,="Special Education - Teachers and Instructors",="Certified",5.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",4.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",11.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.8
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Instructional Specialists Who Support Teachers",="Certified",0.4
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",40.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.7
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",34.9
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.4
,="General Education - Teachers and Instructors",="Certified",102.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.1
,="Library/Media - Support Staff",="Non-Certified",4.6
,="School Nurses",="Non-Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",86.3
,="Special Education - Teachers and Instructors",="Certified",14.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",5.6
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",9.6
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",26.8
,="General Education - Teachers and Instructors",="Certified",235.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",131.9
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",9.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",301.8
,="Special Education - Teachers and Instructors",="Certified",113.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",12.8
,="Instructional Specialists Who Support Teachers",="Certified",27.1
,="Library/Media - Specialists (Certified)",="Certified",3.8
,="Counselors  Social Workers  and School Psychologists",="Certified",35.2
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",18.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.8
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.2
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Charter School for Young Children on Asylum Hill District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",8.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",19.6
,="General Education - Teachers and Instructors",="Certified",299.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",38.1
,="Library/Media - Support Staff",="Non-Certified",12.5
,="School Nurses",="Non-Certified",7.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",87.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",181.5
,="Special Education - Teachers and Instructors",="Certified",45.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Instructional Specialists Who Support Teachers",="Certified",11.7
,="Library/Media - Specialists (Certified)",="Certified",7.2
,="Counselors  Social Workers  and School Psychologists",="Certified",22.5
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",25.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.6
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.6
,="Instructional Specialists Who Support Teachers",="Certified",0.9
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.1
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.6
,="General Education - Teachers and Instructors",="Certified",150.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.8
,="Library/Media - Support Staff",="Non-Certified",2.4
,="School Nurses",="Non-Certified",3.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",79.2
,="Special Education - Teachers and Instructors",="Certified",26.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.5
,="Instructional Specialists Who Support Teachers",="Certified",7.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Counselors  Social Workers  and School Psychologists",="Certified",12.0
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
,="General Education - Teachers and Instructors",="Certified",205.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.8
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",50.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",91.0
,="Special Education - Teachers and Instructors",="Certified",27.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",14.6
,="Library/Media - Specialists (Certified)",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",17.6
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",8.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.7
,="Special Education - Teachers and Instructors",="Certified",1.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Instructional Specialists Who Support Teachers",="Certified",1.6
,="Counselors  Social Workers  and School Psychologists",="Certified",0.4
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",47.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",12.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",1.0
="Connecticut Technical Education and Career System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",90.7
,="General Education - Teachers and Instructors",="Certified",1040.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",17.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",371.7
,="Special Education - Teachers and Instructors",="Certified",70.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",9.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Specialists (Certified)",="Certified",16.9
,="Counselors  Social Workers  and School Psychologists",="Certified",101.0
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",40.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.6
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",61.3
,="Special Education - Teachers and Instructors",="Certified",56.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",10.7
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",18.5
="Cornwall School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",13.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.2
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.9
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Instructional Specialists Who Support Teachers",="Certified",0.4
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Coventry School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.2
,="General Education - Teachers and Instructors",="Certified",126.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.1
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",86.8
,="Special Education - Teachers and Instructors",="Certified",21.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",5.5
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",11.6
="Cromwell School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.4
,="General Education - Teachers and Instructors",="Certified",131.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",89.2
,="Special Education - Teachers and Instructors",="Certified",23.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",9.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Counselors  Social Workers  and School Psychologists",="Certified",9.0
="Danbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",30.0
,="General Education - Teachers and Instructors",="Certified",606.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",68.1
,="Library/Media - Support Staff",="Non-Certified",6.3
,="School Nurses",="Non-Certified",20.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",151.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",336.8
,="Special Education - Teachers and Instructors",="Certified",89.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",18.0
,="Instructional Specialists Who Support Teachers",="Certified",36.3
,="Library/Media - Specialists (Certified)",="Certified",20.0
,="Counselors  Social Workers  and School Psychologists",="Certified",49.9
="Darien School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",21.3
,="General Education - Teachers and Instructors",="Certified",329.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",33.9
,="Library/Media - Support Staff",="Non-Certified",9.5
,="School Nurses",="Non-Certified",11.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",58.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",152.5
,="Special Education - Teachers and Instructors",="Certified",57.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.2
,="Instructional Specialists Who Support Teachers",="Certified",30.6
,="Library/Media - Specialists (Certified)",="Certified",9.4
,="Counselors  Social Workers  and School Psychologists",="Certified",24.0
="Deep River School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",26.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
