"FTE Staffing Report for 2015-16"

"District","Assignment Category","Educator Type","FTE Count"
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.5
,="Instructional Specialists Who Support Teachers",="Certified",34.7
,="Library/Media - Specialists (Certified)",="Certified",7.0
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.8
,="Counselors  Social Workers  and School Psychologists",="Certified",16.0
,="General Education - Teachers and Instructors",="Certified",171.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.7
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",23.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",49.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",116.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",7.0
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",59.7
,="Special Education - Teachers and Instructors",="Certified",7.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.4
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.5
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",10.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.5
,="Instructional Specialists Who Support Teachers",="Certified",0.5
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",35.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.2
,="Library/Media - Support Staff",="Non-Certified",1.6
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",4.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",31.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.2
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.6
,="Counselors  Social Workers  and School Psychologists",="Certified",10.2
,="General Education - Teachers and Instructors",="Certified",99.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.8
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",14.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",96.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",7.5
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Capital Preparatory Harbor School Inc. District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",10.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.0
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",57.8
,="Counselors  Social Workers  and School Psychologists",="Certified",67.0
,="General Education - Teachers and Instructors",="Certified",594.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",367.2
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",26.9
,="Special Education - Teachers and Instructors",="Certified",158.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",300.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",878.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",23.7
,="Instructional Specialists Who Support Teachers",="Certified",53.2
,="Library/Media - Specialists (Certified)",="Certified",10.0
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",16.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.1
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.0
,="Instructional Specialists Who Support Teachers",="Certified",0.8
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",19.3
,="Counselors  Social Workers  and School Psychologists",="Certified",20.6
,="General Education - Teachers and Instructors",="Certified",275.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",47.7
,="Library/Media - Support Staff",="Non-Certified",12.7
,="School Nurses",="Non-Certified",8.6
,="Special Education - Teachers and Instructors",="Certified",46.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",102.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",218.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.1
,="Instructional Specialists Who Support Teachers",="Certified",14.7
,="Library/Media - Specialists (Certified)",="Certified",5.8
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.3
,="General Education - Teachers and Instructors",="Certified",18.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.9
,="Special Education - Teachers and Instructors",="Certified",3.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",0.9
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.8
,="Counselors  Social Workers  and School Psychologists",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",135.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.4
,="Library/Media - Support Staff",="Non-Certified",2.4
,="School Nurses",="Non-Certified",3.8
,="Special Education - Teachers and Instructors",="Certified",25.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",78.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Instructional Specialists Who Support Teachers",="Certified",9.2
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.0
,="Counselors  Social Workers  and School Psychologists",="Certified",16.0
,="General Education - Teachers and Instructors",="Certified",171.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.9
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",4.5
,="Special Education - Teachers and Instructors",="Certified",25.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",60.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",108.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",14.0
,="Library/Media - Specialists (Certified)",="Certified",2.6
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.2
,="General Education - Teachers and Instructors",="Certified",7.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.4
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.2
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",33.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",2.3
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.8
,="General Education - Teachers and Instructors",="Certified",17.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.6
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Teachers and Instructors",="Certified",2.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.1
="Connecticut Technical Education and Career System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",143.3
,="Counselors  Social Workers  and School Psychologists",="Certified",94.8
,="General Education - Teachers and Instructors",="Certified",949.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.2
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",21.0
,="Special Education - Teachers and Instructors",="Certified",67.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",372.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",19.0
,="Library/Media - Specialists (Certified)",="Certified",17.0
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.6
,="Counselors  Social Workers  and School Psychologists",="Certified",20.4
,="General Education - Teachers and Instructors",="Certified",43.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",47.1
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",4.7
,="Special Education - Teachers and Instructors",="Certified",61.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",173.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",76.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.4
,="Instructional Specialists Who Support Teachers",="Certified",14.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Cornwall School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.5
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",15.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.6
,="Library/Media - Support Staff",="Non-Certified",0.9
,="School Nurses",="Non-Certified",0.9
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",0.5
="Coventry School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.2
,="Counselors  Social Workers  and School Psychologists",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",127.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.7
,="Library/Media - Support Staff",="Non-Certified",2.3
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",18.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",42.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",80.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Instructional Specialists Who Support Teachers",="Certified",10.6
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Cromwell School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.4
,="Counselors  Social Workers  and School Psychologists",="Certified",10.0
,="General Education - Teachers and Instructors",="Certified",130.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",23.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",95.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Instructional Specialists Who Support Teachers",="Certified",8.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Danbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",53.4
,="Counselors  Social Workers  and School Psychologists",="Certified",60.8
,="General Education - Teachers and Instructors",="Certified",641.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",60.4
,="Library/Media - Support Staff",="Non-Certified",8.2
,="School Nurses",="Non-Certified",22.4
,="Special Education - Teachers and Instructors",="Certified",99.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",237.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",374.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",55.2
,="Library/Media - Specialists (Certified)",="Certified",21.0
="Darien School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",18.3
,="Counselors  Social Workers  and School Psychologists",="Certified",27.0
,="General Education - Teachers and Instructors",="Certified",349.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.0
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",14.4
,="Special Education - Teachers and Instructors",="Certified",68.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",94.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",168.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.6
,="Instructional Specialists Who Support Teachers",="Certified",24.2
,="Library/Media - Specialists (Certified)",="Certified",9.0
="Deep River School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.5
