"FTE Staffing Report for 2013-14"

"District","Assignment Category","Educator Type","FTE Count"
,="General Education - Teachers and Instructors",="Certified",457.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Library/Media - Support Staff",="Non-Certified",11.5
,="School Nurses",="Non-Certified",15.0
,="Special Education - Teachers and Instructors",="Certified",78.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",102.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",393.9
,="Library/Media - Specialists (Certified)",="Certified",6.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",17.4
,="Instructional Specialists Who Support Teachers",="Certified",34.1
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.8
,="Counselors  Social Workers  and School Psychologists",="Certified",16.0
,="General Education - Teachers and Instructors",="Certified",180.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.7
,="Library/Media - Support Staff",="Non-Certified",2.5
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",22.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",118.1
,="Library/Media - Specialists (Certified)",="Certified",5.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",7.4
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.1
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",59.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",59.0
,="Library/Media - Specialists (Certified)",="Certified",1.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",11.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.8
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
,="Library/Media - Specialists (Certified)",="Certified",0.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",0.5
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",37.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",1.6
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",35.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.0
,="Counselors  Social Workers  and School Psychologists",="Certified",9.7
,="General Education - Teachers and Instructors",="Certified",103.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.3
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",15.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",40.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",96.3
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",5.6
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",53.5
,="Counselors  Social Workers  and School Psychologists",="Certified",58.3
,="General Education - Teachers and Instructors",="Certified",523.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",240.6
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",16.5
,="Special Education - Teachers and Instructors",="Certified",146.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",803.4
,="Library/Media - Specialists (Certified)",="Certified",7.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",16.5
,="Instructional Specialists Who Support Teachers",="Certified",51.9
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",15.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.2
,="Instructional Specialists Who Support Teachers",="Certified",2.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",18.7
,="Counselors  Social Workers  and School Psychologists",="Certified",22.1
,="General Education - Teachers and Instructors",="Certified",279.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.1
,="Library/Media - Support Staff",="Non-Certified",11.0
,="School Nurses",="Non-Certified",8.1
,="Special Education - Teachers and Instructors",="Certified",46.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",95.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",197.0
,="Library/Media - Specialists (Certified)",="Certified",5.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Instructional Specialists Who Support Teachers",="Certified",15.4
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.3
,="General Education - Teachers and Instructors",="Certified",19.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",0.9
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.8
,="Counselors  Social Workers  and School Psychologists",="Certified",11.0
,="General Education - Teachers and Instructors",="Certified",143.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.1
,="Library/Media - Support Staff",="Non-Certified",1.7
,="School Nurses",="Non-Certified",3.7
,="Special Education - Teachers and Instructors",="Certified",26.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",77.5
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.5
,="Instructional Specialists Who Support Teachers",="Certified",5.4
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.0
,="Counselors  Social Workers  and School Psychologists",="Certified",17.8
,="General Education - Teachers and Instructors",="Certified",183.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",29.3
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",5.5
,="Special Education - Teachers and Instructors",="Certified",24.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",53.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",114.5
,="Library/Media - Specialists (Certified)",="Certified",3.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",11.6
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.7
,="General Education - Teachers and Instructors",="Certified",8.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.3
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Instructional Specialists Who Support Teachers",="Certified",1.3
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.5
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",33.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",0.5
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",1.3
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",16.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.1
="Connecticut Technical Education and Career System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",106.8
,="Counselors  Social Workers  and School Psychologists",="Certified",83.9
,="General Education - Teachers and Instructors",="Certified",958.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.4
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",18.0
,="Special Education - Teachers and Instructors",="Certified",65.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",359.7
,="Library/Media - Specialists (Certified)",="Certified",15.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",17.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.0
,="Counselors  Social Workers  and School Psychologists",="Certified",20.7
,="General Education - Teachers and Instructors",="Certified",46.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",67.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",46.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",11.8
="Cornwall School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",15.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Library/Media - Support Staff",="Non-Certified",0.9
,="School Nurses",="Non-Certified",0.8
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",0.5
="Coventry School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.7
,="Counselors  Social Workers  and School Psychologists",="Certified",11.8
,="General Education - Teachers and Instructors",="Certified",120.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.4
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",22.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",82.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Instructional Specialists Who Support Teachers",="Certified",5.4
="Cromwell School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.0
,="Counselors  Social Workers  and School Psychologists",="Certified",9.4
,="General Education - Teachers and Instructors",="Certified",131.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.3
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",22.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",33.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",95.8
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",8.0
="Danbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",34.4
,="Counselors  Social Workers  and School Psychologists",="Certified",53.2
,="General Education - Teachers and Instructors",="Certified",616.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",61.5
,="Library/Media - Support Staff",="Non-Certified",9.1
,="School Nurses",="Non-Certified",21.4
,="Special Education - Teachers and Instructors",="Certified",95.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",211.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",359.3
,="Library/Media - Specialists (Certified)",="Certified",20.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",13.0
,="Instructional Specialists Who Support Teachers",="Certified",41.9
="Darien School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",34.6
,="Counselors  Social Workers  and School Psychologists",="Certified",26.3
,="General Education - Teachers and Instructors",="Certified",333.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",62.2
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",12.0
,="Special Education - Teachers and Instructors",="Certified",66.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",58.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",149.1
,="Library/Media - Specialists (Certified)",="Certified",9.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.7
