"FTE Staffing Report for 2006-07"

"District","Assignment Category","Educator Type","FTE Count"
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.2
="Bethel School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
,="General Education - Teachers and Instructors",="Certified",213.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Instructional Specialists Who Support Teachers",="Certified",6.9
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",30.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",116.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.9
,="Library/Media - Specialists (Certified)",="Certified",5.0
,="Counselors  Social Workers  and School Psychologists",="Certified",16.9
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.2
,="General Education - Teachers and Instructors",="Certified",173.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",29.0
,="Instructional Specialists Who Support Teachers",="Certified",12.7
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",5.5
,="Special Education - Teachers and Instructors",="Certified",29.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",164.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",19.0
="Bolton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",69.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
,="Instructional Specialists Who Support Teachers",="Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",2.6
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",6.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",40.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",5.0
="Bozrah School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.5
,="General Education - Teachers and Instructors",="Certified",21.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
,="Instructional Specialists Who Support Teachers",="Certified",1.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Branford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.7
,="General Education - Teachers and Instructors",="Certified",245.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",19.8
,="Instructional Specialists Who Support Teachers",="Certified",7.9
,="Library/Media - Support Staff",="Non-Certified",3.4
,="School Nurses",="Non-Certified",8.0
,="Special Education - Teachers and Instructors",="Certified",32.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",58.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",146.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",6.5
,="Counselors  Social Workers  and School Psychologists",="Certified",19.3
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",68.0
,="General Education - Teachers and Instructors",="Certified",1176.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",132.0
,="Instructional Specialists Who Support Teachers",="Certified",58.7
,="Library/Media - Support Staff",="Non-Certified",18.0
,="School Nurses",="Non-Certified",29.0
,="Special Education - Teachers and Instructors",="Certified",212.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",164.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",833.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",30.0
,="Library/Media - Specialists (Certified)",="Certified",20.0
,="Counselors  Social Workers  and School Psychologists",="Certified",112.2
="Bristol School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",30.4
,="General Education - Teachers and Instructors",="Certified",531.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.2
,="Instructional Specialists Who Support Teachers",="Certified",20.0
,="Library/Media - Support Staff",="Non-Certified",14.0
,="School Nurses",="Non-Certified",16.0
,="Special Education - Teachers and Instructors",="Certified",78.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",112.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",377.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",16.0
,="Library/Media - Specialists (Certified)",="Certified",5.8
,="Counselors  Social Workers  and School Psychologists",="Certified",35.2
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
,="General Education - Teachers and Instructors",="Certified",184.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.8
,="Instructional Specialists Who Support Teachers",="Certified",8.3
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",7.2
,="Special Education - Teachers and Instructors",="Certified",19.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",55.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",117.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.4
,="Library/Media - Specialists (Certified)",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",13.5
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.5
,="General Education - Teachers and Instructors",="Certified",60.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.1
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",0.4
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",18.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",38.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Library/Media - Specialists (Certified)",="Certified",1.4
,="Counselors  Social Workers  and School Psychologists",="Certified",4.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",12.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",0.2
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.8
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",38.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.6
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",43.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.7
,="General Education - Teachers and Instructors",="Certified",103.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.8
,="Instructional Specialists Who Support Teachers",="Certified",4.6
,="Library/Media - Support Staff",="Non-Certified",4.6
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",14.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",85.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",9.4
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",18.0
,="General Education - Teachers and Instructors",="Certified",177.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",81.2
,="Instructional Specialists Who Support Teachers",="Certified",20.1
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",8.3
,="Special Education - Teachers and Instructors",="Certified",87.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",209.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",10.8
,="Library/Media - Specialists (Certified)",="Certified",2.6
,="Counselors  Social Workers  and School Psychologists",="Certified",24.2
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",18.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.8
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.7
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",18.5
,="General Education - Teachers and Instructors",="Certified",290.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",37.5
,="Instructional Specialists Who Support Teachers",="Certified",10.6
,="Library/Media - Support Staff",="Non-Certified",12.5
,="School Nurses",="Non-Certified",7.4
,="Special Education - Teachers and Instructors",="Certified",45.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",81.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",183.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",8.2
,="Counselors  Social Workers  and School Psychologists",="Certified",22.5
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.3
,="General Education - Teachers and Instructors",="Certified",24.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.7
,="Instructional Specialists Who Support Teachers",="Certified",0.8
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.6
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.1
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.0
,="General Education - Teachers and Instructors",="Certified",149.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.8
,="Instructional Specialists Who Support Teachers",="Certified",8.0
,="Library/Media - Support Staff",="Non-Certified",1.7
,="School Nurses",="Non-Certified",3.7
,="Special Education - Teachers and Instructors",="Certified",25.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",35.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",79.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.5
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Counselors  Social Workers  and School Psychologists",="Certified",11.6
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.1
,="General Education - Teachers and Instructors",="Certified",201.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",91.7
,="Instructional Specialists Who Support Teachers",="Certified",11.6
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",26.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",116.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",3.2
,="Counselors  Social Workers  and School Psychologists",="Certified",14.4
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",0.4
,="General Education - Teachers and Instructors",="Certified",7.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.7
,="Instructional Specialists Who Support Teachers",="Certified",1.4
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.6
,="Counselors  Social Workers  and School Psychologists",="Certified",0.4
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",50.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.6
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",5.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",9.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.5
="Connecticut Technical Education and Career System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",93.2
,="General Education - Teachers and Instructors",="Certified",1056.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",18.0
,="Special Education - Teachers and Instructors",="Certified",71.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",50.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",393.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.0
,="Library/Media - Specialists (Certified)",="Certified",17.0
,="Counselors  Social Workers  and School Psychologists",="Certified",94.7
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",44.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.9
,="Instructional Specialists Who Support Teachers",="Certified",10.7
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",49.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",56.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",15.9
="Cornwall School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",14.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.1
,="Instructional Specialists Who Support Teachers",="Certified",0.4
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.8
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
="Coventry School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.3
,="General Education - Teachers and Instructors",="Certified",126.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.3
,="Instructional Specialists Who Support Teachers",="Certified",6.0
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",5.0
,="Special Education - Teachers and Instructors",="Certified",21.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",81.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",11.5
="Cromwell School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.0
,="General Education - Teachers and Instructors",="Certified",132.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.2
,="Instructional Specialists Who Support Teachers",="Certified",5.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",21.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",78.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",8.0
="Cross Cultural Academy District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",2.7
="Danbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",28.5
,="General Education - Teachers and Instructors",="Certified",594.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",83.7
,="Instructional Specialists Who Support Teachers",="Certified",32.2
,="Library/Media - Support Staff",="Non-Certified",7.7
,="School Nurses",="Non-Certified",20.5
,="Special Education - Teachers and Instructors",="Certified",92.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",144.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",323.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",21.0
,="Library/Media - Specialists (Certified)",="Certified",20.0
,="Counselors  Social Workers  and School Psychologists",="Certified",48.8
="Darien School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",21.2
,="General Education - Teachers and Instructors",="Certified",316.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",38.9
,="Instructional Specialists Who Support Teachers",="Certified",23.3
,="Library/Media - Support Staff",="Non-Certified",9.0
,="School Nurses",="Non-Certified",11.8
,="Special Education - Teachers and Instructors",="Certified",46.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",66.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",153.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.6
,="Library/Media - Specialists (Certified)",="Certified",9.6
,="Counselors  Social Workers  and School Psychologists",="Certified",22.7
="Deep River School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.4
,="General Education - Teachers and Instructors",="Certified",25.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.6
,="Instructional Specialists Who Support Teachers",="Certified",3.5
,="Library/Media - Support Staff",="Non-Certified",0.5
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.6
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.3
="Derby School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.2
,="General Education - Teachers and Instructors",="Certified",87.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Instructional Specialists Who Support Teachers",="Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",11.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",56.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",7.0
