"FTE Staffing Report for 2011-12"

"District","Assignment Category","Educator Type","FTE Count"
,="General Education - Teachers and Instructors",="Certified",20.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.3
,="Instructional Specialists Who Support Teachers",="Certified",0.9
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
="Berlin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.6
,="Counselors  Social Workers  and School Psychologists",="Certified",16.9
,="General Education - Teachers and Instructors",="Certified",202.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.1
,="Library/Media - Support Staff",="Non-Certified",3.9
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",36.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",131.4
,="Instructional Specialists Who Support Teachers",="Certified",12.1
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
="Bethany School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",36.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.8
,="Library/Media - Support Staff",="Non-Certified",0.4
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.7
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
="Bethel School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.0
,="Counselors  Social Workers  and School Psychologists",="Certified",17.0
,="General Education - Teachers and Instructors",="Certified",201.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",35.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",122.0
,="Instructional Specialists Who Support Teachers",="Certified",8.9
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.5
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.7
,="Counselors  Social Workers  and School Psychologists",="Certified",18.8
,="General Education - Teachers and Instructors",="Certified",180.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",41.5
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",5.5
,="Special Education - Teachers and Instructors",="Certified",24.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",26.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",158.1
,="Instructional Specialists Who Support Teachers",="Certified",11.7
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.6
="Bolton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",6.3
,="General Education - Teachers and Instructors",="Certified",64.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",7.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",39.8
,="Instructional Specialists Who Support Teachers",="Certified",3.5
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
="Bozrah School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",17.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.2
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
="Branford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",13.2
,="Counselors  Social Workers  and School Psychologists",="Certified",17.5
,="General Education - Teachers and Instructors",="Certified",234.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.7
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",33.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",68.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",147.6
,="Instructional Specialists Who Support Teachers",="Certified",7.5
,="Library/Media - Specialists (Certified)",="Certified",6.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
="Bridgeport Achievement First District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.5
,="General Education - Teachers and Instructors",="Certified",40.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.5
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.0
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",70.0
,="Counselors  Social Workers  and School Psychologists",="Certified",115.6
,="General Education - Teachers and Instructors",="Certified",1098.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",147.0
,="Library/Media - Support Staff",="Non-Certified",10.0
,="School Nurses",="Non-Certified",24.4
,="Special Education - Teachers and Instructors",="Certified",225.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",223.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",839.5
,="Instructional Specialists Who Support Teachers",="Certified",87.3
,="Library/Media - Specialists (Certified)",="Certified",21.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",22.0
="Bristol School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",28.2
,="Counselors  Social Workers  and School Psychologists",="Certified",35.2
,="General Education - Teachers and Instructors",="Certified",496.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.0
,="Library/Media - Support Staff",="Non-Certified",13.0
,="School Nurses",="Non-Certified",15.0
,="Special Education - Teachers and Instructors",="Certified",79.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",105.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",378.7
,="Instructional Specialists Who Support Teachers",="Certified",34.5
,="Library/Media - Specialists (Certified)",="Certified",5.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.4
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",13.0
,="Counselors  Social Workers  and School Psychologists",="Certified",14.3
,="General Education - Teachers and Instructors",="Certified",183.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.7
,="Library/Media - Support Staff",="Non-Certified",2.5
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",20.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",119.1
,="Instructional Specialists Who Support Teachers",="Certified",7.0
,="Library/Media - Specialists (Certified)",="Certified",5.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.1
,="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,="General Education - Teachers and Instructors",="Certified",59.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Teachers and Instructors",="Certified",8.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.6
,="General Education - Teachers and Instructors",="Certified",12.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.7
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.8
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
,="Instructional Specialists Who Support Teachers",="Certified",0.5
,="Library/Media - Specialists (Certified)",="Certified",0.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",38.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.1
,="Library/Media - Support Staff",="Non-Certified",0.6
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",35.5
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.6
,="Counselors  Social Workers  and School Psychologists",="Certified",9.9
,="General Education - Teachers and Instructors",="Certified",105.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",29.9
,="Library/Media - Support Staff",="Non-Certified",4.8
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",16.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",42.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",86.2
,="Instructional Specialists Who Support Teachers",="Certified",6.2
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",36.0
,="Counselors  Social Workers  and School Psychologists",="Certified",44.3
,="General Education - Teachers and Instructors",="Certified",380.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",165.4
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",14.7
,="Special Education - Teachers and Instructors",="Certified",119.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",570.0
,="Instructional Specialists Who Support Teachers",="Certified",34.2
,="Library/Media - Specialists (Certified)",="Certified",4.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",12.0
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",16.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.2
="Charter School for Young Children on Asylum Hill District",="Counselors  Social Workers  and School Psychologists",="Certified",0.6
,="General Education - Teachers and Instructors",="Certified",12.9
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",18.7
,="Counselors  Social Workers  and School Psychologists",="Certified",21.6
,="General Education - Teachers and Instructors",="Certified",272.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",45.1
,="Library/Media - Support Staff",="Non-Certified",11.0
,="School Nurses",="Non-Certified",7.4
,="Special Education - Teachers and Instructors",="Certified",45.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",82.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",193.0
,="Instructional Specialists Who Support Teachers",="Certified",12.7
,="Library/Media - Specialists (Certified)",="Certified",6.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.2
,="General Education - Teachers and Instructors",="Certified",21.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0
,="Instructional Specialists Who Support Teachers",="Certified",1.8
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.6
,="Counselors  Social Workers  and School Psychologists",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",141.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.3
,="Library/Media - Support Staff",="Non-Certified",1.4
,="School Nurses",="Non-Certified",3.7
,="Special Education - Teachers and Instructors",="Certified",27.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",79.3
,="Instructional Specialists Who Support Teachers",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.0
,="Counselors  Social Workers  and School Psychologists",="Certified",17.8
,="General Education - Teachers and Instructors",="Certified",186.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.7
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",5.5
,="Special Education - Teachers and Instructors",="Certified",27.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",54.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",115.8
,="Instructional Specialists Who Support Teachers",="Certified",14.4
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.4
,="General Education - Teachers and Instructors",="Certified",8.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.0
,="Instructional Specialists Who Support Teachers",="Certified",1.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",38.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",23.0
,="Instructional Specialists Who Support Teachers",="Certified",1.6
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",14.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.2
,="Special Education - Teachers and Instructors",="Certified",1.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.1
="Connecticut Technical Education and Career System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",105.6
,="Counselors  Social Workers  and School Psychologists",="Certified",76.9
,="General Education - Teachers and Instructors",="Certified",904.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",17.0
,="Special Education - Teachers and Instructors",="Certified",57.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",415.1
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Specialists (Certified)",="Certified",13.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",17.0
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.0
,="Counselors  Social Workers  and School Psychologists",="Certified",20.7
,="General Education - Teachers and Instructors",="Certified",47.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.8
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",63.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",53.7
,="Instructional Specialists Who Support Teachers",="Certified",12.3
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
="Cornwall School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.9
,="General Education - Teachers and Instructors",="Certified",15.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.2
,="Library/Media - Support Staff",="Non-Certified",0.8
,="School Nurses",="Non-Certified",0.8
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.8
,="Instructional Specialists Who Support Teachers",="Certified",0.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
="Coventry School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.4
,="Counselors  Social Workers  and School Psychologists",="Certified",11.8
,="General Education - Teachers and Instructors",="Certified",120.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.7
,="Library/Media - Support Staff",="Non-Certified",2.9
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",22.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",82.9
,="Instructional Specialists Who Support Teachers",="Certified",5.3
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
="Cromwell School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.0
,="Counselors  Social Workers  and School Psychologists",="Certified",9.0
,="General Education - Teachers and Instructors",="Certified",132.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.7
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",20.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",98.9
,="Instructional Specialists Who Support Teachers",="Certified",8.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
="Danbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",31.6
,="Counselors  Social Workers  and School Psychologists",="Certified",49.6
,="General Education - Teachers and Instructors",="Certified",591.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",50.2
,="Library/Media - Support Staff",="Non-Certified",9.6
,="School Nurses",="Non-Certified",19.6
,="Special Education - Teachers and Instructors",="Certified",90.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",177.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",322.8
,="Instructional Specialists Who Support Teachers",="Certified",38.3
,="Library/Media - Specialists (Certified)",="Certified",20.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",11.0
="Darien School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",32.4
,="Counselors  Social Workers  and School Psychologists",="Certified",24.2
,="General Education - Teachers and Instructors",="Certified",328.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",31.7
,="Library/Media - Support Staff",="Non-Certified",7.2
,="School Nurses",="Non-Certified",12.0
,="Special Education - Teachers and Instructors",="Certified",64.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",50.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",139.3
,="Instructional Specialists Who Support Teachers",="Certified",23.9
,="Library/Media - Specialists (Certified)",="Certified",8.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",8.0
="Deep River School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
