"FTE Staffing Report for 2017-18"

"District","Assignment Category","Educator Type","FTE Count"
,="General Education - Teachers and Instructors",="Certified",17.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.2
,="Instructional Specialists Who Support Teachers",="Certified",1.9
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Berlin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.8
,="Counselors  Social Workers  and School Psychologists",="Certified",17.0
,="General Education - Teachers and Instructors",="Certified",191.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.6
,="Instructional Specialists Who Support Teachers",="Certified",11.2
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",35.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",62.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",103.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",9.0
,="Library/Media - Specialists (Certified)",="Certified",4.6
="Bethany School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,="General Education - Teachers and Instructors",="Certified",29.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Instructional Specialists Who Support Teachers",="Certified",6.8
,="Library/Media - Support Staff",="Non-Certified",0.8
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
="Bethel School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.0
,="Counselors  Social Workers  and School Psychologists",="Certified",19.4
,="General Education - Teachers and Instructors",="Certified",200.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Instructional Specialists Who Support Teachers",="Certified",12.0
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",33.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",119.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Library/Media - Specialists (Certified)",="Certified",6.0
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.2
,="Counselors  Social Workers  and School Psychologists",="Certified",17.9
,="General Education - Teachers and Instructors",="Certified",156.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.3
,="Instructional Specialists Who Support Teachers",="Certified",15.6
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",22.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",40.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",147.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
="Bolton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.8
,="Counselors  Social Workers  and School Psychologists",="Certified",5.7
,="General Education - Teachers and Instructors",="Certified",63.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Library/Media - Support Staff",="Non-Certified",1.5
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",10.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",41.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Booker T. Washington Academy District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",21.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.1
="Bozrah School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.8
,="Counselors  Social Workers  and School Psychologists",="Certified",0.8
,="General Education - Teachers and Instructors",="Certified",17.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.2
="Branford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",13.9
,="Counselors  Social Workers  and School Psychologists",="Certified",17.9
,="General Education - Teachers and Instructors",="Certified",216.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.6
,="Instructional Specialists Who Support Teachers",="Certified",20.6
,="Library/Media - Support Staff",="Non-Certified",3.5
,="School Nurses",="Non-Certified",8.5
,="Special Education - Teachers and Instructors",="Certified",31.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",87.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",152.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Brass City Charter School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",21.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.2
,="Instructional Specialists Who Support Teachers",="Certified",0.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.3
="Bridgeport Achievement First District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",55.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Instructional Specialists Who Support Teachers",="Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",10.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.0
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",73.0
,="Counselors  Social Workers  and School Psychologists",="Certified",110.5
,="General Education - Teachers and Instructors",="Certified",1191.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",63.0
,="Instructional Specialists Who Support Teachers",="Certified",54.2
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",39.5
,="Special Education - Teachers and Instructors",="Certified",227.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",278.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",921.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",20.0
,="Library/Media - Specialists (Certified)",="Certified",12.0
="Bristol School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",28.6
,="Counselors  Social Workers  and School Psychologists",="Certified",31.2
,="General Education - Teachers and Instructors",="Certified",457.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0
,="Instructional Specialists Who Support Teachers",="Certified",28.0
,="Library/Media - Support Staff",="Non-Certified",9.5
,="School Nurses",="Non-Certified",15.1
,="Special Education - Teachers and Instructors",="Certified",88.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",139.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",383.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",14.5
,="Library/Media - Specialists (Certified)",="Certified",7.0
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.0
,="Counselors  Social Workers  and School Psychologists",="Certified",17.0
,="General Education - Teachers and Instructors",="Certified",167.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Instructional Specialists Who Support Teachers",="Certified",11.4
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",28.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",118.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",58.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.5
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",61.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.3
,="Counselors  Social Workers  and School Psychologists",="Certified",0.4
,="General Education - Teachers and Instructors",="Certified",10.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.1
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",37.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.7
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",1.6
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",27.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.2
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.4
,="Counselors  Social Workers  and School Psychologists",="Certified",10.5
,="General Education - Teachers and Instructors",="Certified",102.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.2
,="Instructional Specialists Who Support Teachers",="Certified",7.8
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",3.6
,="Special Education - Teachers and Instructors",="Certified",15.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",94.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Capital Preparatory Harbor School Inc. District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.3
,="General Education - Teachers and Instructors",="Certified",16.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.4
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",50.8
,="Counselors  Social Workers  and School Psychologists",="Certified",67.6
,="General Education - Teachers and Instructors",="Certified",603.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",309.6
,="Instructional Specialists Who Support Teachers",="Certified",58.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",26.3
,="Special Education - Teachers and Instructors",="Certified",149.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",325.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",747.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",17.7
,="Library/Media - Specialists (Certified)",="Certified",11.0
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.5
,="General Education - Teachers and Instructors",="Certified",12.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Instructional Specialists Who Support Teachers",="Certified",0.7
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",13.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",20.7
,="Counselors  Social Workers  and School Psychologists",="Certified",23.8
,="General Education - Teachers and Instructors",="Certified",270.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",52.5
,="Instructional Specialists Who Support Teachers",="Certified",14.7
,="Library/Media - Support Staff",="Non-Certified",6.2
,="School Nurses",="Non-Certified",8.1
,="Special Education - Teachers and Instructors",="Certified",49.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",126.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",211.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",6.5
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.5
,="General Education - Teachers and Instructors",="Certified",19.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.9
,="Instructional Specialists Who Support Teachers",="Certified",1.9
,="Library/Media - Support Staff",="Non-Certified",0.4
,="School Nurses",="Non-Certified",0.9
,="Special Education - Teachers and Instructors",="Certified",4.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Library/Media - Specialists (Certified)",="Certified",0.5
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.7
,="Counselors  Social Workers  and School Psychologists",="Certified",13.0
,="General Education - Teachers and Instructors",="Certified",135.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.9
,="Instructional Specialists Who Support Teachers",="Certified",5.6
,="Library/Media - Support Staff",="Non-Certified",1.6
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",26.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",87.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.8
,="Counselors  Social Workers  and School Psychologists",="Certified",16.0
,="General Education - Teachers and Instructors",="Certified",160.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.6
,="Instructional Specialists Who Support Teachers",="Certified",14.0
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",4.5
,="Special Education - Teachers and Instructors",="Certified",26.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",52.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",101.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.2
,="General Education - Teachers and Instructors",="Certified",8.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.4
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.2
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",35.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Instructional Specialists Who Support Teachers",="Certified",2.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",20.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.8
,="General Education - Teachers and Instructors",="Certified",18.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.8
="Connecticut Technical Education and Career System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",136.7
,="Counselors  Social Workers  and School Psychologists",="Certified",87.6
,="General Education - Teachers and Instructors",="Certified",875.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.2
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",22.0
,="Special Education - Teachers and Instructors",="Certified",68.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",350.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",17.0
,="Library/Media - Specialists (Certified)",="Certified",14.0
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.6
,="Counselors  Social Workers  and School Psychologists",="Certified",20.4
,="General Education - Teachers and Instructors",="Certified",43.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",45.9
,="Instructional Specialists Who Support Teachers",="Certified",13.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",3.7
,="Special Education - Teachers and Instructors",="Certified",63.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",159.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",79.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.4
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Cornwall School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.4
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",13.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.6
,="Instructional Specialists Who Support Teachers",="Certified",0.6
,="Library/Media - Support Staff",="Non-Certified",1.6
,="School Nurses",="Non-Certified",1.6
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.1
="Coventry School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.0
,="Counselors  Social Workers  and School Psychologists",="Certified",13.0
,="General Education - Teachers and Instructors",="Certified",125.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.2
,="Instructional Specialists Who Support Teachers",="Certified",10.6
,="Library/Media - Support Staff",="Non-Certified",1.3
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",21.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",84.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Cromwell School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.4
,="Counselors  Social Workers  and School Psychologists",="Certified",10.0
,="General Education - Teachers and Instructors",="Certified",133.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Instructional Specialists Who Support Teachers",="Certified",10.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",23.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",90.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Danbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",49.2
,="Counselors  Social Workers  and School Psychologists",="Certified",61.8
,="General Education - Teachers and Instructors",="Certified",669.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",35.3
,="Instructional Specialists Who Support Teachers",="Certified",41.9
,="Library/Media - Support Staff",="Non-Certified",9.8
,="School Nurses",="Non-Certified",22.3
,="Special Education - Teachers and Instructors",="Certified",101.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",257.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",379.5
