"FTE Staffing Report for 2012-13"

"District","Assignment Category","Educator Type","FTE Count"
,="Instructional Specialists Who Support Teachers",="Certified",2.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.6
,="General Education - Teachers and Instructors",="Certified",12.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.8
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.8
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
,="Library/Media - Specialists (Certified)",="Certified",0.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",0.5
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",39.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.5
,="Library/Media - Support Staff",="Non-Certified",1.6
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",34.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.6
,="Counselors  Social Workers  and School Psychologists",="Certified",8.7
,="General Education - Teachers and Instructors",="Certified",106.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.1
,="Library/Media - Support Staff",="Non-Certified",4.8
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",15.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",85.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Instructional Specialists Who Support Teachers",="Certified",6.2
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",44.5
,="Counselors  Social Workers  and School Psychologists",="Certified",49.6
,="General Education - Teachers and Instructors",="Certified",466.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",215.9
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",14.7
,="Special Education - Teachers and Instructors",="Certified",140.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",47.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",625.9
,="Library/Media - Specialists (Certified)",="Certified",6.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",16.5
,="Instructional Specialists Who Support Teachers",="Certified",38.1
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",15.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.2
,="Instructional Specialists Who Support Teachers",="Certified",2.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",17.7
,="Counselors  Social Workers  and School Psychologists",="Certified",22.6
,="General Education - Teachers and Instructors",="Certified",276.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.1
,="Library/Media - Support Staff",="Non-Certified",11.0
,="School Nurses",="Non-Certified",7.5
,="Special Education - Teachers and Instructors",="Certified",44.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",84.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",198.0
,="Library/Media - Specialists (Certified)",="Certified",6.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Instructional Specialists Who Support Teachers",="Certified",13.9
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.2
,="General Education - Teachers and Instructors",="Certified",19.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",8.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",1.9
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.6
,="Counselors  Social Workers  and School Psychologists",="Certified",11.5
,="General Education - Teachers and Instructors",="Certified",142.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.1
,="Library/Media - Support Staff",="Non-Certified",1.7
,="School Nurses",="Non-Certified",3.7
,="Special Education - Teachers and Instructors",="Certified",26.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",46.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",79.5
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",5.4
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.0
,="Counselors  Social Workers  and School Psychologists",="Certified",16.8
,="General Education - Teachers and Instructors",="Certified",181.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.1
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",5.5
,="Special Education - Teachers and Instructors",="Certified",25.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",117.5
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",14.2
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.4
,="General Education - Teachers and Instructors",="Certified",8.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Instructional Specialists Who Support Teachers",="Certified",1.3
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",38.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",1.5
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",15.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.3
="Connecticut Technical Education and Career System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",101.1
,="Counselors  Social Workers  and School Psychologists",="Certified",79.9
,="General Education - Teachers and Instructors",="Certified",950.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.4
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",17.0
,="Special Education - Teachers and Instructors",="Certified",62.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",356.8
,="Library/Media - Specialists (Certified)",="Certified",14.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",17.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.0
,="Counselors  Social Workers  and School Psychologists",="Certified",19.7
,="General Education - Teachers and Instructors",="Certified",47.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",66.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",47.2
,="Library/Media - Specialists (Certified)",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",13.3
="Cornwall School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.9
,="General Education - Teachers and Instructors",="Certified",15.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Library/Media - Support Staff",="Non-Certified",0.8
,="School Nurses",="Non-Certified",0.8
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",0.5
="Coventry School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.3
,="Counselors  Social Workers  and School Psychologists",="Certified",11.8
,="General Education - Teachers and Instructors",="Certified",122.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.2
,="Library/Media - Support Staff",="Non-Certified",2.5
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",23.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",79.6
,="Library/Media - Specialists (Certified)",="Certified",2.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",3.9
="Cromwell School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.0
,="Counselors  Social Workers  and School Psychologists",="Certified",9.0
,="General Education - Teachers and Instructors",="Certified",130.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.2
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",20.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",15.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",105.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",8.0
="Danbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",31.6
,="Counselors  Social Workers  and School Psychologists",="Certified",49.6
,="General Education - Teachers and Instructors",="Certified",602.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",54.6
,="Library/Media - Support Staff",="Non-Certified",9.6
,="School Nurses",="Non-Certified",19.6
,="Special Education - Teachers and Instructors",="Certified",92.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",180.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",332.0
,="Library/Media - Specialists (Certified)",="Certified",18.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",13.0
,="Instructional Specialists Who Support Teachers",="Certified",39.9
="Darien School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",33.1
,="Counselors  Social Workers  and School Psychologists",="Certified",26.2
,="General Education - Teachers and Instructors",="Certified",335.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",31.2
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",12.0
,="Special Education - Teachers and Instructors",="Certified",69.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",39.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",139.3
,="Library/Media - Specialists (Certified)",="Certified",9.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.7
,="Instructional Specialists Who Support Teachers",="Certified",21.0
="Deep River School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.4
,="General Education - Teachers and Instructors",="Certified",26.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.8
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.1
