"FTE Staffing Report for 2016-17"

"District","Assignment Category","Educator Type","FTE Count"
="Ashford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",0.1
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",37.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",25.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.7
="Avon School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
,="Counselors  Social Workers  and School Psychologists",="Certified",17.0
,="General Education - Teachers and Instructors",="Certified",216.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.4
,="Instructional Specialists Who Support Teachers",="Certified",12.4
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",6.2
,="Special Education - Teachers and Instructors",="Certified",33.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",62.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",116.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Barkhamsted School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",18.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.3
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Berlin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",13.8
,="Counselors  Social Workers  and School Psychologists",="Certified",17.0
,="General Education - Teachers and Instructors",="Certified",204.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.9
,="Instructional Specialists Who Support Teachers",="Certified",10.2
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",34.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",62.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",107.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",9.0
,="Library/Media - Specialists (Certified)",="Certified",4.6
="Bethany School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.5
,="General Education - Teachers and Instructors",="Certified",29.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Instructional Specialists Who Support Teachers",="Certified",6.8
,="Library/Media - Support Staff",="Non-Certified",0.8
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",16.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
="Bethel School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.0
,="Counselors  Social Workers  and School Psychologists",="Certified",17.4
,="General Education - Teachers and Instructors",="Certified",201.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
,="Instructional Specialists Who Support Teachers",="Certified",12.0
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",32.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",118.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.2
,="Counselors  Social Workers  and School Psychologists",="Certified",16.4
,="General Education - Teachers and Instructors",="Certified",155.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",40.0
,="Instructional Specialists Who Support Teachers",="Certified",14.0
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",22.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",138.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Bolton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.8
,="Counselors  Social Workers  and School Psychologists",="Certified",6.7
,="General Education - Teachers and Instructors",="Certified",63.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",1.6
,="School Nurses",="Non-Certified",2.4
,="Special Education - Teachers and Instructors",="Certified",10.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",48.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Booker T. Washington Academy District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",19.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
="Bozrah School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.4
,="Counselors  Social Workers  and School Psychologists",="Certified",0.8
,="General Education - Teachers and Instructors",="Certified",17.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.2
="Branford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.5
,="Counselors  Social Workers  and School Psychologists",="Certified",18.6
,="General Education - Teachers and Instructors",="Certified",232.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",49.0
,="Instructional Specialists Who Support Teachers",="Certified",9.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",35.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",95.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",145.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.2
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Brass City Charter School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",18.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.8
,="Instructional Specialists Who Support Teachers",="Certified",0.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0
="Bridgeport Achievement First District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.5
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",53.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Instructional Specialists Who Support Teachers",="Certified",5.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",6.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",22.4
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",75.0
,="Counselors  Social Workers  and School Psychologists",="Certified",112.1
,="General Education - Teachers and Instructors",="Certified",1210.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",61.0
,="Instructional Specialists Who Support Teachers",="Certified",64.2
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",41.5
,="Special Education - Teachers and Instructors",="Certified",214.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",269.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",903.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",21.0
,="Library/Media - Specialists (Certified)",="Certified",18.0
="Bristol School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",28.0
,="Counselors  Social Workers  and School Psychologists",="Certified",36.2
,="General Education - Teachers and Instructors",="Certified",468.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0
,="Instructional Specialists Who Support Teachers",="Certified",32.0
,="Library/Media - Support Staff",="Non-Certified",11.5
,="School Nurses",="Non-Certified",15.2
,="Special Education - Teachers and Instructors",="Certified",84.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",133.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",385.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",14.5
,="Library/Media - Specialists (Certified)",="Certified",6.0
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",16.6
,="Counselors  Social Workers  and School Psychologists",="Certified",17.0
,="General Education - Teachers and Instructors",="Certified",164.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",9.0
,="Instructional Specialists Who Support Teachers",="Certified",13.4
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",24.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",51.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",119.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",59.7
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",7.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.4
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.5
,="Counselors  Social Workers  and School Psychologists",="Certified",0.4
,="General Education - Teachers and Instructors",="Certified",10.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Library/Media - Support Staff",="Non-Certified",0.6
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.0
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",35.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.6
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",24.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.2
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.4
,="Counselors  Social Workers  and School Psychologists",="Certified",10.5
,="General Education - Teachers and Instructors",="Certified",97.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.4
,="Instructional Specialists Who Support Teachers",="Certified",8.2
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",16.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",95.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Capital Preparatory Harbor School Inc. District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",9.0
,="Special Education - Teachers and Instructors",="Certified",1.0
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",53.8
,="Counselors  Social Workers  and School Psychologists",="Certified",68.8
,="General Education - Teachers and Instructors",="Certified",614.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",396.7
,="Instructional Specialists Who Support Teachers",="Certified",55.1
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",27.4
,="Special Education - Teachers and Instructors",="Certified",146.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",308.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",870.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",23.0
,="Library/Media - Specialists (Certified)",="Certified",11.0
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.3
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",15.3
,="Special Education - Teachers and Instructors",="Certified",2.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",20.7
,="Counselors  Social Workers  and School Psychologists",="Certified",23.8
,="General Education - Teachers and Instructors",="Certified",274.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",50.7
,="Instructional Specialists Who Support Teachers",="Certified",13.0
,="Library/Media - Support Staff",="Non-Certified",12.7
,="School Nurses",="Non-Certified",8.6
,="Special Education - Teachers and Instructors",="Certified",50.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",112.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",219.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",6.8
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.3
,="General Education - Teachers and Instructors",="Certified",19.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",0.9
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.9
,="Special Education - Teachers and Instructors",="Certified",3.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.8
,="Counselors  Social Workers  and School Psychologists",="Certified",13.0
,="General Education - Teachers and Instructors",="Certified",139.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",17.4
,="Instructional Specialists Who Support Teachers",="Certified",6.6
,="Library/Media - Support Staff",="Non-Certified",2.4
,="School Nurses",="Non-Certified",3.8
,="Special Education - Teachers and Instructors",="Certified",26.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",44.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",77.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
,="Counselors  Social Workers  and School Psychologists",="Certified",17.0
,="General Education - Teachers and Instructors",="Certified",166.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.3
,="Instructional Specialists Who Support Teachers",="Certified",13.0
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",4.5
,="Special Education - Teachers and Instructors",="Certified",26.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",57.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",104.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.2
,="General Education - Teachers and Instructors",="Certified",8.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.4
,="Instructional Specialists Who Support Teachers",="Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.2
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",34.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",2.9
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Common Ground High School District",="Counselors  Social Workers  and School Psychologists",="Certified",0.8
,="General Education - Teachers and Instructors",="Certified",17.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.6
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
="Connecticut Technical Education and Career System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",144.0
,="Counselors  Social Workers  and School Psychologists",="Certified",87.2
,="General Education - Teachers and Instructors",="Certified",891.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.6
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",21.3
,="Special Education - Teachers and Instructors",="Certified",65.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",379.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",17.0
,="Library/Media - Specialists (Certified)",="Certified",15.0
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.6
,="Counselors  Social Workers  and School Psychologists",="Certified",19.6
,="General Education - Teachers and Instructors",="Certified",41.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",44.1
,="Instructional Specialists Who Support Teachers",="Certified",15.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",4.7
,="Special Education - Teachers and Instructors",="Certified",60.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",167.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",76.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.4
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Cornwall School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.5
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",15.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.8
,="Instructional Specialists Who Support Teachers",="Certified",0.6
,="Library/Media - Support Staff",="Non-Certified",0.9
,="School Nurses",="Non-Certified",0.9
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.3
="Coventry School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.3
,="Counselors  Social Workers  and School Psychologists",="Certified",13.0
,="General Education - Teachers and Instructors",="Certified",127.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",19.7
,="Instructional Specialists Who Support Teachers",="Certified",9.6
,="Library/Media - Support Staff",="Non-Certified",2.3
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",21.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",45.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",82.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Cromwell School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.4
,="Counselors  Social Workers  and School Psychologists",="Certified",11.0
,="General Education - Teachers and Instructors",="Certified",132.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Instructional Specialists Who Support Teachers",="Certified",9.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",23.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",38.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",94.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Danbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",51.5
,="Counselors  Social Workers  and School Psychologists",="Certified",60.8
,="General Education - Teachers and Instructors",="Certified",659.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",69.6
,="Instructional Specialists Who Support Teachers",="Certified",50.5
,="Library/Media - Support Staff",="Non-Certified",9.0
,="School Nurses",="Non-Certified",22.4
,="Special Education - Teachers and Instructors",="Certified",99.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",250.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",380.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.3
,="Library/Media - Specialists (Certified)",="Certified",20.0
="Darien School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",21.4
,="Counselors  Social Workers  and School Psychologists",="Certified",27.6
,="General Education - Teachers and Instructors",="Certified",352.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",33.5
,="Instructional Specialists Who Support Teachers",="Certified",21.2
,="Library/Media - Support Staff",="Non-Certified",2.1
,="School Nurses",="Non-Certified",13.6
,="Special Education - Teachers and Instructors",="Certified",70.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",94.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",174.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",9.0
,="Library/Media - Specialists (Certified)",="Certified",8.8
="Deep River School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.5
,="General Education - Teachers and Instructors",="Certified",24.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
