"FTE Staffing Report for 2003-04"

"District","Assignment Category","Educator Type","FTE Count"
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.2
,="Instructional Specialists Who Support Teachers",="Certified",8.8
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Bethany School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.2
,="Counselors  Social Workers  and School Psychologists",="Certified",2.4
,="General Education - Teachers and Instructors",="Certified",40.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",21.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Bethel School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
,="Counselors  Social Workers  and School Psychologists",="Certified",18.0
,="General Education - Teachers and Instructors",="Certified",216.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Library/Media - Support Staff",="Non-Certified",6.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",28.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",107.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.9
,="Instructional Specialists Who Support Teachers",="Certified",5.9
,="Library/Media - Specialists (Certified)",="Certified",6.0
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.4
,="Counselors  Social Workers  and School Psychologists",="Certified",17.0
,="General Education - Teachers and Instructors",="Certified",168.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",5.0
,="Special Education - Teachers and Instructors",="Certified",31.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",150.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Instructional Specialists Who Support Teachers",="Certified",9.7
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Bolton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",5.6
,="General Education - Teachers and Instructors",="Certified",72.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",37.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Bozrah School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.5
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",18.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.3
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Branford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.0
,="Counselors  Social Workers  and School Psychologists",="Certified",20.3
,="General Education - Teachers and Instructors",="Certified",237.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",20.6
,="Library/Media - Support Staff",="Non-Certified",4.1
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",32.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",65.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",143.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",6.0
,="Library/Media - Specialists (Certified)",="Certified",7.0
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",68.0
,="Counselors  Social Workers  and School Psychologists",="Certified",111.2
,="General Education - Teachers and Instructors",="Certified",1238.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",140.0
,="Library/Media - Support Staff",="Non-Certified",15.0
,="School Nurses",="Non-Certified",28.2
,="Special Education - Teachers and Instructors",="Certified",222.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",143.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",871.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",31.0
,="Instructional Specialists Who Support Teachers",="Certified",29.1
,="Library/Media - Specialists (Certified)",="Certified",19.0
="Bristol School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",24.0
,="Counselors  Social Workers  and School Psychologists",="Certified",33.3
,="General Education - Teachers and Instructors",="Certified",520.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.6
,="Library/Media - Support Staff",="Non-Certified",14.0
,="School Nurses",="Non-Certified",12.4
,="Special Education - Teachers and Instructors",="Certified",69.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",104.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",336.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.1
,="Instructional Specialists Who Support Teachers",="Certified",16.1
,="Library/Media - Specialists (Certified)",="Certified",5.8
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.6
,="Counselors  Social Workers  and School Psychologists",="Certified",13.2
,="General Education - Teachers and Instructors",="Certified",195.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.5
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",7.2
,="Special Education - Teachers and Instructors",="Certified",18.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",63.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",158.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",8.2
,="Instructional Specialists Who Support Teachers",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.8
,="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="General Education - Teachers and Instructors",="Certified",58.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.1
,="Library/Media - Support Staff",="Non-Certified",0.4
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",37.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",1.8
,="Library/Media - Specialists (Certified)",="Certified",1.3
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",12.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",0.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",37.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.2
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",30.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.0
,="Counselors  Social Workers  and School Psychologists",="Certified",8.5
,="General Education - Teachers and Instructors",="Certified",100.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.7
,="Library/Media - Support Staff",="Non-Certified",3.3
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",12.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",43.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",74.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",16.0
,="Counselors  Social Workers  and School Psychologists",="Certified",20.5
,="General Education - Teachers and Instructors",="Certified",169.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",63.1
,="Library/Media - Support Staff",="Non-Certified",1.5
,="School Nurses",="Non-Certified",6.1
,="Special Education - Teachers and Instructors",="Certified",78.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",19.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",180.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",10.6
,="Instructional Specialists Who Support Teachers",="Certified",13.7
,="Library/Media - Specialists (Certified)",="Certified",2.6
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",19.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",2.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",19.0
,="Counselors  Social Workers  and School Psychologists",="Certified",21.5
,="General Education - Teachers and Instructors",="Certified",294.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",38.8
,="Library/Media - Support Staff",="Non-Certified",12.5
,="School Nurses",="Non-Certified",7.4
,="Special Education - Teachers and Instructors",="Certified",42.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",69.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",194.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Instructional Specialists Who Support Teachers",="Certified",6.6
,="Library/Media - Specialists (Certified)",="Certified",8.0
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.2
,="General Education - Teachers and Instructors",="Certified",24.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",4.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",6.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",12.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",1.3
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.9
,="Counselors  Social Workers  and School Psychologists",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",151.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.2
,="Library/Media - Support Staff",="Non-Certified",1.8
,="School Nurses",="Non-Certified",3.8
,="Special Education - Teachers and Instructors",="Certified",25.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",77.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",7.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.1
,="Counselors  Social Workers  and School Psychologists",="Certified",14.0
,="General Education - Teachers and Instructors",="Certified",198.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.9
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",4.5
,="Special Education - Teachers and Instructors",="Certified",26.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",29.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",96.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",13.4
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",0.4
,="Counselors  Social Workers  and School Psychologists",="Certified",0.4
,="General Education - Teachers and Instructors",="Certified",8.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.9
,="Library/Media - Support Staff",="Non-Certified",0.7
,="School Nurses",="Non-Certified",0.9
,="Special Education - Teachers and Instructors",="Certified",1.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.6
,="Instructional Specialists Who Support Teachers",="Certified",1.3
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",48.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",29.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",8.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",3.0
="Connecticut Technical Education and Career System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",59.8
,="Counselors  Social Workers  and School Psychologists",="Certified",95.0
,="General Education - Teachers and Instructors",="Certified",1017.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",18.0
,="Special Education - Teachers and Instructors",="Certified",70.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",421.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",17.0
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
,="Counselors  Social Workers  and School Psychologists",="Certified",10.1
,="General Education - Teachers and Instructors",="Certified",33.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.4
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",44.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",48.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",8.1
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Cornwall School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",16.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.8
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",0.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Coventry School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.0
,="Counselors  Social Workers  and School Psychologists",="Certified",11.0
,="General Education - Teachers and Instructors",="Certified",131.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.5
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",5.0
,="Special Education - Teachers and Instructors",="Certified",19.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",28.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",80.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",4.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Cromwell School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.0
,="Counselors  Social Workers  and School Psychologists",="Certified",7.0
,="General Education - Teachers and Instructors",="Certified",127.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.4
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",20.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",22.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",74.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Danbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",27.0
,="Counselors  Social Workers  and School Psychologists",="Certified",48.7
,="General Education - Teachers and Instructors",="Certified",589.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",78.5
,="Library/Media - Support Staff",="Non-Certified",9.5
,="School Nurses",="Non-Certified",19.0
,="Special Education - Teachers and Instructors",="Certified",90.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",74.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",308.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",21.0
,="Instructional Specialists Who Support Teachers",="Certified",23.4
,="Library/Media - Specialists (Certified)",="Certified",21.0
="Darien School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",15.0
,="Counselors  Social Workers  and School Psychologists",="Certified",21.7
,="General Education - Teachers and Instructors",="Certified",303.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",38.6
,="Library/Media - Support Staff",="Non-Certified",10.2
,="School Nurses",="Non-Certified",9.5
,="Special Education - Teachers and Instructors",="Certified",38.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",59.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",149.7
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.7
,="Instructional Specialists Who Support Teachers",="Certified",13.5
,="Library/Media - Specialists (Certified)",="Certified",10.5
="Deep River School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.2
,="General Education - Teachers and Instructors",="Certified",26.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.7
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",5.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",1.3
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Derby School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.6
,="Counselors  Social Workers  and School Psychologists",="Certified",7.0
,="General Education - Teachers and Instructors",="Certified",86.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",15.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",11.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",23.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",51.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="East Granby School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",4.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.6
