"FTE Staffing Report for 2014-15"

"District","Assignment Category","Educator Type","FTE Count"
,="General Education - Teachers and Instructors",="Certified",148.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",28.5
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",4.5
,="Special Education - Teachers and Instructors",="Certified",21.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",17.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",91.7
,="Instructional Specialists Who Support Teachers",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Area Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",9.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",13.0
,="Counselors  Social Workers  and School Psychologists",="Certified",28.0
,="General Education - Teachers and Instructors",="Certified",114.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",23.4
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",11.5
,="Special Education - Teachers and Instructors",="Certified",87.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",253.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",142.3
,="Instructional Specialists Who Support Teachers",="Certified",15.3
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Ashford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.6
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",39.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.7
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Avon School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.1
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",12.0
,="Counselors  Social Workers  and School Psychologists",="Certified",17.9
,="General Education - Teachers and Instructors",="Certified",210.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",24.7
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",6.7
,="Special Education - Teachers and Instructors",="Certified",31.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",70.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",116.7
,="Instructional Specialists Who Support Teachers",="Certified",9.1
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Barkhamsted School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",21.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.8
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",15.2
,="Instructional Specialists Who Support Teachers",="Certified",0.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Berlin School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.8
,="Counselors  Social Workers  and School Psychologists",="Certified",17.0
,="General Education - Teachers and Instructors",="Certified",210.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.8
,="Library/Media - Support Staff",="Non-Certified",4.9
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",34.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",49.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",106.6
,="Instructional Specialists Who Support Teachers",="Certified",10.2
,="Library/Media - Specialists (Certified)",="Certified",4.6
="Bethany School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.4
,="General Education - Teachers and Instructors",="Certified",33.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",11.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",17.9
,="Instructional Specialists Who Support Teachers",="Certified",1.6
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Bethel School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.5
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.8
,="Counselors  Social Workers  and School Psychologists",="Certified",16.9
,="General Education - Teachers and Instructors",="Certified",193.3
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",34.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",39.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",118.4
,="Instructional Specialists Who Support Teachers",="Certified",8.8
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.0
,="Counselors  Social Workers  and School Psychologists",="Certified",21.0
,="General Education - Teachers and Instructors",="Certified",171.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",42.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",6.0
,="Special Education - Teachers and Instructors",="Certified",22.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",143.8
,="Instructional Specialists Who Support Teachers",="Certified",15.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Bolton School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",6.7
,="General Education - Teachers and Instructors",="Certified",61.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
,="Library/Media - Support Staff",="Non-Certified",2.2
,="School Nurses",="Non-Certified",2.5
,="Special Education - Teachers and Instructors",="Certified",10.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",21.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",40.4
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Booker T. Washington Academy District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",9.3
="Bozrah School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.4
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.2
,="Counselors  Social Workers  and School Psychologists",="Certified",0.9
,="General Education - Teachers and Instructors",="Certified",19.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.2
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Branford School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.1
,="Counselors  Social Workers  and School Psychologists",="Certified",15.4
,="General Education - Teachers and Instructors",="Certified",225.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",146.5
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",28.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",96.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",145.0
,="Instructional Specialists Who Support Teachers",="Certified",6.0
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Brass City Charter School District",="General Education - Teachers and Instructors",="Certified",13.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.6
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.4
="Bridgeport Achievement First District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",50.5
,="Special Education - Teachers and Instructors",="Certified",8.0
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",23.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",70.0
,="Counselors  Social Workers  and School Psychologists",="Certified",117.6
,="General Education - Teachers and Instructors",="Certified",1124.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",108.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",31.1
,="Special Education - Teachers and Instructors",="Certified",202.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",262.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",940.1
,="Instructional Specialists Who Support Teachers",="Certified",72.2
,="Library/Media - Specialists (Certified)",="Certified",17.0
="Bristol School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.5
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",27.8
,="Counselors  Social Workers  and School Psychologists",="Certified",35.2
,="General Education - Teachers and Instructors",="Certified",476.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
,="Library/Media - Support Staff",="Non-Certified",11.5
,="School Nurses",="Non-Certified",16.0
,="Special Education - Teachers and Instructors",="Certified",84.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",124.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",378.7
,="Instructional Specialists Who Support Teachers",="Certified",29.5
,="Library/Media - Specialists (Certified)",="Certified",4.8
="Brookfield School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.0
,="Counselors  Social Workers  and School Psychologists",="Certified",16.0
,="General Education - Teachers and Instructors",="Certified",180.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.7
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",21.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",47.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",115.7
,="Instructional Specialists Who Support Teachers",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",5.0
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",57.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",7.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",30.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",61.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Canaan School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",10.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.1
,="Library/Media - Support Staff",="Non-Certified",0.8
,="School Nurses",="Non-Certified",0.8
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.6
,="Instructional Specialists Who Support Teachers",="Certified",0.5
="Canterbury School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.2
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",2.0
,="General Education - Teachers and Instructors",="Certified",37.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.8
,="Library/Media - Support Staff",="Non-Certified",1.6
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",4.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",13.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Canton School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",8.2
,="Counselors  Social Workers  and School Psychologists",="Certified",9.1
,="General Education - Teachers and Instructors",="Certified",99.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.9
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",16.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",84.2
,="Instructional Specialists Who Support Teachers",="Certified",6.9
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",25.8
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",57.2
,="Counselors  Social Workers  and School Psychologists",="Certified",64.4
,="General Education - Teachers and Instructors",="Certified",578.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",416.0
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",26.7
,="Special Education - Teachers and Instructors",="Certified",146.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",310.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",791.6
,="Instructional Specialists Who Support Teachers",="Certified",56.7
,="Library/Media - Specialists (Certified)",="Certified",8.0
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.3
,="Counselors  Social Workers  and School Psychologists",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",17.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.1
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",10.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",20.1
,="Counselors  Social Workers  and School Psychologists",="Certified",22.6
,="General Education - Teachers and Instructors",="Certified",277.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",48.1
,="Library/Media - Support Staff",="Non-Certified",11.7
,="School Nurses",="Non-Certified",8.6
,="Special Education - Teachers and Instructors",="Certified",48.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",100.6
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",194.5
,="Instructional Specialists Who Support Teachers",="Certified",14.9
,="Library/Media - Specialists (Certified)",="Certified",7.0
="Chester School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.3
,="General Education - Teachers and Instructors",="Certified",19.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.8
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.8
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",7.3
,="Instructional Specialists Who Support Teachers",="Certified",0.9
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Clinton School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.9
,="Counselors  Social Workers  and School Psychologists",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",142.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.8
,="Library/Media - Support Staff",="Non-Certified",2.4
,="School Nurses",="Non-Certified",3.8
,="Special Education - Teachers and Instructors",="Certified",27.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",41.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",78.9
,="Instructional Specialists Who Support Teachers",="Certified",7.6
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Colchester School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.0
,="Counselors  Social Workers  and School Psychologists",="Certified",15.2
,="General Education - Teachers and Instructors",="Certified",175.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.8
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",4.5
,="Special Education - Teachers and Instructors",="Certified",24.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",55.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",107.6
,="Instructional Specialists Who Support Teachers",="Certified",12.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Colebrook School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.2
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.2
,="General Education - Teachers and Instructors",="Certified",7.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.3
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",5.6
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Columbia School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",32.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",12.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",19.9
,="Instructional Specialists Who Support Teachers",="Certified",4.4
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.8
,="General Education - Teachers and Instructors",="Certified",15.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.9
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.3
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.0
="Connecticut Technical Education and Career System",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",14.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",145.1
,="Counselors  Social Workers  and School Psychologists",="Certified",93.8
,="General Education - Teachers and Instructors",="Certified",916.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",12.7
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",22.0
,="Special Education - Teachers and Instructors",="Certified",67.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",407.2
,="Library/Media - Specialists (Certified)",="Certified",16.0
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.0
,="Counselors  Social Workers  and School Psychologists",="Certified",18.7
,="General Education - Teachers and Instructors",="Certified",40.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",59.8
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",4.4
,="Special Education - Teachers and Instructors",="Certified",59.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",161.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",75.8
,="Instructional Specialists Who Support Teachers",="Certified",15.3
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Cornwall School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",15.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.7
,="Library/Media - Support Staff",="Non-Certified",0.9
,="School Nurses",="Non-Certified",0.8
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",2.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.2
,="Instructional Specialists Who Support Teachers",="Certified",0.5
="Coventry School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.5
,="Counselors  Social Workers  and School Psychologists",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",122.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.7
,="Library/Media - Support Staff",="Non-Certified",1.9
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",22.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.3
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",81.6
,="Instructional Specialists Who Support Teachers",="Certified",7.4
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Cromwell School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.4
,="Counselors  Social Workers  and School Psychologists",="Certified",10.0
,="General Education - Teachers and Instructors",="Certified",128.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",24.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",34.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",96.3
,="Instructional Specialists Who Support Teachers",="Certified",8.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Danbury School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",48.4
,="Counselors  Social Workers  and School Psychologists",="Certified",56.3
,="General Education - Teachers and Instructors",="Certified",645.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",70.4
,="Library/Media - Support Staff",="Non-Certified",8.9
,="School Nurses",="Non-Certified",22.4
,="Special Education - Teachers and Instructors",="Certified",98.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",234.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",353.3
,="Instructional Specialists Who Support Teachers",="Certified",48.3
,="Library/Media - Specialists (Certified)",="Certified",21.0
="Darien School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.7
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",21.4
,="Counselors  Social Workers  and School Psychologists",="Certified",28.0
,="General Education - Teachers and Instructors",="Certified",351.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",35.0
,="Library/Media - Support Staff",="Non-Certified",4.5
,="School Nurses",="Non-Certified",12.0
,="Special Education - Teachers and Instructors",="Certified",64.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",90.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",147.8
,="Instructional Specialists Who Support Teachers",="Certified",29.1
,="Library/Media - Specialists (Certified)",="Certified",9.0
="Deep River School District",="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.5
,="General Education - Teachers and Instructors",="Certified",25.2
