"FTE Staffing Report for 2004-05"

"District","Assignment Category","Educator Type","FTE Count"
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",114.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",6.9
,="Instructional Specialists Who Support Teachers",="Certified",4.9
,="Library/Media - Specialists (Certified)",="Certified",6.0
="Bloomfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.1
,="Counselors  Social Workers  and School Psychologists",="Certified",18.0
,="General Education - Teachers and Instructors",="Certified",169.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",25.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",5.0
,="Special Education - Teachers and Instructors",="Certified",27.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",63.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",153.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.0
,="Instructional Specialists Who Support Teachers",="Certified",12.7
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Bolton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.0
,="Counselors  Social Workers  and School Psychologists",="Certified",5.6
,="General Education - Teachers and Instructors",="Certified",71.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Library/Media - Support Staff",="Non-Certified",2.5
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",38.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",3.5
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Bozrah School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.5
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",19.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",3.4
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",5.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",1.0
="Branford School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",14.6
,="Counselors  Social Workers  and School Psychologists",="Certified",20.3
,="General Education - Teachers and Instructors",="Certified",239.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",18.1
,="Library/Media - Support Staff",="Non-Certified",4.1
,="School Nurses",="Non-Certified",7.0
,="Special Education - Teachers and Instructors",="Certified",31.8
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",63.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",143.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",7.5
,="Library/Media - Specialists (Certified)",="Certified",7.0
="Bridgeport School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",69.0
,="Counselors  Social Workers  and School Psychologists",="Certified",110.4
,="General Education - Teachers and Instructors",="Certified",1186.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",155.0
,="Library/Media - Support Staff",="Non-Certified",16.0
,="School Nurses",="Non-Certified",28.1
,="Special Education - Teachers and Instructors",="Certified",232.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",161.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",887.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",30.0
,="Instructional Specialists Who Support Teachers",="Certified",44.2
,="Library/Media - Specialists (Certified)",="Certified",18.0
="Bristol School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",28.6
,="Counselors  Social Workers  and School Psychologists",="Certified",34.2
,="General Education - Teachers and Instructors",="Certified",529.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",8.2
,="Library/Media - Support Staff",="Non-Certified",14.0
,="School Nurses",="Non-Certified",12.0
,="Special Education - Teachers and Instructors",="Certified",72.2
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",109.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",353.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",15.8
,="Instructional Specialists Who Support Teachers",="Certified",21.7
,="Library/Media - Specialists (Certified)",="Certified",5.8
="Brookfield School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",11.2
,="Counselors  Social Workers  and School Psychologists",="Certified",13.1
,="General Education - Teachers and Instructors",="Certified",192.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",16.0
,="Library/Media - Support Staff",="Non-Certified",5.0
,="School Nurses",="Non-Certified",7.2
,="Special Education - Teachers and Instructors",="Certified",19.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",60.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",114.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.2
,="Instructional Specialists Who Support Teachers",="Certified",8.3
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Brooklyn School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.7
,="Counselors  Social Workers  and School Psychologists",="Certified",4.0
,="General Education - Teachers and Instructors",="Certified",61.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",14.6
,="Library/Media - Support Staff",="Non-Certified",0.4
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",14.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",38.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",1.0
,="Instructional Specialists Who Support Teachers",="Certified",1.8
,="Library/Media - Specialists (Certified)",="Certified",1.3
="Canaan School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",11.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",0.8
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",1.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Instructional Specialists Who Support Teachers",="Certified",0.3
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Canterbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.0
,="Counselors  Social Workers  and School Psychologists",="Certified",3.5
,="General Education - Teachers and Instructors",="Certified",39.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.2
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",7.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",34.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
="Canton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.4
,="Counselors  Social Workers  and School Psychologists",="Certified",8.5
,="General Education - Teachers and Instructors",="Certified",102.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",26.5
,="Library/Media - Support Staff",="Non-Certified",4.6
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",12.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",40.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",81.0
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",4.0
,="Instructional Specialists Who Support Teachers",="Certified",4.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Capitol Region Education Council",="Administrators  Coordinators and Department Chairs - School Level",="Certified",17.0
,="Counselors  Social Workers  and School Psychologists",="Certified",21.5
,="General Education - Teachers and Instructors",="Certified",176.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",76.8
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",10.0
,="Special Education - Teachers and Instructors",="Certified",86.4
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",36.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",210.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.6
,="Instructional Specialists Who Support Teachers",="Certified",13.7
,="Library/Media - Specialists (Certified)",="Certified",3.6
="Chaplin School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.2
,="General Education - Teachers and Instructors",="Certified",18.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
,="Library/Media - Support Staff",="Non-Certified",2.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",9.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",2.0
="Cheshire School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",18.5
,="Counselors  Social Workers  and School Psychologists",="Certified",23.0
,="General Education - Teachers and Instructors",="Certified",285.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",39.8
,="Library/Media - Support Staff",="Non-Certified",11.5
,="School Nurses",="Non-Certified",7.4
,="Special Education - Teachers and Instructors",="Certified",43.9
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",87.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",188.4
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",5.0
,="Instructional Specialists Who Support Teachers",="Certified",9.1
,="Library/Media - Specialists (Certified)",="Certified",7.2
="Chester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.1
,="General Education - Teachers and Instructors",="Certified",23.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",5.5
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",3.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",4.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",11.1
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",0.8
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Clinton School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",7.8
,="Counselors  Social Workers  and School Psychologists",="Certified",12.0
,="General Education - Teachers and Instructors",="Certified",150.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",13.0
,="Library/Media - Support Staff",="Non-Certified",1.8
,="School Nurses",="Non-Certified",3.8
,="Special Education - Teachers and Instructors",="Certified",25.5
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.7
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",77.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.5
,="Instructional Specialists Who Support Teachers",="Certified",7.0
,="Library/Media - Specialists (Certified)",="Certified",4.0
="Colchester School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",9.1
,="Counselors  Social Workers  and School Psychologists",="Certified",13.9
,="General Education - Teachers and Instructors",="Certified",194.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",22.4
,="Library/Media - Support Staff",="Non-Certified",4.0
,="School Nurses",="Non-Certified",4.5
,="Special Education - Teachers and Instructors",="Certified",25.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",37.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",98.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",13.8
,="Library/Media - Specialists (Certified)",="Certified",3.0
="Colebrook School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",0.4
,="Counselors  Social Workers  and School Psychologists",="Certified",0.4
,="General Education - Teachers and Instructors",="Certified",8.6
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",4.8
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",0.9
,="Special Education - Teachers and Instructors",="Certified",1.3
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",3.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",6.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.7
,="Instructional Specialists Who Support Teachers",="Certified",1.3
="Columbia School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",2.5
,="Counselors  Social Workers  and School Psychologists",="Certified",3.0
,="General Education - Teachers and Instructors",="Certified",47.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",7.5
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",2.0
,="Special Education - Teachers and Instructors",="Certified",6.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",10.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",26.8
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",2.0
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Common Ground High School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="General Education - Teachers and Instructors",="Certified",10.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",2.0
="Connecticut Technical Education and Career System",="Administrators  Coordinators and Department Chairs - School Level",="Certified",69.0
,="Counselors  Social Workers  and School Psychologists",="Certified",96.0
,="General Education - Teachers and Instructors",="Certified",1025.4
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.0
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",18.0
,="Special Education - Teachers and Instructors",="Certified",75.7
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",381.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",11.0
,="Instructional Specialists Who Support Teachers",="Certified",2.0
,="Library/Media - Specialists (Certified)",="Certified",17.0
="Cooperative Educational Services",="Administrators  Coordinators and Department Chairs - School Level",="Certified",10.0
,="Counselors  Social Workers  and School Psychologists",="Certified",14.1
,="General Education - Teachers and Instructors",="Certified",35.5
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",19.8
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",44.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",0.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",53.3
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",9.7
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Cornwall School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",0.5
,="General Education - Teachers and Instructors",="Certified",16.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",1.5
,="Library/Media - Support Staff",="Non-Certified",0.0
,="School Nurses",="Non-Certified",0.9
,="Special Education - Teachers and Instructors",="Certified",2.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",1.4
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",4.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.5
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Coventry School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.4
,="Counselors  Social Workers  and School Psychologists",="Certified",10.6
,="General Education - Teachers and Instructors",="Certified",127.1
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",21.3
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",4.0
,="Special Education - Teachers and Instructors",="Certified",20.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",31.5
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",83.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Cromwell School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",6.0
,="Counselors  Social Workers  and School Psychologists",="Certified",7.0
,="General Education - Teachers and Instructors",="Certified",126.7
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",11.2
,="Library/Media - Support Staff",="Non-Certified",3.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",20.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",25.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",74.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",2.0
="Danbury School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",27.7
,="Counselors  Social Workers  and School Psychologists",="Certified",48.4
,="General Education - Teachers and Instructors",="Certified",585.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",73.2
,="Library/Media - Support Staff",="Non-Certified",8.7
,="School Nurses",="Non-Certified",19.0
,="Special Education - Teachers and Instructors",="Certified",92.1
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",95.9
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",310.5
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",23.0
,="Instructional Specialists Who Support Teachers",="Certified",27.0
,="Library/Media - Specialists (Certified)",="Certified",21.0
="Darien School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",17.0
,="Counselors  Social Workers  and School Psychologists",="Certified",20.1
,="General Education - Teachers and Instructors",="Certified",302.8
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",40.9
,="Library/Media - Support Staff",="Non-Certified",11.5
,="School Nurses",="Non-Certified",9.5
,="Special Education - Teachers and Instructors",="Certified",40.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",62.2
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",147.9
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",7.4
,="Instructional Specialists Who Support Teachers",="Certified",15.9
,="Library/Media - Specialists (Certified)",="Certified",9.5
="Deep River School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",1.0
,="Counselors  Social Workers  and School Psychologists",="Certified",1.5
,="General Education - Teachers and Instructors",="Certified",25.2
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.8
,="Library/Media - Support Staff",="Non-Certified",0.5
,="School Nurses",="Non-Certified",1.0
,="Special Education - Teachers and Instructors",="Certified",6.6
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",8.1
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",14.2
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",0.8
,="Instructional Specialists Who Support Teachers",="Certified",3.0
,="Library/Media - Specialists (Certified)",="Certified",1.0
="Derby School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",3.6
,="Counselors  Social Workers  and School Psychologists",="Certified",7.0
,="General Education - Teachers and Instructors",="Certified",91.0
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",10.5
,="Library/Media - Support Staff",="Non-Certified",1.0
,="School Nurses",="Non-Certified",3.0
,="Special Education - Teachers and Instructors",="Certified",13.0
,="Special Education - Paraprofessional Instructional Assistants",="Non-Certified",27.0
,="Other Staff Providing Non-Instructional Services/Support",="Certified/Non-Certified",51.6
,="Administrators  Coordinators and Department Chairs - District Central Office",="Certified",3.0
,="Instructional Specialists Who Support Teachers",="Certified",5.0
,="Library/Media - Specialists (Certified)",="Certified",3.0
="East Granby School District",="Administrators  Coordinators and Department Chairs - School Level",="Certified",5.0
,="Counselors  Social Workers  and School Psychologists",="Certified",4.1
,="General Education - Teachers and Instructors",="Certified",58.9
,="General Education - Paraprofessional Instructional Assistants",="Non-Certified",2.9
